T/s,I_se/nA,Type
6.183333333,1.6626,$\mathit{I}_\mathrm{PE}$
6.2,1.66585,$\mathit{I}_\mathrm{PE}$
6.216666667,1.67601,$\mathit{I}_\mathrm{PE}$
6.233333333,1.73259,$\mathit{I}_\mathrm{PE}$
6.25,1.69647,$\mathit{I}_\mathrm{PE}$
6.266666667,1.71789,$\mathit{I}_\mathrm{PE}$
6.283333333,1.70864,$\mathit{I}_\mathrm{PE}$
6.3,1.72563,$\mathit{I}_\mathrm{PE}$
6.316666667,1.74208,$\mathit{I}_\mathrm{PE}$
6.333333333,1.74718,$\mathit{I}_\mathrm{PE}$
6.35,1.68079,$\mathit{I}_\mathrm{PE}$
6.366666667,1.67873,$\mathit{I}_\mathrm{PE}$
6.383333333,1.71537,$\mathit{I}_\mathrm{PE}$
6.4,1.74331,$\mathit{I}_\mathrm{PE}$
6.416666667,1.69192,$\mathit{I}_\mathrm{PE}$
6.433333333,1.71979,$\mathit{I}_\mathrm{PE}$
6.45,1.76246,$\mathit{I}_\mathrm{PE}$
6.466666667,1.72127,$\mathit{I}_\mathrm{PE}$
6.483333333,1.73547,$\mathit{I}_\mathrm{PE}$
6.5,1.7595,$\mathit{I}_\mathrm{PE}$
6.516666667,1.76309,$\mathit{I}_\mathrm{PE}$
6.533333333,1.74469,$\mathit{I}_\mathrm{PE}$
6.55,1.79378,$\mathit{I}_\mathrm{PE}$
6.566666667,1.78912,$\mathit{I}_\mathrm{PE}$
6.583333333,1.75635,$\mathit{I}_\mathrm{PE}$
6.6,1.8057,$\mathit{I}_\mathrm{PE}$
6.616666667,1.75697,$\mathit{I}_\mathrm{PE}$
6.633333333,1.82232,$\mathit{I}_\mathrm{PE}$
6.65,1.80985,$\mathit{I}_\mathrm{PE}$
6.666666667,1.82805,$\mathit{I}_\mathrm{PE}$
6.683333333,1.79173,$\mathit{I}_\mathrm{PE}$
6.7,1.8123,$\mathit{I}_\mathrm{PE}$
6.716666667,1.80085,$\mathit{I}_\mathrm{PE}$
6.733333333,1.77784,$\mathit{I}_\mathrm{PE}$
6.75,1.81826,$\mathit{I}_\mathrm{PE}$
6.766666667,1.77554,$\mathit{I}_\mathrm{PE}$
6.783333333,1.83571,$\mathit{I}_\mathrm{PE}$
6.8,1.80838,$\mathit{I}_\mathrm{PE}$
6.816666667,1.84447,$\mathit{I}_\mathrm{PE}$
6.833333333,1.83522,$\mathit{I}_\mathrm{PE}$
6.85,1.84626,$\mathit{I}_\mathrm{PE}$
6.866666667,1.78739,$\mathit{I}_\mathrm{PE}$
6.883333333,1.80198,$\mathit{I}_\mathrm{PE}$
6.9,1.86449,$\mathit{I}_\mathrm{PE}$
6.916666667,1.87127,$\mathit{I}_\mathrm{PE}$
6.933333333,1.88069,$\mathit{I}_\mathrm{PE}$
6.95,1.83923,$\mathit{I}_\mathrm{PE}$
6.966666667,1.83804,$\mathit{I}_\mathrm{PE}$
6.983333333,1.82578,$\mathit{I}_\mathrm{PE}$
7,1.8632,$\mathit{I}_\mathrm{PE}$
7.016666667,1.82498,$\mathit{I}_\mathrm{PE}$
7.033333333,1.81711,$\mathit{I}_\mathrm{PE}$
7.05,1.90104,$\mathit{I}_\mathrm{PE}$
7.066666667,1.8338,$\mathit{I}_\mathrm{PE}$
7.083333333,1.83542,$\mathit{I}_\mathrm{PE}$
7.1,1.86529,$\mathit{I}_\mathrm{PE}$
7.116666667,1.90531,$\mathit{I}_\mathrm{PE}$
7.133333333,1.8785,$\mathit{I}_\mathrm{PE}$
7.15,1.91037,$\mathit{I}_\mathrm{PE}$
7.166666667,1.87306,$\mathit{I}_\mathrm{PE}$
7.183333333,1.88783,$\mathit{I}_\mathrm{PE}$
7.2,1.85278,$\mathit{I}_\mathrm{PE}$
7.216666667,1.90024,$\mathit{I}_\mathrm{PE}$
7.233333333,1.86617,$\mathit{I}_\mathrm{PE}$
7.25,1.87775,$\mathit{I}_\mathrm{PE}$
7.266666667,1.8861,$\mathit{I}_\mathrm{PE}$
7.283333333,1.96289,$\mathit{I}_\mathrm{PE}$
7.3,1.88641,$\mathit{I}_\mathrm{PE}$
7.316666667,1.90364,$\mathit{I}_\mathrm{PE}$
7.333333333,1.89856,$\mathit{I}_\mathrm{PE}$
7.35,1.94486,$\mathit{I}_\mathrm{PE}$
7.366666667,1.98564,$\mathit{I}_\mathrm{PE}$
7.383333333,1.93127,$\mathit{I}_\mathrm{PE}$
7.4,1.98573,$\mathit{I}_\mathrm{PE}$
7.416666667,1.95127,$\mathit{I}_\mathrm{PE}$
7.433333333,1.95032,$\mathit{I}_\mathrm{PE}$
7.45,1.92557,$\mathit{I}_\mathrm{PE}$
7.466666667,1.92788,$\mathit{I}_\mathrm{PE}$
7.483333333,1.94115,$\mathit{I}_\mathrm{PE}$
7.5,2.01365,$\mathit{I}_\mathrm{PE}$
7.516666667,1.97363,$\mathit{I}_\mathrm{PE}$
7.533333333,2.0127,$\mathit{I}_\mathrm{PE}$
7.55,1.99237,$\mathit{I}_\mathrm{PE}$
7.566666667,2.0417,$\mathit{I}_\mathrm{PE}$
7.583333333,2.04694,$\mathit{I}_\mathrm{PE}$
7.6,1.96994,$\mathit{I}_\mathrm{PE}$
7.616666667,1.97519,$\mathit{I}_\mathrm{PE}$
7.633333333,2.00157,$\mathit{I}_\mathrm{PE}$
7.65,2.0403,$\mathit{I}_\mathrm{PE}$
7.666666667,2.03192,$\mathit{I}_\mathrm{PE}$
7.683333333,2.08482,$\mathit{I}_\mathrm{PE}$
7.7,2.03368,$\mathit{I}_\mathrm{PE}$
7.716666667,2.0903,$\mathit{I}_\mathrm{PE}$
7.733333333,2.105,$\mathit{I}_\mathrm{PE}$
7.75,2.09532,$\mathit{I}_\mathrm{PE}$
7.766666667,2.02782,$\mathit{I}_\mathrm{PE}$
7.783333333,2.09924,$\mathit{I}_\mathrm{PE}$
7.8,2.09026,$\mathit{I}_\mathrm{PE}$
7.816666667,2.07795,$\mathit{I}_\mathrm{PE}$
7.833333333,2.064,$\mathit{I}_\mathrm{PE}$
7.85,2.07173,$\mathit{I}_\mathrm{PE}$
7.866666667,2.08001,$\mathit{I}_\mathrm{PE}$
7.883333333,2.13422,$\mathit{I}_\mathrm{PE}$
7.9,2.13545,$\mathit{I}_\mathrm{PE}$
7.916666667,2.11966,$\mathit{I}_\mathrm{PE}$
7.933333333,2.06762,$\mathit{I}_\mathrm{PE}$
7.95,2.08373,$\mathit{I}_\mathrm{PE}$
7.966666667,2.15465,$\mathit{I}_\mathrm{PE}$
7.983333333,2.08807,$\mathit{I}_\mathrm{PE}$
8,2.14315,$\mathit{I}_\mathrm{PE}$
8.016666667,2.16224,$\mathit{I}_\mathrm{PE}$
8.033333333,2.19828,$\mathit{I}_\mathrm{PE}$
8.05,2.10131,$\mathit{I}_\mathrm{PE}$
8.066666667,2.16948,$\mathit{I}_\mathrm{PE}$
8.083333333,2.221,$\mathit{I}_\mathrm{PE}$
8.1,2.14166,$\mathit{I}_\mathrm{PE}$
8.116666667,2.21939,$\mathit{I}_\mathrm{PE}$
8.133333333,2.21607,$\mathit{I}_\mathrm{PE}$
8.15,2.24267,$\mathit{I}_\mathrm{PE}$
8.166666667,2.21218,$\mathit{I}_\mathrm{PE}$
8.183333333,2.19326,$\mathit{I}_\mathrm{PE}$
8.2,2.25149,$\mathit{I}_\mathrm{PE}$
8.216666667,2.20595,$\mathit{I}_\mathrm{PE}$
8.233333333,2.26335,$\mathit{I}_\mathrm{PE}$
8.25,2.21341,$\mathit{I}_\mathrm{PE}$
8.266666667,2.23489,$\mathit{I}_\mathrm{PE}$
8.283333333,2.23415,$\mathit{I}_\mathrm{PE}$
8.3,2.23072,$\mathit{I}_\mathrm{PE}$
8.316666667,2.27739,$\mathit{I}_\mathrm{PE}$
8.333333333,2.19143,$\mathit{I}_\mathrm{PE}$
8.35,2.2871,$\mathit{I}_\mathrm{PE}$
8.366666667,2.25214,$\mathit{I}_\mathrm{PE}$
8.383333333,2.29775,$\mathit{I}_\mathrm{PE}$
8.4,2.29825,$\mathit{I}_\mathrm{PE}$
8.416666667,2.3207,$\mathit{I}_\mathrm{PE}$
8.433333333,2.3153,$\mathit{I}_\mathrm{PE}$
8.45,2.40178,$\mathit{I}_\mathrm{PE}$
8.466666667,2.41806,$\mathit{I}_\mathrm{PE}$
8.483333333,2.39516,$\mathit{I}_\mathrm{PE}$
8.5,2.34914,$\mathit{I}_\mathrm{PE}$
8.516666667,2.46261,$\mathit{I}_\mathrm{PE}$
8.533333333,2.45602,$\mathit{I}_\mathrm{PE}$
8.55,2.45066,$\mathit{I}_\mathrm{PE}$
8.566666667,2.47592,$\mathit{I}_\mathrm{PE}$
8.583333333,2.48904,$\mathit{I}_\mathrm{PE}$
8.6,2.57327,$\mathit{I}_\mathrm{PE}$
8.616666667,2.49662,$\mathit{I}_\mathrm{PE}$
8.633333333,2.50116,$\mathit{I}_\mathrm{PE}$
8.65,2.54772,$\mathit{I}_\mathrm{PE}$
8.666666667,2.54459,$\mathit{I}_\mathrm{PE}$
8.683333333,2.66734,$\mathit{I}_\mathrm{PE}$
8.7,2.59383,$\mathit{I}_\mathrm{PE}$
8.716666667,2.70848,$\mathit{I}_\mathrm{PE}$
8.733333333,2.68527,$\mathit{I}_\mathrm{PE}$
8.75,2.64029,$\mathit{I}_\mathrm{PE}$
8.766666667,2.69655,$\mathit{I}_\mathrm{PE}$
8.783333333,2.73724,$\mathit{I}_\mathrm{PE}$
8.8,2.72918,$\mathit{I}_\mathrm{PE}$
8.816666667,2.74485,$\mathit{I}_\mathrm{PE}$
8.833333333,2.72899,$\mathit{I}_\mathrm{PE}$
8.85,2.85073,$\mathit{I}_\mathrm{PE}$
8.866666667,2.88289,$\mathit{I}_\mathrm{PE}$
8.883333333,2.77843,$\mathit{I}_\mathrm{PE}$
8.9,2.82596,$\mathit{I}_\mathrm{PE}$
8.916666667,2.88685,$\mathit{I}_\mathrm{PE}$
8.933333333,2.8634,$\mathit{I}_\mathrm{PE}$
8.95,2.87782,$\mathit{I}_\mathrm{PE}$
8.966666667,2.9473,$\mathit{I}_\mathrm{PE}$
8.983333333,2.89857,$\mathit{I}_\mathrm{PE}$
9,2.9321,$\mathit{I}_\mathrm{PE}$
9.016666667,3.0021,$\mathit{I}_\mathrm{PE}$
9.033333333,3.01279,$\mathit{I}_\mathrm{PE}$
9.05,3.00926,$\mathit{I}_\mathrm{PE}$
9.066666667,2.99951,$\mathit{I}_\mathrm{PE}$
9.083333333,3.02461,$\mathit{I}_\mathrm{PE}$
9.1,3.12297,$\mathit{I}_\mathrm{PE}$
9.116666667,3.107,$\mathit{I}_\mathrm{PE}$
9.133333333,3.05306,$\mathit{I}_\mathrm{PE}$
9.15,3.13458,$\mathit{I}_\mathrm{PE}$
9.166666667,3.11279,$\mathit{I}_\mathrm{PE}$
9.183333333,3.21315,$\mathit{I}_\mathrm{PE}$
9.2,3.12628,$\mathit{I}_\mathrm{PE}$
9.216666667,3.25439,$\mathit{I}_\mathrm{PE}$
9.233333333,3.1983,$\mathit{I}_\mathrm{PE}$
9.25,3.16968,$\mathit{I}_\mathrm{PE}$
9.266666667,3.33428,$\mathit{I}_\mathrm{PE}$
9.283333333,3.34201,$\mathit{I}_\mathrm{PE}$
9.3,3.34392,$\mathit{I}_\mathrm{PE}$
9.316666667,3.32808,$\mathit{I}_\mathrm{PE}$
9.333333333,3.30228,$\mathit{I}_\mathrm{PE}$
9.35,3.28255,$\mathit{I}_\mathrm{PE}$
9.366666667,3.28871,$\mathit{I}_\mathrm{PE}$
9.383333333,3.31845,$\mathit{I}_\mathrm{PE}$
9.4,3.33608,$\mathit{I}_\mathrm{PE}$
9.416666667,3.33558,$\mathit{I}_\mathrm{PE}$
9.433333333,3.44979,$\mathit{I}_\mathrm{PE}$
9.45,3.35379,$\mathit{I}_\mathrm{PE}$
9.466666667,3.45011,$\mathit{I}_\mathrm{PE}$
9.483333333,3.355,$\mathit{I}_\mathrm{PE}$
9.5,3.2915,$\mathit{I}_\mathrm{PE}$
9.516666667,3.42093,$\mathit{I}_\mathrm{PE}$
9.533333333,3.3846,$\mathit{I}_\mathrm{PE}$
9.55,3.37885,$\mathit{I}_\mathrm{PE}$
9.566666667,3.349,$\mathit{I}_\mathrm{PE}$
9.583333333,3.29109,$\mathit{I}_\mathrm{PE}$
9.6,3.38893,$\mathit{I}_\mathrm{PE}$
9.616666667,3.36524,$\mathit{I}_\mathrm{PE}$
9.633333333,3.3673,$\mathit{I}_\mathrm{PE}$
9.65,3.39261,$\mathit{I}_\mathrm{PE}$
9.666666667,3.28962,$\mathit{I}_\mathrm{PE}$
9.683333333,3.32061,$\mathit{I}_\mathrm{PE}$
9.7,3.40952,$\mathit{I}_\mathrm{PE}$
9.716666667,3.41072,$\mathit{I}_\mathrm{PE}$
9.733333333,3.35287,$\mathit{I}_\mathrm{PE}$
9.75,3.30617,$\mathit{I}_\mathrm{PE}$
9.766666667,3.39761,$\mathit{I}_\mathrm{PE}$
9.783333333,3.40618,$\mathit{I}_\mathrm{PE}$
9.8,3.32995,$\mathit{I}_\mathrm{PE}$
9.816666667,3.42616,$\mathit{I}_\mathrm{PE}$
9.833333333,3.32551,$\mathit{I}_\mathrm{PE}$
9.85,3.42459,$\mathit{I}_\mathrm{PE}$
9.866666667,3.28877,$\mathit{I}_\mathrm{PE}$
9.883333333,3.37896,$\mathit{I}_\mathrm{PE}$
9.9,3.43136,$\mathit{I}_\mathrm{PE}$
9.916666667,3.33144,$\mathit{I}_\mathrm{PE}$
9.933333333,3.39103,$\mathit{I}_\mathrm{PE}$
9.95,3.39451,$\mathit{I}_\mathrm{PE}$
9.966666667,3.39445,$\mathit{I}_\mathrm{PE}$
9.983333333,3.28297,$\mathit{I}_\mathrm{PE}$
10,3.32634,$\mathit{I}_\mathrm{PE}$
10.01666667,3.42966,$\mathit{I}_\mathrm{PE}$
10.03333333,3.34078,$\mathit{I}_\mathrm{PE}$
10.05,3.34525,$\mathit{I}_\mathrm{PE}$
10.06666667,3.44211,$\mathit{I}_\mathrm{PE}$
10.08333333,3.28496,$\mathit{I}_\mathrm{PE}$
10.1,3.30439,$\mathit{I}_\mathrm{PE}$
10.11666667,3.31914,$\mathit{I}_\mathrm{PE}$
10.13333333,3.29201,$\mathit{I}_\mathrm{PE}$
10.15,3.42278,$\mathit{I}_\mathrm{PE}$
10.16666667,3.35071,$\mathit{I}_\mathrm{PE}$
10.18333333,3.33968,$\mathit{I}_\mathrm{PE}$
10.2,3.43549,$\mathit{I}_\mathrm{PE}$
10.21666667,3.30572,$\mathit{I}_\mathrm{PE}$
10.23333333,3.34113,$\mathit{I}_\mathrm{PE}$
10.25,3.34329,$\mathit{I}_\mathrm{PE}$
10.26666667,3.34053,$\mathit{I}_\mathrm{PE}$
10.28333333,3.31402,$\mathit{I}_\mathrm{PE}$
10.3,3.34487,$\mathit{I}_\mathrm{PE}$
10.31666667,3.41824,$\mathit{I}_\mathrm{PE}$
10.33333333,3.3785,$\mathit{I}_\mathrm{PE}$
10.35,3.32883,$\mathit{I}_\mathrm{PE}$
10.36666667,3.37164,$\mathit{I}_\mathrm{PE}$
10.38333333,3.37475,$\mathit{I}_\mathrm{PE}$
10.4,3.32441,$\mathit{I}_\mathrm{PE}$
10.41666667,3.27035,$\mathit{I}_\mathrm{PE}$
10.43333333,3.36775,$\mathit{I}_\mathrm{PE}$
10.45,3.26984,$\mathit{I}_\mathrm{PE}$
10.46666667,3.39804,$\mathit{I}_\mathrm{PE}$
10.48333333,3.42596,$\mathit{I}_\mathrm{PE}$
10.5,3.39647,$\mathit{I}_\mathrm{PE}$
10.51666667,3.31123,$\mathit{I}_\mathrm{PE}$
10.53333333,3.37137,$\mathit{I}_\mathrm{PE}$
10.55,3.52382,$\mathit{I}_\mathrm{PE}$
10.56666667,3.47402,$\mathit{I}_\mathrm{PE}$
10.58333333,3.62752,$\mathit{I}_\mathrm{PE}$
10.6,3.55828,$\mathit{I}_\mathrm{PE}$
10.61666667,3.70747,$\mathit{I}_\mathrm{PE}$
10.63333333,3.61075,$\mathit{I}_\mathrm{PE}$
10.65,3.7789,$\mathit{I}_\mathrm{PE}$
10.66666667,3.66315,$\mathit{I}_\mathrm{PE}$
10.68333333,3.69082,$\mathit{I}_\mathrm{PE}$
10.7,3.91231,$\mathit{I}_\mathrm{PE}$
10.71666667,3.83126,$\mathit{I}_\mathrm{PE}$
10.73333333,3.95026,$\mathit{I}_\mathrm{PE}$
10.75,3.92096,$\mathit{I}_\mathrm{PE}$
10.76666667,3.88685,$\mathit{I}_\mathrm{PE}$
10.78333333,3.99297,$\mathit{I}_\mathrm{PE}$
10.8,3.86415,$\mathit{I}_\mathrm{PE}$
10.81666667,4.01874,$\mathit{I}_\mathrm{PE}$
10.83333333,4.02087,$\mathit{I}_\mathrm{PE}$
10.85,3.91424,$\mathit{I}_\mathrm{PE}$
10.86666667,3.99716,$\mathit{I}_\mathrm{PE}$
10.88333333,3.93419,$\mathit{I}_\mathrm{PE}$
10.9,3.9622,$\mathit{I}_\mathrm{PE}$
10.91666667,3.98912,$\mathit{I}_\mathrm{PE}$
10.93333333,4.06159,$\mathit{I}_\mathrm{PE}$
10.95,4.0499,$\mathit{I}_\mathrm{PE}$
10.96666667,4.17713,$\mathit{I}_\mathrm{PE}$
10.98333333,4.06799,$\mathit{I}_\mathrm{PE}$
11,4.11577,$\mathit{I}_\mathrm{PE}$
11.01666667,4.1097,$\mathit{I}_\mathrm{PE}$
11.03333333,4.1948,$\mathit{I}_\mathrm{PE}$
11.05,4.25394,$\mathit{I}_\mathrm{PE}$
11.06666667,4.23223,$\mathit{I}_\mathrm{PE}$
11.08333333,4.31998,$\mathit{I}_\mathrm{PE}$
11.1,4.35222,$\mathit{I}_\mathrm{PE}$
11.11666667,4.31057,$\mathit{I}_\mathrm{PE}$
11.13333333,4.37939,$\mathit{I}_\mathrm{PE}$
11.15,4.32776,$\mathit{I}_\mathrm{PE}$
11.16666667,4.40032,$\mathit{I}_\mathrm{PE}$
11.18333333,4.53275,$\mathit{I}_\mathrm{PE}$
11.2,4.537,$\mathit{I}_\mathrm{PE}$
11.21666667,4.52343,$\mathit{I}_\mathrm{PE}$
11.23333333,4.71712,$\mathit{I}_\mathrm{PE}$
11.25,4.71294,$\mathit{I}_\mathrm{PE}$
11.26666667,4.87761,$\mathit{I}_\mathrm{PE}$
11.28333333,4.89622,$\mathit{I}_\mathrm{PE}$
11.3,4.82589,$\mathit{I}_\mathrm{PE}$
11.31666667,4.94639,$\mathit{I}_\mathrm{PE}$
11.33333333,4.91593,$\mathit{I}_\mathrm{PE}$
11.35,4.96198,$\mathit{I}_\mathrm{PE}$
11.36666667,5.08578,$\mathit{I}_\mathrm{PE}$
11.38333333,5.28431,$\mathit{I}_\mathrm{PE}$
11.4,5.1446,$\mathit{I}_\mathrm{PE}$
11.41666667,5.24429,$\mathit{I}_\mathrm{PE}$
11.43333333,5.2509,$\mathit{I}_\mathrm{PE}$
11.45,5.47139,$\mathit{I}_\mathrm{PE}$
11.46666667,5.3798,$\mathit{I}_\mathrm{PE}$
11.48333333,5.38735,$\mathit{I}_\mathrm{PE}$
11.5,5.6183,$\mathit{I}_\mathrm{PE}$
11.51666667,5.59134,$\mathit{I}_\mathrm{PE}$
11.53333333,5.76398,$\mathit{I}_\mathrm{PE}$
11.55,5.82848,$\mathit{I}_\mathrm{PE}$
11.56666667,6.07287,$\mathit{I}_\mathrm{PE}$
11.58333333,6.01246,$\mathit{I}_\mathrm{PE}$
11.6,6.07424,$\mathit{I}_\mathrm{PE}$
11.61666667,6.39441,$\mathit{I}_\mathrm{PE}$
11.63333333,6.28226,$\mathit{I}_\mathrm{PE}$
11.65,6.42719,$\mathit{I}_\mathrm{PE}$
11.66666667,6.74284,$\mathit{I}_\mathrm{PE}$
11.68333333,6.56736,$\mathit{I}_\mathrm{PE}$
11.7,6.68167,$\mathit{I}_\mathrm{PE}$
11.71666667,6.89216,$\mathit{I}_\mathrm{PE}$
11.73333333,7.05086,$\mathit{I}_\mathrm{PE}$
11.75,6.93869,$\mathit{I}_\mathrm{PE}$
11.76666667,7.08843,$\mathit{I}_\mathrm{PE}$
11.78333333,7.11848,$\mathit{I}_\mathrm{PE}$
11.8,7.18111,$\mathit{I}_\mathrm{PE}$
11.81666667,7.42834,$\mathit{I}_\mathrm{PE}$
11.83333333,7.54438,$\mathit{I}_\mathrm{PE}$
11.85,7.5648,$\mathit{I}_\mathrm{PE}$
11.86666667,7.55157,$\mathit{I}_\mathrm{PE}$
11.88333333,7.61764,$\mathit{I}_\mathrm{PE}$
11.9,7.70134,$\mathit{I}_\mathrm{PE}$
11.91666667,7.71727,$\mathit{I}_\mathrm{PE}$
11.93333333,7.88173,$\mathit{I}_\mathrm{PE}$
11.95,7.77429,$\mathit{I}_\mathrm{PE}$
11.96666667,7.99433,$\mathit{I}_\mathrm{PE}$
11.98333333,7.91835,$\mathit{I}_\mathrm{PE}$
12,8.06697,$\mathit{I}_\mathrm{PE}$
12.01666667,8.41993,$\mathit{I}_\mathrm{PE}$
12.03333333,8.29115,$\mathit{I}_\mathrm{PE}$
12.05,8.29365,$\mathit{I}_\mathrm{PE}$
12.06666667,8.63419,$\mathit{I}_\mathrm{PE}$
12.08333333,8.50363,$\mathit{I}_\mathrm{PE}$
12.1,8.5301,$\mathit{I}_\mathrm{PE}$
12.11666667,8.85289,$\mathit{I}_\mathrm{PE}$
12.13333333,8.69182,$\mathit{I}_\mathrm{PE}$
12.15,8.73113,$\mathit{I}_\mathrm{PE}$
12.16666667,8.87569,$\mathit{I}_\mathrm{PE}$
12.18333333,9.27488,$\mathit{I}_\mathrm{PE}$
12.2,9.11595,$\mathit{I}_\mathrm{PE}$
12.21666667,9.08582,$\mathit{I}_\mathrm{PE}$
12.23333333,9.22749,$\mathit{I}_\mathrm{PE}$
12.25,9.56147,$\mathit{I}_\mathrm{PE}$
12.26666667,9.33439,$\mathit{I}_\mathrm{PE}$
12.28333333,9.79672,$\mathit{I}_\mathrm{PE}$
12.3,9.72816,$\mathit{I}_\mathrm{PE}$
12.31666667,10.0578,$\mathit{I}_\mathrm{PE}$
12.33333333,9.97617,$\mathit{I}_\mathrm{PE}$
12.35,9.99587,$\mathit{I}_\mathrm{PE}$
12.36666667,10.2672,$\mathit{I}_\mathrm{PE}$
12.38333333,10.169,$\mathit{I}_\mathrm{PE}$
12.4,10.2798,$\mathit{I}_\mathrm{PE}$
12.41666667,10.516,$\mathit{I}_\mathrm{PE}$
12.43333333,10.6955,$\mathit{I}_\mathrm{PE}$
12.45,10.3929,$\mathit{I}_\mathrm{PE}$
12.46666667,10.7874,$\mathit{I}_\mathrm{PE}$
12.48333333,10.7863,$\mathit{I}_\mathrm{PE}$
12.5,10.6138,$\mathit{I}_\mathrm{PE}$
12.51666667,10.9532,$\mathit{I}_\mathrm{PE}$
12.53333333,10.8599,$\mathit{I}_\mathrm{PE}$
12.55,10.7999,$\mathit{I}_\mathrm{PE}$
12.56666667,10.9379,$\mathit{I}_\mathrm{PE}$
12.58333333,11.2291,$\mathit{I}_\mathrm{PE}$
12.6,11.2914,$\mathit{I}_\mathrm{PE}$
12.61666667,11.4586,$\mathit{I}_\mathrm{PE}$
12.63333333,11.2654,$\mathit{I}_\mathrm{PE}$
12.65,11.5877,$\mathit{I}_\mathrm{PE}$
12.66666667,11.8074,$\mathit{I}_\mathrm{PE}$
12.68333333,11.4034,$\mathit{I}_\mathrm{PE}$
12.7,11.5595,$\mathit{I}_\mathrm{PE}$
12.71666667,11.5545,$\mathit{I}_\mathrm{PE}$
12.73333333,12.1426,$\mathit{I}_\mathrm{PE}$
12.75,12.2144,$\mathit{I}_\mathrm{PE}$
12.76666667,12.379,$\mathit{I}_\mathrm{PE}$
12.78333333,12.3532,$\mathit{I}_\mathrm{PE}$
12.8,12.1379,$\mathit{I}_\mathrm{PE}$
12.81666667,12.518,$\mathit{I}_\mathrm{PE}$
12.83333333,12.2627,$\mathit{I}_\mathrm{PE}$
12.85,12.6072,$\mathit{I}_\mathrm{PE}$
12.86666667,12.6293,$\mathit{I}_\mathrm{PE}$
12.88333333,12.513,$\mathit{I}_\mathrm{PE}$
12.9,12.5108,$\mathit{I}_\mathrm{PE}$
12.91666667,12.7273,$\mathit{I}_\mathrm{PE}$
12.93333333,12.823,$\mathit{I}_\mathrm{PE}$
12.95,12.8227,$\mathit{I}_\mathrm{PE}$
12.96666667,13.0445,$\mathit{I}_\mathrm{PE}$
12.98333333,13.1389,$\mathit{I}_\mathrm{PE}$
13,13.1132,$\mathit{I}_\mathrm{PE}$
13.01666667,13.3823,$\mathit{I}_\mathrm{PE}$
13.03333333,13.4497,$\mathit{I}_\mathrm{PE}$
13.05,13.2237,$\mathit{I}_\mathrm{PE}$
13.06666667,13.5316,$\mathit{I}_\mathrm{PE}$
13.08333333,13.6907,$\mathit{I}_\mathrm{PE}$
13.1,13.8837,$\mathit{I}_\mathrm{PE}$
13.11666667,14.0334,$\mathit{I}_\mathrm{PE}$
13.13333333,13.9463,$\mathit{I}_\mathrm{PE}$
13.15,13.8607,$\mathit{I}_\mathrm{PE}$
13.16666667,13.7912,$\mathit{I}_\mathrm{PE}$
13.18333333,13.9689,$\mathit{I}_\mathrm{PE}$
13.2,13.9564,$\mathit{I}_\mathrm{PE}$
13.21666667,14.0543,$\mathit{I}_\mathrm{PE}$
13.23333333,14.4503,$\mathit{I}_\mathrm{PE}$
13.25,14.9364,$\mathit{I}_\mathrm{PE}$
13.26666667,14.3818,$\mathit{I}_\mathrm{PE}$
13.28333333,14.7641,$\mathit{I}_\mathrm{PE}$
13.3,14.6984,$\mathit{I}_\mathrm{PE}$
13.31666667,14.9913,$\mathit{I}_\mathrm{PE}$
13.33333333,15.2386,$\mathit{I}_\mathrm{PE}$
13.35,15.2575,$\mathit{I}_\mathrm{PE}$
13.36666667,15.0543,$\mathit{I}_\mathrm{PE}$
13.38333333,15.2218,$\mathit{I}_\mathrm{PE}$
13.4,15.3485,$\mathit{I}_\mathrm{PE}$
13.41666667,16.0211,$\mathit{I}_\mathrm{PE}$
13.43333333,16.0926,$\mathit{I}_\mathrm{PE}$
13.45,15.5508,$\mathit{I}_\mathrm{PE}$
13.46666667,16.2728,$\mathit{I}_\mathrm{PE}$
13.48333333,16.4336,$\mathit{I}_\mathrm{PE}$
13.5,15.821,$\mathit{I}_\mathrm{PE}$
13.51666667,15.9629,$\mathit{I}_\mathrm{PE}$
13.53333333,16.3963,$\mathit{I}_\mathrm{PE}$
13.55,16.3788,$\mathit{I}_\mathrm{PE}$
13.56666667,17.0194,$\mathit{I}_\mathrm{PE}$
13.58333333,16.9615,$\mathit{I}_\mathrm{PE}$
13.6,16.6252,$\mathit{I}_\mathrm{PE}$
13.61666667,17.4245,$\mathit{I}_\mathrm{PE}$
13.63333333,16.8878,$\mathit{I}_\mathrm{PE}$
13.65,17.3606,$\mathit{I}_\mathrm{PE}$
13.66666667,17.1658,$\mathit{I}_\mathrm{PE}$
13.68333333,18.1796,$\mathit{I}_\mathrm{PE}$
13.7,18.3131,$\mathit{I}_\mathrm{PE}$
13.71666667,17.8989,$\mathit{I}_\mathrm{PE}$
13.73333333,18.1241,$\mathit{I}_\mathrm{PE}$
13.75,17.9816,$\mathit{I}_\mathrm{PE}$
13.76666667,18.707,$\mathit{I}_\mathrm{PE}$
13.78333333,18.1297,$\mathit{I}_\mathrm{PE}$
13.8,19.0656,$\mathit{I}_\mathrm{PE}$
13.81666667,19.096,$\mathit{I}_\mathrm{PE}$
13.83333333,18.9412,$\mathit{I}_\mathrm{PE}$
13.85,18.627,$\mathit{I}_\mathrm{PE}$
13.86666667,19.1236,$\mathit{I}_\mathrm{PE}$
