T/s,I_se/nA,Type
21.58333333,7.41297,$\mathit{I}_\mathrm{PE}$
21.6,7.29632,$\mathit{I}_\mathrm{PE}$
21.61666667,7.48826,$\mathit{I}_\mathrm{PE}$
21.63333333,7.13162,$\mathit{I}_\mathrm{PE}$
21.65,7.08037,$\mathit{I}_\mathrm{PE}$
21.66666667,7.02391,$\mathit{I}_\mathrm{PE}$
21.68333333,6.87509,$\mathit{I}_\mathrm{PE}$
21.7,6.92983,$\mathit{I}_\mathrm{PE}$
21.71666667,6.666,$\mathit{I}_\mathrm{PE}$
21.73333333,6.84259,$\mathit{I}_\mathrm{PE}$
21.75,6.77119,$\mathit{I}_\mathrm{PE}$
21.76666667,6.66216,$\mathit{I}_\mathrm{PE}$
21.78333333,6.55444,$\mathit{I}_\mathrm{PE}$
21.8,6.48282,$\mathit{I}_\mathrm{PE}$
21.81666667,6.1817,$\mathit{I}_\mathrm{PE}$
21.83333333,6.2787,$\mathit{I}_\mathrm{PE}$
21.85,6.04336,$\mathit{I}_\mathrm{PE}$
21.86666667,5.95913,$\mathit{I}_\mathrm{PE}$
21.88333333,6.0396,$\mathit{I}_\mathrm{PE}$
21.9,5.87099,$\mathit{I}_\mathrm{PE}$
21.91666667,5.92961,$\mathit{I}_\mathrm{PE}$
21.93333333,5.67348,$\mathit{I}_\mathrm{PE}$
21.95,5.59921,$\mathit{I}_\mathrm{PE}$
21.96666667,5.52826,$\mathit{I}_\mathrm{PE}$
21.98333333,5.67944,$\mathit{I}_\mathrm{PE}$
22,5.45621,$\mathit{I}_\mathrm{PE}$
22.01666667,5.35209,$\mathit{I}_\mathrm{PE}$
22.03333333,5.25148,$\mathit{I}_\mathrm{PE}$
22.05,5.19254,$\mathit{I}_\mathrm{PE}$
22.06666667,5.13623,$\mathit{I}_\mathrm{PE}$
22.08333333,5.09057,$\mathit{I}_\mathrm{PE}$
22.1,5.20885,$\mathit{I}_\mathrm{PE}$
22.11666667,5.072,$\mathit{I}_\mathrm{PE}$
22.13333333,5.12646,$\mathit{I}_\mathrm{PE}$
22.15,5.10281,$\mathit{I}_\mathrm{PE}$
22.16666667,4.9288,$\mathit{I}_\mathrm{PE}$
22.18333333,4.8952,$\mathit{I}_\mathrm{PE}$
22.2,4.75156,$\mathit{I}_\mathrm{PE}$
22.21666667,4.90907,$\mathit{I}_\mathrm{PE}$
22.23333333,4.84458,$\mathit{I}_\mathrm{PE}$
22.25,4.85001,$\mathit{I}_\mathrm{PE}$
22.26666667,4.82054,$\mathit{I}_\mathrm{PE}$
22.28333333,4.76696,$\mathit{I}_\mathrm{PE}$
22.3,4.57883,$\mathit{I}_\mathrm{PE}$
22.31666667,4.71965,$\mathit{I}_\mathrm{PE}$
22.33333333,4.56789,$\mathit{I}_\mathrm{PE}$
22.35,4.56986,$\mathit{I}_\mathrm{PE}$
22.36666667,4.69434,$\mathit{I}_\mathrm{PE}$
22.38333333,4.61845,$\mathit{I}_\mathrm{PE}$
22.4,4.60305,$\mathit{I}_\mathrm{PE}$
22.41666667,4.53979,$\mathit{I}_\mathrm{PE}$
22.43333333,4.36861,$\mathit{I}_\mathrm{PE}$
22.45,4.49992,$\mathit{I}_\mathrm{PE}$
22.46666667,4.43472,$\mathit{I}_\mathrm{PE}$
22.48333333,4.24625,$\mathit{I}_\mathrm{PE}$
22.5,4.25909,$\mathit{I}_\mathrm{PE}$
22.51666667,4.25273,$\mathit{I}_\mathrm{PE}$
22.53333333,4.13035,$\mathit{I}_\mathrm{PE}$
22.55,4.21533,$\mathit{I}_\mathrm{PE}$
22.56666667,4.17657,$\mathit{I}_\mathrm{PE}$
22.58333333,4.11775,$\mathit{I}_\mathrm{PE}$
22.6,4.07006,$\mathit{I}_\mathrm{PE}$
22.61666667,3.831,$\mathit{I}_\mathrm{PE}$
22.63333333,3.897,$\mathit{I}_\mathrm{PE}$
22.65,3.77959,$\mathit{I}_\mathrm{PE}$
22.66666667,3.63663,$\mathit{I}_\mathrm{PE}$
22.68333333,3.64843,$\mathit{I}_\mathrm{PE}$
22.7,3.55987,$\mathit{I}_\mathrm{PE}$
22.71666667,3.45661,$\mathit{I}_\mathrm{PE}$
22.73333333,3.54812,$\mathit{I}_\mathrm{PE}$
22.75,3.3353,$\mathit{I}_\mathrm{PE}$
22.76666667,3.34511,$\mathit{I}_\mathrm{PE}$
22.78333333,3.29162,$\mathit{I}_\mathrm{PE}$
22.8,3.13043,$\mathit{I}_\mathrm{PE}$
22.81666667,3.10512,$\mathit{I}_\mathrm{PE}$
22.83333333,2.96137,$\mathit{I}_\mathrm{PE}$
22.85,2.84975,$\mathit{I}_\mathrm{PE}$
22.86666667,2.82157,$\mathit{I}_\mathrm{PE}$
22.88333333,2.66397,$\mathit{I}_\mathrm{PE}$
22.9,2.52132,$\mathit{I}_\mathrm{PE}$
22.91666667,2.41112,$\mathit{I}_\mathrm{PE}$
22.93333333,2.29643,$\mathit{I}_\mathrm{PE}$
22.95,2.26494,$\mathit{I}_\mathrm{PE}$
22.96666667,2.17897,$\mathit{I}_\mathrm{PE}$
22.98333333,1.99906,$\mathit{I}_\mathrm{PE}$
23,1.89633,$\mathit{I}_\mathrm{PE}$
23.01666667,1.97363,$\mathit{I}_\mathrm{PE}$
23.03333333,1.89998,$\mathit{I}_\mathrm{PE}$
23.05,1.94521,$\mathit{I}_\mathrm{PE}$
23.06666667,1.91183,$\mathit{I}_\mathrm{PE}$
23.08333333,1.91,$\mathit{I}_\mathrm{PE}$
23.1,1.89495,$\mathit{I}_\mathrm{PE}$
23.11666667,1.87852,$\mathit{I}_\mathrm{PE}$
23.13333333,1.87342,$\mathit{I}_\mathrm{PE}$
23.15,1.89022,$\mathit{I}_\mathrm{PE}$
23.16666667,1.87575,$\mathit{I}_\mathrm{PE}$
23.18333333,1.87424,$\mathit{I}_\mathrm{PE}$
23.2,1.87404,$\mathit{I}_\mathrm{PE}$
23.21666667,1.90291,$\mathit{I}_\mathrm{PE}$
23.23333333,1.87447,$\mathit{I}_\mathrm{PE}$
23.25,1.88418,$\mathit{I}_\mathrm{PE}$
23.26666667,1.88738,$\mathit{I}_\mathrm{PE}$
23.28333333,1.80791,$\mathit{I}_\mathrm{PE}$
23.3,1.82262,$\mathit{I}_\mathrm{PE}$
23.31666667,1.79864,$\mathit{I}_\mathrm{PE}$
23.33333333,1.79935,$\mathit{I}_\mathrm{PE}$
23.35,1.80521,$\mathit{I}_\mathrm{PE}$
23.36666667,1.77004,$\mathit{I}_\mathrm{PE}$
23.38333333,1.75794,$\mathit{I}_\mathrm{PE}$
23.4,1.80778,$\mathit{I}_\mathrm{PE}$
23.41666667,1.79353,$\mathit{I}_\mathrm{PE}$
23.43333333,1.7562,$\mathit{I}_\mathrm{PE}$
23.45,1.78867,$\mathit{I}_\mathrm{PE}$
23.46666667,1.72718,$\mathit{I}_\mathrm{PE}$
23.48333333,1.74795,$\mathit{I}_\mathrm{PE}$
23.5,1.78411,$\mathit{I}_\mathrm{PE}$
23.51666667,1.71577,$\mathit{I}_\mathrm{PE}$
23.53333333,1.76067,$\mathit{I}_\mathrm{PE}$
23.55,1.76144,$\mathit{I}_\mathrm{PE}$
23.56666667,1.7396,$\mathit{I}_\mathrm{PE}$
23.58333333,1.74546,$\mathit{I}_\mathrm{PE}$
23.6,1.69216,$\mathit{I}_\mathrm{PE}$
23.61666667,1.73807,$\mathit{I}_\mathrm{PE}$
23.63333333,1.74531,$\mathit{I}_\mathrm{PE}$
23.65,1.71991,$\mathit{I}_\mathrm{PE}$
23.66666667,1.69772,$\mathit{I}_\mathrm{PE}$
23.68333333,1.70107,$\mathit{I}_\mathrm{PE}$
23.7,1.67948,$\mathit{I}_\mathrm{PE}$
23.71666667,1.71156,$\mathit{I}_\mathrm{PE}$
23.73333333,1.69022,$\mathit{I}_\mathrm{PE}$
23.75,1.68071,$\mathit{I}_\mathrm{PE}$
23.76666667,1.68641,$\mathit{I}_\mathrm{PE}$
23.78333333,1.61206,$\mathit{I}_\mathrm{PE}$
23.8,1.65507,$\mathit{I}_\mathrm{PE}$
23.81666667,1.66787,$\mathit{I}_\mathrm{PE}$
23.83333333,1.64857,$\mathit{I}_\mathrm{PE}$
23.85,1.60435,$\mathit{I}_\mathrm{PE}$
23.86666667,1.58587,$\mathit{I}_\mathrm{PE}$
23.88333333,1.59422,$\mathit{I}_\mathrm{PE}$
23.9,1.60644,$\mathit{I}_\mathrm{PE}$
23.91666667,1.58633,$\mathit{I}_\mathrm{PE}$
23.93333333,1.63631,$\mathit{I}_\mathrm{PE}$
23.95,1.6028,$\mathit{I}_\mathrm{PE}$
23.96666667,1.62036,$\mathit{I}_\mathrm{PE}$
23.98333333,1.58103,$\mathit{I}_\mathrm{PE}$
24,1.54259,$\mathit{I}_\mathrm{PE}$
24.01666667,1.54825,$\mathit{I}_\mathrm{PE}$
24.03333333,1.54773,$\mathit{I}_\mathrm{PE}$
24.05,1.58162,$\mathit{I}_\mathrm{PE}$
24.06666667,1.54751,$\mathit{I}_\mathrm{PE}$
24.08333333,1.54799,$\mathit{I}_\mathrm{PE}$
24.1,1.54299,$\mathit{I}_\mathrm{PE}$
24.11666667,1.5246,$\mathit{I}_\mathrm{PE}$
24.13333333,1.56455,$\mathit{I}_\mathrm{PE}$
24.15,1.55864,$\mathit{I}_\mathrm{PE}$
24.16666667,1.5028,$\mathit{I}_\mathrm{PE}$
24.18333333,1.49537,$\mathit{I}_\mathrm{PE}$
24.2,1.50363,$\mathit{I}_\mathrm{PE}$
24.21666667,1.48654,$\mathit{I}_\mathrm{PE}$
24.23333333,1.47869,$\mathit{I}_\mathrm{PE}$
24.25,1.51875,$\mathit{I}_\mathrm{PE}$
24.26666667,1.45868,$\mathit{I}_\mathrm{PE}$
24.28333333,1.45081,$\mathit{I}_\mathrm{PE}$
24.3,1.46403,$\mathit{I}_\mathrm{PE}$
24.31666667,1.48479,$\mathit{I}_\mathrm{PE}$
24.33333333,1.43653,$\mathit{I}_\mathrm{PE}$
24.35,1.44711,$\mathit{I}_\mathrm{PE}$
24.36666667,1.44671,$\mathit{I}_\mathrm{PE}$
24.38333333,1.42254,$\mathit{I}_\mathrm{PE}$
24.4,1.44239,$\mathit{I}_\mathrm{PE}$
24.41666667,1.42377,$\mathit{I}_\mathrm{PE}$
24.43333333,1.45314,$\mathit{I}_\mathrm{PE}$
24.45,1.43799,$\mathit{I}_\mathrm{PE}$
24.46666667,1.42429,$\mathit{I}_\mathrm{PE}$
24.48333333,1.41941,$\mathit{I}_\mathrm{PE}$
24.5,1.39741,$\mathit{I}_\mathrm{PE}$
24.51666667,1.37829,$\mathit{I}_\mathrm{PE}$
24.53333333,1.40794,$\mathit{I}_\mathrm{PE}$
24.55,1.37954,$\mathit{I}_\mathrm{PE}$
24.56666667,1.39112,$\mathit{I}_\mathrm{PE}$
24.58333333,1.35484,$\mathit{I}_\mathrm{PE}$
24.6,1.34667,$\mathit{I}_\mathrm{PE}$
24.61666667,1.32998,$\mathit{I}_\mathrm{PE}$
24.63333333,1.30864,$\mathit{I}_\mathrm{PE}$
24.65,1.35502,$\mathit{I}_\mathrm{PE}$
24.66666667,1.29919,$\mathit{I}_\mathrm{PE}$
24.68333333,1.31562,$\mathit{I}_\mathrm{PE}$
24.7,1.29745,$\mathit{I}_\mathrm{PE}$
24.71666667,1.25912,$\mathit{I}_\mathrm{PE}$
24.73333333,1.28014,$\mathit{I}_\mathrm{PE}$
24.75,1.27933,$\mathit{I}_\mathrm{PE}$
24.76666667,1.22781,$\mathit{I}_\mathrm{PE}$
24.78333333,1.2498,$\mathit{I}_\mathrm{PE}$
24.8,1.20625,$\mathit{I}_\mathrm{PE}$
24.81666667,1.20329,$\mathit{I}_\mathrm{PE}$
24.83333333,1.16897,$\mathit{I}_\mathrm{PE}$
24.85,1.17045,$\mathit{I}_\mathrm{PE}$
24.86666667,1.18294,$\mathit{I}_\mathrm{PE}$
24.88333333,1.15381,$\mathit{I}_\mathrm{PE}$
24.9,1.14609,$\mathit{I}_\mathrm{PE}$
24.91666667,1.11806,$\mathit{I}_\mathrm{PE}$
24.93333333,1.12016,$\mathit{I}_\mathrm{PE}$
24.95,1.10985,$\mathit{I}_\mathrm{PE}$
24.96666667,1.08531,$\mathit{I}_\mathrm{PE}$
24.98333333,1.06673,$\mathit{I}_\mathrm{PE}$
25,1.05247,$\mathit{I}_\mathrm{PE}$
25.01666667,1.03841,$\mathit{I}_\mathrm{PE}$
