T/s,I_EBIC/A,I_prim/A,I_P/nA,I_se/nA
7.366666667,7.54637E-10,1.98564E-09,1.98564,0.754636703
7.383333333,7.56726E-10,1.93127E-09,1.93127,0.756726406
7.4,7.58816E-10,1.98573E-09,1.98573,0.758816109
7.416666667,7.60906E-10,1.95127E-09,1.95127,0.760905812
7.433333333,7.62996E-10,1.95032E-09,1.95032,0.762995515
7.45,7.65085E-10,1.92557E-09,1.92557,0.765085218
7.466666667,7.67175E-10,1.92788E-09,1.92788,0.767174921
7.483333333,7.69265E-10,1.94115E-09,1.94115,0.769264624
7.5,7.71354E-10,2.01365E-09,2.01365,0.771354327
7.516666667,7.73444E-10,1.97363E-09,1.97363,0.77344403
7.533333333,7.75534E-10,2.0127E-09,2.0127,0.775533733
7.55,7.77623E-10,1.99237E-09,1.99237,0.777623436
7.566666667,7.79713E-10,2.0417E-09,2.0417,0.779713139
7.583333333,7.81803E-10,2.04694E-09,2.04694,0.781802842
7.6,7.83893E-10,1.96994E-09,1.96994,0.783892545
7.616666667,7.85982E-10,1.97519E-09,1.97519,0.785982248
7.633333333,7.88072E-10,2.00157E-09,2.00157,0.78807195
7.65,7.90162E-10,2.0403E-09,2.0403,0.790161653
7.666666667,7.92251E-10,2.03192E-09,2.03192,0.792251356
7.683333333,7.94341E-10,2.08482E-09,2.08482,0.794341059
7.7,7.96431E-10,2.03368E-09,2.03368,0.796430762
7.716666667,7.9852E-10,2.0903E-09,2.0903,0.798520465
7.733333333,8.0061E-10,2.105E-09,2.105,0.800610168
7.75,8.027E-10,2.09532E-09,2.09532,0.802699871
7.766666667,8.0479E-10,2.02782E-09,2.02782,0.804789574
7.783333333,8.06879E-10,2.09924E-09,2.09924,0.806879277
7.8,8.08969E-10,2.09026E-09,2.09026,0.80896898
7.816666667,8.11059E-10,2.07795E-09,2.07795,0.811058683
7.833333333,8.13148E-10,2.064E-09,2.064,0.813148386
7.85,8.15238E-10,2.07173E-09,2.07173,0.815238089
7.866666667,8.17328E-10,2.08001E-09,2.08001,0.817327792
7.883333333,8.19417E-10,2.13422E-09,2.13422,0.819417495
7.9,8.21507E-10,2.13545E-09,2.13545,0.821507198
7.916666667,8.23597E-10,2.11966E-09,2.11966,0.823596901
7.933333333,8.25687E-10,2.06762E-09,2.06762,0.825686604
7.95,8.27776E-10,2.08373E-09,2.08373,0.827776307
7.966666667,8.29866E-10,2.15465E-09,2.15465,0.82986601
7.983333333,8.31956E-10,2.08807E-09,2.08807,0.831955713
8,8.34045E-10,2.14315E-09,2.14315,0.834045416
8.016666667,8.36135E-10,2.16224E-09,2.16224,0.836135119
8.033333333,8.38225E-10,2.19828E-09,2.19828,0.838224822
8.05,8.40315E-10,2.10131E-09,2.10131,0.840314525
8.066666667,8.42404E-10,2.16948E-09,2.16948,0.842404228
8.083333333,8.44494E-10,2.221E-09,2.221,0.844493931
8.1,8.46584E-10,2.14166E-09,2.14166,0.846583634
8.116666667,8.48673E-10,2.21939E-09,2.21939,0.848673337
8.133333333,8.50763E-10,2.21607E-09,2.21607,0.85076304
8.15,8.52853E-10,2.24267E-09,2.24267,0.852852743
8.166666667,8.54942E-10,2.21218E-09,2.21218,0.854942446
8.183333333,8.57032E-10,2.19326E-09,2.19326,0.857032149
8.2,8.59122E-10,2.25149E-09,2.25149,0.859121851
8.216666667,8.61212E-10,2.20595E-09,2.20595,0.861211554
8.233333333,8.63301E-10,2.26335E-09,2.26335,0.863301257
8.25,8.65391E-10,2.21341E-09,2.21341,0.86539096
8.266666667,8.67481E-10,2.23489E-09,2.23489,0.867480663
8.283333333,8.6957E-10,2.23415E-09,2.23415,0.869570366
8.3,8.7166E-10,2.23072E-09,2.23072,0.871660069
8.316666667,8.7375E-10,2.27739E-09,2.27739,0.873749772
8.333333333,8.75839E-10,2.19143E-09,2.19143,0.875839475
8.35,8.77929E-10,2.2871E-09,2.2871,0.877929178
8.366666667,8.82049E-10,2.25214E-09,2.25214,0.882048525
8.383333333,8.89212E-10,2.29775E-09,2.29775,0.889212337
8.4,8.96376E-10,2.29825E-09,2.29825,0.896376149
8.416666667,9.0354E-10,2.3207E-09,2.3207,0.90353996
8.433333333,9.10704E-10,2.3153E-09,2.3153,0.910703772
8.45,9.17868E-10,2.40178E-09,2.40178,0.917867584
8.466666667,9.25031E-10,2.41806E-09,2.41806,0.925031396
8.483333333,9.32195E-10,2.39516E-09,2.39516,0.932195208
8.5,9.39359E-10,2.34914E-09,2.34914,0.93935902
8.516666667,9.46523E-10,2.46261E-09,2.46261,0.946522832
8.533333333,9.53687E-10,2.45602E-09,2.45602,0.953686644
8.55,9.6085E-10,2.45066E-09,2.45066,0.960850455
8.566666667,9.68014E-10,2.47592E-09,2.47592,0.968014267
8.583333333,9.75178E-10,2.48904E-09,2.48904,0.975178079
8.6,9.82342E-10,2.57327E-09,2.57327,0.982341891
8.616666667,9.89506E-10,2.49662E-09,2.49662,0.989505703
8.633333333,9.9667E-10,2.50116E-09,2.50116,0.996669515
8.65,1.00383E-09,2.54772E-09,2.54772,1.003833327
8.666666667,1.011E-09,2.54459E-09,2.54459,1.010997139
8.683333333,1.01816E-09,2.66734E-09,2.66734,1.01816095
8.7,1.02532E-09,2.59383E-09,2.59383,1.025324762
8.716666667,1.03249E-09,2.70848E-09,2.70848,1.032488574
8.733333333,1.03965E-09,2.68527E-09,2.68527,1.039652386
8.75,1.04682E-09,2.64029E-09,2.64029,1.046816198
8.766666667,1.05398E-09,2.69655E-09,2.69655,1.05398001
8.783333333,1.06114E-09,2.73724E-09,2.73724,1.061143822
8.8,1.06831E-09,2.72918E-09,2.72918,1.068307634
8.816666667,1.07547E-09,2.74485E-09,2.74485,1.075471446
8.833333333,1.08264E-09,2.72899E-09,2.72899,1.082635257
8.85,1.0898E-09,2.85073E-09,2.85073,1.089799069
8.866666667,1.09696E-09,2.88289E-09,2.88289,1.096962881
8.883333333,1.10413E-09,2.77843E-09,2.77843,1.104126693
8.9,1.11129E-09,2.82596E-09,2.82596,1.111290505
8.916666667,1.11845E-09,2.88685E-09,2.88685,1.118454317
8.933333333,1.12562E-09,2.8634E-09,2.8634,1.125618129
8.95,1.13278E-09,2.87782E-09,2.87782,1.132781941
8.966666667,1.13995E-09,2.9473E-09,2.9473,1.139945752
8.983333333,1.14711E-09,2.89857E-09,2.89857,1.147109564
9,1.15427E-09,2.9321E-09,2.9321,1.154273376
9.016666667,1.16144E-09,3.0021E-09,3.0021,1.161437188
9.033333333,1.1686E-09,3.01279E-09,3.01279,1.168601
9.05,1.17576E-09,3.00926E-09,3.00926,1.175764812
9.066666667,1.18293E-09,2.99951E-09,2.99951,1.182928624
9.083333333,1.19009E-09,3.02461E-09,3.02461,1.190092436
9.1,1.19726E-09,3.12297E-09,3.12297,1.197256248
9.116666667,1.20442E-09,3.107E-09,3.107,1.204420059
9.133333333,1.21158E-09,3.05306E-09,3.05306,1.211583871
9.15,1.21875E-09,3.13458E-09,3.13458,1.218747683
9.166666667,1.22591E-09,3.11279E-09,3.11279,1.225911495
9.183333333,1.23308E-09,3.21315E-09,3.21315,1.233075307
9.2,1.24024E-09,3.12628E-09,3.12628,1.240239119
9.216666667,1.2474E-09,3.25439E-09,3.25439,1.247402931
9.233333333,1.25457E-09,3.1983E-09,3.1983,1.254566743
9.25,1.26173E-09,3.16968E-09,3.16968,1.261730554
9.266666667,1.26889E-09,3.33428E-09,3.33428,1.268894366
9.283333333,1.27606E-09,3.34201E-09,3.34201,1.276058178
9.3,1.28322E-09,3.34392E-09,3.34392,1.28322199
9.316666667,1.29039E-09,3.32808E-09,3.32808,1.290385802
9.333333333,1.29755E-09,3.30228E-09,3.30228,1.297549614
9.35,1.30471E-09,3.28255E-09,3.28255,1.304713426
9.366666667,1.31188E-09,3.28871E-09,3.28871,1.311877238
9.383333333,1.31322E-09,3.31845E-09,3.31845,1.313219853
9.4,1.31311E-09,3.33608E-09,3.33608,1.313107168
9.416666667,1.31299E-09,3.33558E-09,3.33558,1.312994484
9.433333333,1.31288E-09,3.44979E-09,3.44979,1.312881799
9.45,1.31277E-09,3.35379E-09,3.35379,1.312769115
9.466666667,1.31266E-09,3.45011E-09,3.45011,1.312656431
9.483333333,1.31254E-09,3.355E-09,3.355,1.312543746
9.5,1.31243E-09,3.2915E-09,3.2915,1.312431062
9.516666667,1.31232E-09,3.42093E-09,3.42093,1.312318378
9.533333333,1.31221E-09,3.3846E-09,3.3846,1.312205693
9.55,1.31209E-09,3.37885E-09,3.37885,1.312093009
9.566666667,1.31198E-09,3.349E-09,3.349,1.311980324
9.583333333,1.31187E-09,3.29109E-09,3.29109,1.31186764
9.6,1.31175E-09,3.38893E-09,3.38893,1.311754956
9.616666667,1.31164E-09,3.36524E-09,3.36524,1.311642271
9.633333333,1.31153E-09,3.3673E-09,3.3673,1.311529587
9.65,1.31142E-09,3.39261E-09,3.39261,1.311416903
9.666666667,1.3113E-09,3.28962E-09,3.28962,1.311304218
9.683333333,1.31119E-09,3.32061E-09,3.32061,1.311191534
9.7,1.31108E-09,3.40952E-09,3.40952,1.31107885
9.716666667,1.31097E-09,3.41072E-09,3.41072,1.310966165
9.733333333,1.31085E-09,3.35287E-09,3.35287,1.310853481
9.75,1.31074E-09,3.30617E-09,3.30617,1.310740796
9.766666667,1.31063E-09,3.39761E-09,3.39761,1.310628112
9.783333333,1.31052E-09,3.40618E-09,3.40618,1.310515428
9.8,1.3104E-09,3.32995E-09,3.32995,1.310402743
9.816666667,1.31029E-09,3.42616E-09,3.42616,1.310290059
9.833333333,1.31018E-09,3.32551E-09,3.32551,1.310177375
9.85,1.31006E-09,3.42459E-09,3.42459,1.31006469
9.866666667,1.30995E-09,3.28877E-09,3.28877,1.309952006
9.883333333,1.30984E-09,3.37896E-09,3.37896,1.309839322
9.9,1.30973E-09,3.43136E-09,3.43136,1.309726637
9.916666667,1.30961E-09,3.33144E-09,3.33144,1.309613953
9.933333333,1.3095E-09,3.39103E-09,3.39103,1.309501268
9.95,1.30939E-09,3.39451E-09,3.39451,1.309388584
9.966666667,1.30928E-09,3.39445E-09,3.39445,1.3092759
9.983333333,1.30916E-09,3.28297E-09,3.28297,1.309163215
10,1.30905E-09,3.32634E-09,3.32634,1.309050531
10.01666667,1.30894E-09,3.42966E-09,3.42966,1.308937847
10.03333333,1.30883E-09,3.34078E-09,3.34078,1.308825162
10.05,1.30871E-09,3.34525E-09,3.34525,1.308712478
10.06666667,1.3086E-09,3.44211E-09,3.44211,1.308599794
10.08333333,1.30849E-09,3.28496E-09,3.28496,1.308487109
10.1,1.30837E-09,3.30439E-09,3.30439,1.308374425
10.11666667,1.30826E-09,3.31914E-09,3.31914,1.30826174
10.13333333,1.30815E-09,3.29201E-09,3.29201,1.308149056
10.15,1.30804E-09,3.42278E-09,3.42278,1.308036372
10.16666667,1.30792E-09,3.35071E-09,3.35071,1.307923687
10.18333333,1.30781E-09,3.33968E-09,3.33968,1.307811003
10.2,1.3077E-09,3.43549E-09,3.43549,1.307698319
10.21666667,1.30759E-09,3.30572E-09,3.30572,1.307585634
10.23333333,1.30747E-09,3.34113E-09,3.34113,1.30747295
10.25,1.30736E-09,3.34329E-09,3.34329,1.307360265
10.26666667,1.30725E-09,3.34053E-09,3.34053,1.307247581
10.28333333,1.30713E-09,3.31402E-09,3.31402,1.307134897
10.3,1.30702E-09,3.34487E-09,3.34487,1.307022212
10.31666667,1.30691E-09,3.41824E-09,3.41824,1.306909528
10.33333333,1.3068E-09,3.3785E-09,3.3785,1.306796844
10.35,1.30668E-09,3.32883E-09,3.32883,1.306684159
10.36666667,1.30657E-09,3.37164E-09,3.37164,1.306571475
10.38333333,1.30646E-09,3.37475E-09,3.37475,1.306458791
10.4,1.30635E-09,3.32441E-09,3.32441,1.306346106
10.41666667,1.30623E-09,3.27035E-09,3.27035,1.306233422
10.43333333,1.30612E-09,3.36775E-09,3.36775,1.306120737
10.45,1.30601E-09,3.26984E-09,3.26984,1.306008053
10.46666667,1.3059E-09,3.39804E-09,3.39804,1.305895369
10.48333333,1.30578E-09,3.42596E-09,3.42596,1.305782684
10.5,1.30567E-09,3.39647E-09,3.39647,1.30567
10.51666667,1.32114E-09,3.31123E-09,3.31123,1.3211375
10.53333333,1.33661E-09,3.37137E-09,3.37137,1.336605
10.55,1.35207E-09,3.52382E-09,3.52382,1.3520725
10.56666667,1.36754E-09,3.47402E-09,3.47402,1.36754
10.58333333,1.38301E-09,3.62752E-09,3.62752,1.3830075
10.6,1.39848E-09,3.55828E-09,3.55828,1.398475
10.61666667,1.41394E-09,3.70747E-09,3.70747,1.4139425
10.63333333,1.42941E-09,3.61075E-09,3.61075,1.42941
10.65,1.44488E-09,3.7789E-09,3.7789,1.4448775
10.66666667,1.46035E-09,3.66315E-09,3.66315,1.460345
10.68333333,1.47581E-09,3.69082E-09,3.69082,1.4758125
10.7,1.49128E-09,3.91231E-09,3.91231,1.49128
10.71666667,1.49828E-09,3.83126E-09,3.83126,1.498280833
10.73333333,1.50528E-09,3.95026E-09,3.95026,1.505281667
10.75,1.51228E-09,3.92096E-09,3.92096,1.5122825
10.76666667,1.51928E-09,3.88685E-09,3.88685,1.519283333
10.78333333,1.52628E-09,3.99297E-09,3.99297,1.526284167
10.8,1.53329E-09,3.86415E-09,3.86415,1.533285
10.81666667,1.54029E-09,4.01874E-09,4.01874,1.540285833
10.83333333,1.54729E-09,4.02087E-09,4.02087,1.547286667
10.85,1.55429E-09,3.91424E-09,3.91424,1.5542875
10.86666667,1.56129E-09,3.99716E-09,3.99716,1.561288333
10.88333333,1.56829E-09,3.93419E-09,3.93419,1.568289167
10.9,1.57529E-09,3.9622E-09,3.9622,1.57529
10.91666667,1.58292E-09,3.98912E-09,3.98912,1.5829225
10.93333333,1.59056E-09,4.06159E-09,4.06159,1.590555
10.95,1.59819E-09,4.0499E-09,4.0499,1.5981875
10.96666667,1.60582E-09,4.17713E-09,4.17713,1.60582
10.98333333,1.61345E-09,4.06799E-09,4.06799,1.6134525
11,1.62109E-09,4.11577E-09,4.11577,1.621085
11.01666667,1.62872E-09,4.1097E-09,4.1097,1.6287175
11.03333333,1.63635E-09,4.1948E-09,4.1948,1.63635
11.05,1.64398E-09,4.25394E-09,4.25394,1.6439825
11.06666667,1.65162E-09,4.23223E-09,4.23223,1.651615
11.08333333,1.65925E-09,4.31998E-09,4.31998,1.6592475
11.1,1.66688E-09,4.35222E-09,4.35222,1.66688
11.11666667,1.6868E-09,4.31057E-09,4.31057,1.6868025
11.13333333,1.70673E-09,4.37939E-09,4.37939,1.706725
11.15,1.72665E-09,4.32776E-09,4.32776,1.7266475
11.16666667,1.74657E-09,4.40032E-09,4.40032,1.74657
11.18333333,1.76649E-09,4.53275E-09,4.53275,1.7664925
11.2,1.78642E-09,4.537E-09,4.537,1.786415
11.21666667,1.80634E-09,4.52343E-09,4.52343,1.8063375
11.23333333,1.82626E-09,4.71712E-09,4.71712,1.82626
11.25,1.84618E-09,4.71294E-09,4.71294,1.8461825
11.26666667,1.86611E-09,4.87761E-09,4.87761,1.866105
11.28333333,1.88603E-09,4.89622E-09,4.89622,1.8860275
11.3,1.90595E-09,4.82589E-09,4.82589,1.90595
11.31666667,1.92728E-09,4.94639E-09,4.94639,1.927285
11.33333333,1.94862E-09,4.91593E-09,4.91593,1.94862
11.35,1.96995E-09,4.96198E-09,4.96198,1.969955
11.36666667,1.99129E-09,5.08578E-09,5.08578,1.99129
11.38333333,2.01262E-09,5.28431E-09,5.28431,2.012625
11.4,2.03396E-09,5.1446E-09,5.1446,2.03396
11.41666667,2.0553E-09,5.24429E-09,5.24429,2.055295
11.43333333,2.07663E-09,5.2509E-09,5.2509,2.07663
11.45,2.09797E-09,5.47139E-09,5.47139,2.097965
11.46666667,2.1193E-09,5.3798E-09,5.3798,2.1193
11.48333333,2.14064E-09,5.38735E-09,5.38735,2.140635
11.5,2.16197E-09,5.6183E-09,5.6183,2.16197
11.51666667,2.2024E-09,5.59134E-09,5.59134,2.2023975
11.53333333,2.24282E-09,5.76398E-09,5.76398,2.242825
11.55,2.28325E-09,5.82848E-09,5.82848,2.2832525
11.56666667,2.32368E-09,6.07287E-09,6.07287,2.32368
11.58333333,2.36411E-09,6.01246E-09,6.01246,2.3641075
11.6,2.40453E-09,6.07424E-09,6.07424,2.404535
11.61666667,2.44496E-09,6.39441E-09,6.39441,2.4449625
11.63333333,2.48539E-09,6.28226E-09,6.28226,2.48539
11.65,2.52582E-09,6.42719E-09,6.42719,2.5258175
11.66666667,2.56625E-09,6.74284E-09,6.74284,2.566245
11.68333333,2.60667E-09,6.56736E-09,6.56736,2.6066725
11.7,2.6471E-09,6.68167E-09,6.68167,2.6471
11.71666667,2.67931E-09,6.89216E-09,6.89216,2.6793075
11.73333333,2.71152E-09,7.05086E-09,7.05086,2.711515
11.75,2.74372E-09,6.93869E-09,6.93869,2.7437225
11.76666667,2.77593E-09,7.08843E-09,7.08843,2.77593
11.78333333,2.80814E-09,7.11848E-09,7.11848,2.8081375
11.8,2.84035E-09,7.18111E-09,7.18111,2.840345
11.81666667,2.87255E-09,7.42834E-09,7.42834,2.8725525
11.83333333,2.90476E-09,7.54438E-09,7.54438,2.90476
11.85,2.93697E-09,7.5648E-09,7.5648,2.9369675
11.86666667,2.96917E-09,7.55157E-09,7.55157,2.969175
11.88333333,3.00138E-09,7.61764E-09,7.61764,3.0013825
11.9,3.03359E-09,7.70134E-09,7.70134,3.03359
11.91666667,3.05866E-09,7.71727E-09,7.71727,3.058663333
11.93333333,3.08374E-09,7.88173E-09,7.88173,3.083736667
11.95,3.10881E-09,7.77429E-09,7.77429,3.10881
11.96666667,3.13388E-09,7.99433E-09,7.99433,3.133883333
11.98333333,3.15896E-09,7.91835E-09,7.91835,3.158956667
12,3.18403E-09,8.06697E-09,8.06697,3.18403
12.01666667,3.2091E-09,8.41993E-09,8.41993,3.209103333
12.03333333,3.23418E-09,8.29115E-09,8.29115,3.234176667
12.05,3.25925E-09,8.29365E-09,8.29365,3.25925
12.06666667,3.28432E-09,8.63419E-09,8.63419,3.284323333
12.08333333,3.3094E-09,8.50363E-09,8.50363,3.309396667
12.1,3.33447E-09,8.5301E-09,8.5301,3.33447
12.11666667,3.37416E-09,8.85289E-09,8.85289,3.374158333
12.13333333,3.41385E-09,8.69182E-09,8.69182,3.413846667
12.15,3.45353E-09,8.73113E-09,8.73113,3.453535
12.16666667,3.49322E-09,8.87569E-09,8.87569,3.493223333
12.18333333,3.53291E-09,9.27488E-09,9.27488,3.532911667
12.2,3.5726E-09,9.11595E-09,9.11595,3.5726
12.21666667,3.61229E-09,9.08582E-09,9.08582,3.612288333
12.23333333,3.65198E-09,9.22749E-09,9.22749,3.651976667
12.25,3.69166E-09,9.56147E-09,9.56147,3.691665
12.26666667,3.73135E-09,9.33439E-09,9.33439,3.731353333
12.28333333,3.77104E-09,9.79672E-09,9.79672,3.771041667
12.3,3.81073E-09,9.72816E-09,9.72816,3.81073
12.31666667,3.84348E-09,1.00578E-08,10.0578,3.8434775
12.33333333,3.87622E-09,9.97617E-09,9.97617,3.876225
12.35,3.90897E-09,9.99587E-09,9.99587,3.9089725
12.36666667,3.94172E-09,1.02672E-08,10.2672,3.94172
12.38333333,3.97447E-09,1.0169E-08,10.169,3.9744675
12.4,4.00721E-09,1.02798E-08,10.2798,4.007215
12.41666667,4.03996E-09,1.0516E-08,10.516,4.0399625
12.43333333,4.07271E-09,1.06955E-08,10.6955,4.07271
12.45,4.10546E-09,1.03929E-08,10.3929,4.1054575
12.46666667,4.1382E-09,1.07874E-08,10.7874,4.138205
12.48333333,4.17095E-09,1.07863E-08,10.7863,4.1709525
12.5,4.2037E-09,1.06138E-08,10.6138,4.2037
12.51666667,4.23396E-09,1.09532E-08,10.9532,4.233963333
12.53333333,4.26423E-09,1.08599E-08,10.8599,4.264226667
12.55,4.29449E-09,1.07999E-08,10.7999,4.29449
12.56666667,4.32475E-09,1.09379E-08,10.9379,4.324753333
12.58333333,4.35502E-09,1.12291E-08,11.2291,4.355016667
12.6,4.38528E-09,1.12914E-08,11.2914,4.38528
12.61666667,4.41554E-09,1.14586E-08,11.4586,4.415543333
12.63333333,4.44581E-09,1.12654E-08,11.2654,4.445806667
12.65,4.47607E-09,1.15877E-08,11.5877,4.47607
12.66666667,4.50633E-09,1.18074E-08,11.8074,4.506333333
12.68333333,4.5366E-09,1.14034E-08,11.4034,4.536596667
12.7,4.56686E-09,1.15595E-08,11.5595,4.56686
12.71666667,4.60267E-09,1.15545E-08,11.5545,4.602666667
12.73333333,4.63847E-09,1.21426E-08,12.1426,4.638473333
12.75,4.67428E-09,1.22144E-08,12.2144,4.67428
12.76666667,4.71009E-09,1.2379E-08,12.379,4.710086667
12.78333333,4.74589E-09,1.23532E-08,12.3532,4.745893333
12.8,4.7817E-09,1.21379E-08,12.1379,4.7817
12.81666667,4.81751E-09,1.2518E-08,12.518,4.817506667
12.83333333,4.85331E-09,1.22627E-08,12.2627,4.853313333
12.85,4.88912E-09,1.26072E-08,12.6072,4.88912
12.86666667,4.92493E-09,1.26293E-08,12.6293,4.924926667
12.88333333,4.96073E-09,1.2513E-08,12.513,4.960733333
12.9,4.99654E-09,1.25108E-08,12.5108,4.99654
12.91666667,5.02154E-09,1.27273E-08,12.7273,5.021539167
12.93333333,5.04654E-09,1.2823E-08,12.823,5.046538333
12.95,5.07154E-09,1.28227E-08,12.8227,5.0715375
12.96666667,5.09654E-09,1.30445E-08,13.0445,5.096536667
12.98333333,5.12154E-09,1.31389E-08,13.1389,5.121535833
13,5.14653E-09,1.31132E-08,13.1132,5.146535
13.01666667,5.17153E-09,1.33823E-08,13.3823,5.171534167
13.03333333,5.19653E-09,1.34497E-08,13.4497,5.196533333
13.05,5.22153E-09,1.32237E-08,13.2237,5.2215325
13.06666667,5.24653E-09,1.35316E-08,13.5316,5.246531667
13.08333333,5.27153E-09,1.36907E-08,13.6907,5.271530833
13.1,5.29653E-09,1.38837E-08,13.8837,5.29653
13.11666667,5.33947E-09,1.40334E-08,14.0334,5.339475
13.13333333,5.38242E-09,1.39463E-08,13.9463,5.38242
13.15,5.42536E-09,1.38607E-08,13.8607,5.425365
13.16666667,5.46831E-09,1.37912E-08,13.7912,5.46831
13.18333333,5.51125E-09,1.39689E-08,13.9689,5.511255
13.2,5.5542E-09,1.39564E-08,13.9564,5.5542
13.21666667,5.59714E-09,1.40543E-08,14.0543,5.597145
13.23333333,5.64009E-09,1.44503E-08,14.4503,5.64009
13.25,5.68303E-09,1.49364E-08,14.9364,5.683035
13.26666667,5.72598E-09,1.43818E-08,14.3818,5.72598
13.28333333,5.76892E-09,1.47641E-08,14.7641,5.768925
13.3,5.81187E-09,1.46984E-08,14.6984,5.81187
13.31666667,5.85426E-09,1.49913E-08,14.9913,5.85426
13.33333333,5.89665E-09,1.52386E-08,15.2386,5.89665
13.35,5.93904E-09,1.52575E-08,15.2575,5.93904
13.36666667,5.98143E-09,1.50543E-08,15.0543,5.98143
13.38333333,6.02382E-09,1.52218E-08,15.2218,6.02382
13.4,6.06621E-09,1.53485E-08,15.3485,6.06621
13.41666667,6.1086E-09,1.60211E-08,16.0211,6.1086
13.43333333,6.15099E-09,1.60926E-08,16.0926,6.15099
13.45,6.19338E-09,1.55508E-08,15.5508,6.19338
13.46666667,6.23577E-09,1.62728E-08,16.2728,6.23577
13.48333333,6.27816E-09,1.64336E-08,16.4336,6.27816
13.5,6.32055E-09,1.5821E-08,15.821,6.32055
13.51666667,6.37417E-09,1.59629E-08,15.9629,6.374165833
13.53333333,6.42778E-09,1.63963E-08,16.3963,6.427781667
13.55,6.4814E-09,1.63788E-08,16.3788,6.4813975
13.56666667,6.53501E-09,1.70194E-08,17.0194,6.535013333
13.58333333,6.58863E-09,1.69615E-08,16.9615,6.588629167
13.6,6.64224E-09,1.66252E-08,16.6252,6.642245
13.61666667,6.69586E-09,1.74245E-08,17.4245,6.695860833
13.63333333,6.74948E-09,1.68878E-08,16.8878,6.749476667
13.65,6.80309E-09,1.73606E-08,17.3606,6.8030925
13.66666667,6.85671E-09,1.71658E-08,17.1658,6.856708333
13.68333333,6.91032E-09,1.81796E-08,18.1796,6.910324167
13.7,6.96394E-09,1.83131E-08,18.3131,6.96394
13.71666667,7.01622E-09,1.78989E-08,17.8989,7.016221667
13.73333333,7.0685E-09,1.81241E-08,18.1241,7.068503333
13.75,7.12078E-09,1.79816E-08,17.9816,7.120785
13.76666667,7.17307E-09,1.8707E-08,18.707,7.173066667
13.78333333,7.22535E-09,1.81297E-08,18.1297,7.225348333
13.8,7.27763E-09,1.90656E-08,19.0656,7.27763
13.81666667,7.32991E-09,1.9096E-08,19.096,7.329911667
13.83333333,7.38219E-09,1.89412E-08,18.9412,7.382193333
13.85,7.43447E-09,1.8627E-08,18.627,7.434475
13.86666667,7.48676E-09,1.91236E-08,19.1236,7.486756667
13.88333333,7.53904E-09,1.96548E-08,19.6548,7.539038333
13.9,7.59132E-09,1.96315E-08,19.6315,7.59132
13.91666667,7.6575E-09,1.96826E-08,19.6826,7.657498333
13.93333333,7.72368E-09,1.94177E-08,19.4177,7.723676667
13.95,7.78985E-09,2.01804E-08,20.1804,7.789855
13.96666667,7.85603E-09,1.98054E-08,19.8054,7.856033333
13.98333333,7.92221E-09,1.98368E-08,19.8368,7.922211667
14,7.98839E-09,2.08462E-08,20.8462,7.98839
14.01666667,8.05457E-09,2.10194E-08,21.0194,8.054568333
14.03333333,8.12075E-09,2.12312E-08,21.2312,8.120746667
14.05,8.18692E-09,2.05855E-08,20.5855,8.186925
14.06666667,8.2531E-09,2.10879E-08,21.0879,8.253103333
14.08333333,8.31928E-09,2.09961E-08,20.9961,8.319281667
14.1,8.38546E-09,2.12657E-08,21.2657,8.38546
14.11666667,8.44743E-09,2.18228E-08,21.8228,8.4474325
14.13333333,8.5094E-09,2.20982E-08,22.0982,8.509405
14.15,8.57138E-09,2.15268E-08,21.5268,8.5713775
14.16666667,8.63335E-09,2.20482E-08,22.0482,8.63335
14.18333333,8.69532E-09,2.21307E-08,22.1307,8.6953225
14.2,8.75729E-09,2.27779E-08,22.7779,8.757295
14.21666667,8.81927E-09,2.2137E-08,22.137,8.8192675
14.23333333,8.88124E-09,2.24385E-08,22.4385,8.88124
14.25,8.94321E-09,2.25519E-08,22.5519,8.9432125
14.26666667,9.00518E-09,2.30745E-08,23.0745,9.005185
14.28333333,9.06716E-09,2.34552E-08,23.4552,9.0671575
14.3,9.12913E-09,2.34335E-08,23.4335,9.12913
14.31666667,9.3358E-09,2.38808E-08,23.8808,9.3358025
14.33333333,9.54247E-09,2.473E-08,24.73,9.542475
14.35,9.74915E-09,2.47875E-08,24.7875,9.7491475
14.36666667,9.95582E-09,2.55953E-08,25.5953,9.95582
14.38333333,1.01625E-08,2.56481E-08,25.6481,10.1624925
14.4,1.03692E-08,2.71736E-08,27.1736,10.369165
14.41666667,1.05758E-08,2.71257E-08,27.1257,10.5758375
14.43333333,1.07825E-08,2.75138E-08,27.5138,10.78251
14.45,1.09892E-08,2.81054E-08,28.1054,10.9891825
14.46666667,1.11959E-08,2.85333E-08,28.5333,11.195855
14.48333333,1.14025E-08,2.95876E-08,29.5876,11.4025275
14.5,1.16092E-08,2.93556E-08,29.3556,11.6092
14.51666667,1.16393E-08,3.03751E-08,30.3751,11.63925
14.53333333,1.16693E-08,3.03476E-08,30.3476,11.6693
14.55,1.16994E-08,2.98887E-08,29.8887,11.69935
14.56666667,1.17294E-08,2.99904E-08,29.9904,11.7294
14.58333333,1.17595E-08,2.99899E-08,29.9899,11.75945
14.6,1.17895E-08,3.08041E-08,30.8041,11.7895
14.61666667,1.18196E-08,3.05969E-08,30.5969,11.81955
14.63333333,1.18496E-08,3.02395E-08,30.2395,11.8496
