T/s,I_EBIC/A,I_prim/A,I_P/nA,I_se/nA
1.816666667,5.24644E-11,1.37989E-10,0.137989,0.052464388
1.833333333,5.29306E-11,1.35795E-10,0.135795,0.052930645
1.85,5.33969E-11,1.35524E-10,0.135524,0.053396901
1.866666667,5.38632E-11,1.34895E-10,0.134895,0.053863157
1.883333333,5.43294E-11,1.37192E-10,0.137192,0.054329413
1.9,5.47957E-11,1.41762E-10,0.141762,0.054795669
1.916666667,5.52619E-11,1.42162E-10,0.142162,0.055261926
1.933333333,5.57282E-11,1.39941E-10,0.139941,0.055728182
1.95,5.61944E-11,1.46142E-10,0.146142,0.056194438
1.966666667,5.66607E-11,1.44466E-10,0.144466,0.056660694
1.983333333,5.7127E-11,1.46828E-10,0.146828,0.057126951
2,5.75932E-11,1.45544E-10,0.145544,0.057593207
2.016666667,5.80595E-11,1.45366E-10,0.145366,0.058059463
2.033333333,5.85257E-11,1.52029E-10,0.152029,0.058525719
2.05,5.8992E-11,1.50542E-10,0.150542,0.058991976
2.066666667,5.94582E-11,1.54299E-10,0.154299,0.059458232
2.083333333,5.99245E-11,1.56951E-10,0.156951,0.059924488
2.1,6.03907E-11,1.56575E-10,0.156575,0.060390744
2.116666667,6.0857E-11,1.56557E-10,0.156557,0.060857
2.133333333,6.13233E-11,1.54144E-10,0.154144,0.061323257
2.15,6.17895E-11,1.58102E-10,0.158102,0.061789513
2.166666667,6.22558E-11,1.6214E-10,0.16214,0.062255769
2.183333333,6.2722E-11,1.57354E-10,0.157354,0.062722025
2.2,6.31883E-11,1.6251E-10,0.16251,0.063188282
2.216666667,6.36545E-11,1.6122E-10,0.16122,0.063654538
2.233333333,6.41208E-11,1.6687E-10,0.16687,0.064120794
2.25,6.45871E-11,1.69491E-10,0.169491,0.06458705
2.266666667,6.50533E-11,1.63685E-10,0.163685,0.065053306
2.283333333,6.55196E-11,1.69884E-10,0.169884,0.065519563
2.3,6.59858E-11,1.70508E-10,0.170508,0.065985819
2.316666667,6.64521E-11,1.66673E-10,0.166673,0.066452075
2.333333333,6.69183E-11,1.7201E-10,0.17201,0.066918331
2.35,6.73846E-11,1.75727E-10,0.175727,0.067384588
2.366666667,6.78508E-11,1.7296E-10,0.17296,0.067850844
2.383333333,6.83171E-11,1.79602E-10,0.179602,0.0683171
2.4,6.87834E-11,1.78784E-10,0.178784,0.068783356
2.416666667,6.92496E-11,1.75016E-10,0.175016,0.069249613
2.433333333,6.97159E-11,1.75773E-10,0.175773,0.069715869
2.45,7.01821E-11,1.8046E-10,0.18046,0.070182125
2.466666667,7.06484E-11,1.85171E-10,0.185171,0.070648381
2.483333333,7.11146E-11,1.84698E-10,0.184698,0.071114637
2.5,7.15809E-11,1.81031E-10,0.181031,0.071580894
2.516666667,7.20471E-11,1.86251E-10,0.186251,0.07204715
2.533333333,7.25134E-11,1.83616E-10,0.183616,0.072513406
2.55,7.29797E-11,1.89872E-10,0.189872,0.072979662
2.566666667,7.34459E-11,1.88046E-10,0.188046,0.073445919
2.583333333,7.39122E-11,1.92801E-10,0.192801,0.073912175
2.6,7.43784E-11,1.87128E-10,0.187128,0.074378431
2.616666667,7.48447E-11,1.92748E-10,0.192748,0.074844687
2.633333333,7.53109E-11,1.89753E-10,0.189753,0.075310943
2.65,7.57772E-11,1.96964E-10,0.196964,0.0757772
2.666666667,7.62435E-11,1.99444E-10,0.199444,0.076243456
2.683333333,7.67097E-11,1.92382E-10,0.192382,0.076709712
2.7,7.7176E-11,1.95432E-10,0.195432,0.077175968
2.716666667,7.76422E-11,2.02626E-10,0.202626,0.077642225
2.733333333,7.81085E-11,2.02642E-10,0.202642,0.078108481
2.75,7.85747E-11,1.9722E-10,0.19722,0.078574737
2.766666667,7.9041E-11,2.0484E-10,0.20484,0.079040993
2.783333333,7.95072E-11,2.01283E-10,0.201283,0.07950725
2.8,7.99735E-11,2.06017E-10,0.206017,0.079973506
2.816666667,8.04398E-11,2.01999E-10,0.201999,0.080439762
2.833333333,8.0906E-11,2.03193E-10,0.203193,0.080906018
2.85,8.13723E-11,2.09114E-10,0.209114,0.081372274
2.866666667,8.18385E-11,2.05808E-10,0.205808,0.081838531
2.883333333,8.23048E-11,2.0829E-10,0.20829,0.082304787
2.9,8.2771E-11,2.14723E-10,0.214723,0.082771043
2.916666667,8.32373E-11,2.14757E-10,0.214757,0.083237299
2.933333333,8.37036E-11,2.18934E-10,0.218934,0.083703556
2.95,8.41698E-11,2.18357E-10,0.218357,0.084169812
2.966666667,8.46361E-11,2.18863E-10,0.218863,0.084636068
2.983333333,8.51023E-11,2.15084E-10,0.215084,0.085102324
3,8.55686E-11,2.14911E-10,0.214911,0.08556858
3.016666667,8.60348E-11,2.23096E-10,0.223096,0.086034837
3.033333333,8.65011E-11,2.23416E-10,0.223416,0.086501093
3.05,8.69673E-11,2.20217E-10,0.220217,0.086967349
3.066666667,8.74336E-11,2.20151E-10,0.220151,0.087433605
3.083333333,8.78999E-11,2.21361E-10,0.221361,0.087899862
3.1,8.83661E-11,2.25125E-10,0.225125,0.088366118
3.116666667,8.88324E-11,2.26986E-10,0.226986,0.088832374
3.133333333,8.92986E-11,2.28882E-10,0.228882,0.08929863
3.15,8.97649E-11,2.29783E-10,0.229783,0.089764886
3.166666667,9.02311E-11,2.27326E-10,0.227326,0.090231143
3.183333333,9.06974E-11,2.26906E-10,0.226906,0.090697399
3.2,9.11637E-11,2.31456E-10,0.231456,0.091163655
3.216666667,9.16299E-11,2.40961E-10,0.240961,0.091629911
3.233333333,9.20962E-11,2.3639E-10,0.23639,0.092096168
3.25,9.25624E-11,2.37517E-10,0.237517,0.092562424
3.266666667,9.30287E-11,2.42108E-10,0.242108,0.09302868
3.283333333,9.34949E-11,2.37932E-10,0.237932,0.093494936
3.3,9.39612E-11,2.46114E-10,0.246114,0.093961193
3.316666667,9.44274E-11,2.44562E-10,0.244562,0.094427449
3.333333333,9.89137E-11,2.54876E-10,0.254876,0.09891369
3.35,1.04405E-10,2.6754E-10,0.26754,0.104404928
3.366666667,1.09896E-10,2.84805E-10,0.284805,0.109896166
3.383333333,1.15387E-10,2.89279E-10,0.289279,0.115387404
3.4,1.20879E-10,3.06367E-10,0.306367,0.120878642
3.416666667,1.2637E-10,3.23791E-10,0.323791,0.12636988
3.433333333,1.31861E-10,3.30484E-10,0.330484,0.131861118
3.45,1.37352E-10,3.47449E-10,0.347449,0.137352356
3.466666667,1.42844E-10,3.71558E-10,0.371558,0.142843594
3.483333333,1.48335E-10,3.79731E-10,0.379731,0.148334832
3.5,1.53826E-10,4.01988E-10,0.401988,0.153826069
3.516666667,1.59317E-10,4.11126E-10,0.411126,0.159317307
3.533333333,1.64809E-10,4.1488E-10,0.41488,0.164808545
3.55,1.703E-10,4.39271E-10,0.439271,0.170299783
3.566666667,1.75791E-10,4.55036E-10,0.455036,0.175791021
3.583333333,1.81282E-10,4.55487E-10,0.455487,0.181282259
3.6,1.86773E-10,4.86736E-10,0.486736,0.186773497
3.616666667,1.92265E-10,4.87723E-10,0.487723,0.192264735
3.633333333,1.97756E-10,5.1321E-10,0.51321,0.197755973
3.65,2.03247E-10,5.27226E-10,0.527226,0.203247211
3.666666667,2.08738E-10,5.33507E-10,0.533507,0.208738449
3.683333333,2.1423E-10,5.58199E-10,0.558199,0.214229687
3.7,2.19721E-10,5.6335E-10,0.56335,0.219720924
3.716666667,2.25212E-10,5.76954E-10,0.576954,0.225212162
3.733333333,2.30703E-10,5.90646E-10,0.590646,0.2307034
3.75,2.36195E-10,5.97024E-10,0.597024,0.236194638
3.766666667,2.41686E-10,6.14904E-10,0.614904,0.241685876
3.783333333,2.47177E-10,6.41844E-10,0.641844,0.247177114
3.8,2.52668E-10,6.34775E-10,0.634775,0.252668352
3.816666667,2.5816E-10,6.56507E-10,0.656507,0.25815959
3.833333333,2.63651E-10,6.77334E-10,0.677334,0.263650828
3.85,2.69142E-10,6.78616E-10,0.678616,0.269142066
3.866666667,2.74633E-10,6.95213E-10,0.695213,0.274633304
3.883333333,2.80125E-10,7.14685E-10,0.714685,0.280124541
3.9,2.85616E-10,7.39324E-10,0.739324,0.285615779
3.916666667,2.91107E-10,7.28497E-10,0.728497,0.291107017
3.933333333,2.96598E-10,7.61348E-10,0.761348,0.296598255
3.95,3.02089E-10,7.82075E-10,0.782075,0.302089493
3.966666667,3.07581E-10,7.89154E-10,0.789154,0.307580731
3.983333333,3.13072E-10,8.19603E-10,0.819603,0.313071969
4,3.18563E-10,8.2001E-10,0.82001,0.318563207
4.016666667,3.24054E-10,8.36948E-10,0.836948,0.324054445
4.033333333,3.29546E-10,8.30526E-10,0.830526,0.329545683
4.05,3.35037E-10,8.68238E-10,0.868238,0.335036921
4.066666667,3.40528E-10,8.80437E-10,0.880437,0.340528159
4.083333333,3.46019E-10,8.71432E-10,0.871432,0.346019396
4.1,3.51511E-10,8.99925E-10,0.899925,0.351510634
4.116666667,3.57002E-10,8.9905E-10,0.89905,0.357001872
4.133333333,3.62493E-10,9.18322E-10,0.918322,0.36249311
4.15,3.67984E-10,9.39541E-10,0.939541,0.367984348
4.166666667,3.73476E-10,9.673E-10,0.9673,0.373475586
4.183333333,3.78967E-10,9.87897E-10,0.987897,0.378966824
4.2,3.84458E-10,9.98149E-10,0.998149,0.384458062
4.216666667,3.89949E-10,9.87197E-10,0.987197,0.3899493
4.233333333,3.95441E-10,1.00352E-09,1.00352,0.395440538
4.25,4.00932E-10,1.02774E-09,1.02774,0.400931776
4.266666667,4.06423E-10,1.06211E-09,1.06211,0.406423013
4.283333333,4.11914E-10,1.03261E-09,1.03261,0.411914251
4.3,4.17405E-10,1.04546E-09,1.04546,0.417405489
4.316666667,4.22897E-10,1.0916E-09,1.0916,0.422896727
4.333333333,4.28388E-10,1.11259E-09,1.11259,0.428387965
4.35,4.33879E-10,1.11549E-09,1.11549,0.433879203
4.366666667,4.3937E-10,1.15626E-09,1.15626,0.439370441
4.383333333,4.44862E-10,1.15318E-09,1.15318,0.444861679
4.4,4.50353E-10,1.13034E-09,1.13034,0.450352917
4.416666667,4.55844E-10,1.16951E-09,1.16951,0.455844155
4.433333333,4.61335E-10,1.21122E-09,1.21122,0.461335393
4.45,4.66827E-10,1.18444E-09,1.18444,0.466826631
4.466666667,4.72318E-10,1.18563E-09,1.18563,0.472317868
4.483333333,4.77809E-10,1.20561E-09,1.20561,0.477809106
4.5,4.833E-10,1.2471E-09,1.2471,0.483300344
4.516666667,4.88792E-10,1.23117E-09,1.23117,0.488791582
4.533333333,4.94283E-10,1.23872E-09,1.23872,0.49428282
4.55,4.99774E-10,1.2517E-09,1.2517,0.499774058
4.566666667,5.05265E-10,1.32608E-09,1.32608,0.505265296
4.583333333,5.10757E-10,1.33981E-09,1.33981,0.510756534
4.6,5.16248E-10,1.31483E-09,1.31483,0.516247772
4.616666667,5.21739E-10,1.33279E-09,1.33279,0.52173901
4.633333333,5.26409E-10,1.3194E-09,1.3194,0.526409469
4.65,5.27797E-10,1.38751E-09,1.38751,0.527796816
4.666666667,5.29184E-10,1.3723E-09,1.3723,0.529184163
4.683333333,5.30572E-10,1.35983E-09,1.35983,0.53057151
4.7,5.31959E-10,1.39648E-09,1.39648,0.531958857
4.716666667,5.33346E-10,1.39918E-09,1.39918,0.533346203
4.733333333,5.34734E-10,1.33784E-09,1.33784,0.53473355
4.75,5.36121E-10,1.38106E-09,1.38106,0.536120897
4.766666667,5.37508E-10,1.36806E-09,1.36806,0.537508244
4.783333333,5.38896E-10,1.39798E-09,1.39798,0.538895591
4.8,5.40283E-10,1.35874E-09,1.35874,0.540282938
4.816666667,5.4167E-10,1.40965E-09,1.40965,0.541670284
4.833333333,5.43058E-10,1.42223E-09,1.42223,0.543057631
4.85,5.44445E-10,1.42387E-09,1.42387,0.544444978
4.866666667,5.45832E-10,1.39227E-09,1.39227,0.545832325
4.883333333,5.4722E-10,1.41083E-09,1.41083,0.547219672
4.9,5.48607E-10,1.39653E-09,1.39653,0.548607018
4.916666667,5.49994E-10,1.38815E-09,1.38815,0.549994365
4.933333333,5.51382E-10,1.42051E-09,1.42051,0.551381712
4.95,5.52769E-10,1.42567E-09,1.42567,0.552769059
4.966666667,5.54156E-10,1.43198E-09,1.43198,0.554156406
4.983333333,5.55544E-10,1.41102E-09,1.41102,0.555543752
5,5.56931E-10,1.45825E-09,1.45825,0.556931099
5.016666667,5.58318E-10,1.45264E-09,1.45264,0.558318446
5.033333333,5.59706E-10,1.44306E-09,1.44306,0.559705793
5.05,5.61093E-10,1.42852E-09,1.42852,0.56109314
5.066666667,5.6248E-10,1.433E-09,1.433,0.562480487
5.083333333,5.63868E-10,1.43964E-09,1.43964,0.563867833
5.1,5.65255E-10,1.44945E-09,1.44945,0.56525518
5.116666667,5.66643E-10,1.47011E-09,1.47011,0.566642527
5.133333333,5.6803E-10,1.45646E-09,1.45646,0.568029874
5.15,5.69417E-10,1.44841E-09,1.44841,0.569417221
5.166666667,5.70805E-10,1.46821E-09,1.46821,0.570804567
5.183333333,5.72192E-10,1.48038E-09,1.48038,0.572191914
5.2,5.73579E-10,1.45847E-09,1.45847,0.573579261
5.216666667,5.74967E-10,1.47677E-09,1.47677,0.574966608
5.233333333,5.76354E-10,1.48431E-09,1.48431,0.576353955
5.25,5.77741E-10,1.47569E-09,1.47569,0.577741301
5.266666667,5.79129E-10,1.49976E-09,1.49976,0.579128648
5.283333333,5.80516E-10,1.4969E-09,1.4969,0.580515995
5.3,5.81903E-10,1.47329E-09,1.47329,0.581903342
5.316666667,5.83291E-10,1.49737E-09,1.49737,0.583290689
5.333333333,5.84678E-10,1.49294E-09,1.49294,0.584678036
5.35,5.86065E-10,1.51526E-09,1.51526,0.586065382
5.366666667,5.87453E-10,1.52993E-09,1.52993,0.587452729
5.383333333,5.8884E-10,1.5415E-09,1.5415,0.588840076
5.4,5.90227E-10,1.50675E-09,1.50675,0.590227423
5.416666667,5.91615E-10,1.5188E-09,1.5188,0.59161477
5.433333333,5.93002E-10,1.55403E-09,1.55403,0.593002116
5.45,5.94389E-10,1.55745E-09,1.55745,0.594389463
5.466666667,5.95777E-10,1.51747E-09,1.51747,0.59577681
5.483333333,5.97164E-10,1.50562E-09,1.50562,0.597164157
5.5,5.98552E-10,1.54611E-09,1.54611,0.598551504
5.516666667,5.99939E-10,1.56453E-09,1.56453,0.59993885
5.533333333,6.01326E-10,1.50492E-09,1.50492,0.601326197
5.55,6.02714E-10,1.54788E-09,1.54788,0.602713544
5.566666667,6.04101E-10,1.58512E-09,1.58512,0.604100891
5.583333333,6.05488E-10,1.57437E-09,1.57437,0.605488238
5.6,6.06876E-10,1.55836E-09,1.55836,0.606875585
5.616666667,6.08263E-10,1.58E-09,1.58,0.608262931
5.633333333,6.0965E-10,1.57941E-09,1.57941,0.609650278
5.65,6.11038E-10,1.54376E-09,1.54376,0.611037625
5.666666667,6.12425E-10,1.53786E-09,1.53786,0.612424972
5.683333333,6.13812E-10,1.58637E-09,1.58637,0.613812319
5.7,6.152E-10,1.61469E-09,1.61469,0.615199665
5.716666667,6.16587E-10,1.6096E-09,1.6096,0.616587012
5.733333333,6.17974E-10,1.58851E-09,1.58851,0.617974359
5.75,6.19362E-10,1.57489E-09,1.57489,0.619361706
5.766666667,6.20749E-10,1.57557E-09,1.57557,0.620749053
5.783333333,6.22136E-10,1.60625E-09,1.60625,0.6221364
5.8,6.23524E-10,1.61237E-09,1.61237,0.623523746
5.816666667,6.24911E-10,1.61785E-09,1.61785,0.624911093
5.833333333,6.26298E-10,1.57067E-09,1.57067,0.62629844
5.85,6.27686E-10,1.57806E-09,1.57806,0.627685787
5.866666667,6.29073E-10,1.59728E-09,1.59728,0.629073134
5.883333333,6.3046E-10,1.59207E-09,1.59207,0.63046048
5.9,6.31848E-10,1.60242E-09,1.60242,0.631847827
5.916666667,6.33235E-10,1.62976E-09,1.62976,0.633235174
5.933333333,6.34623E-10,1.6252E-09,1.6252,0.634622521
5.95,6.3601E-10,1.61981E-09,1.61981,0.636009868
5.966666667,6.37397E-10,1.6229E-09,1.6229,0.637397214
5.983333333,6.38785E-10,1.62955E-09,1.62955,0.638784561
6,6.40172E-10,1.60985E-09,1.60985,0.640171908
6.016666667,6.41559E-10,1.66993E-09,1.66993,0.641559255
6.033333333,6.42947E-10,1.64951E-09,1.64951,0.642946602
6.05,6.44334E-10,1.64509E-09,1.64509,0.644333949
6.066666667,6.45721E-10,1.65431E-09,1.65431,0.645721295
6.083333333,6.47109E-10,1.69724E-09,1.69724,0.647108642
6.1,6.48496E-10,1.66654E-09,1.66654,0.648495989
6.116666667,6.49883E-10,1.66052E-09,1.66052,0.649883336
6.133333333,6.51271E-10,1.7031E-09,1.7031,0.651270683
6.15,6.52658E-10,1.66307E-09,1.66307,0.652658029
6.166666667,6.54045E-10,1.68343E-09,1.68343,0.654045376
6.183333333,6.55433E-10,1.6626E-09,1.6626,0.655432723
6.2,6.5682E-10,1.66585E-09,1.66585,0.65682007
6.216666667,6.58207E-10,1.67601E-09,1.67601,0.658207417
6.233333333,6.59595E-10,1.73259E-09,1.73259,0.659594763
6.25,6.60982E-10,1.69647E-09,1.69647,0.66098211
6.266666667,6.62369E-10,1.71789E-09,1.71789,0.662369457
6.283333333,6.63757E-10,1.70864E-09,1.70864,0.663756804
6.3,6.65144E-10,1.72563E-09,1.72563,0.665144151
6.316666667,6.66531E-10,1.74208E-09,1.74208,0.666531498
6.333333333,6.67919E-10,1.74718E-09,1.74718,0.667918844
6.35,6.69306E-10,1.68079E-09,1.68079,0.669306191
6.366666667,6.70694E-10,1.67873E-09,1.67873,0.670693538
6.383333333,6.72081E-10,1.71537E-09,1.71537,0.672080885
6.4,6.73468E-10,1.74331E-09,1.74331,0.673468232
6.416666667,6.74856E-10,1.69192E-09,1.69192,0.674855578
6.433333333,6.76243E-10,1.71979E-09,1.71979,0.676242925
6.45,6.7763E-10,1.76246E-09,1.76246,0.677630272
6.466666667,6.79018E-10,1.72127E-09,1.72127,0.679017619
6.483333333,6.80405E-10,1.73547E-09,1.73547,0.680404966
6.5,6.81792E-10,1.7595E-09,1.7595,0.681792313
6.516666667,6.8318E-10,1.76309E-09,1.76309,0.683179659
6.533333333,6.84567E-10,1.74469E-09,1.74469,0.684567006
6.55,6.85954E-10,1.79378E-09,1.79378,0.685954353
6.566666667,6.87342E-10,1.78912E-09,1.78912,0.6873417
6.583333333,6.88729E-10,1.75635E-09,1.75635,0.688729047
6.6,6.90116E-10,1.8057E-09,1.8057,0.690116393
6.616666667,6.91504E-10,1.75697E-09,1.75697,0.69150374
6.633333333,6.92891E-10,1.82232E-09,1.82232,0.692891087
6.65,6.94278E-10,1.80985E-09,1.80985,0.694278434
6.666666667,6.95666E-10,1.82805E-09,1.82805,0.695665781
6.683333333,6.97053E-10,1.79173E-09,1.79173,0.697053127
6.7,6.9844E-10,1.8123E-09,1.8123,0.698440474
6.716666667,6.99828E-10,1.80085E-09,1.80085,0.699827821
6.733333333,7.01215E-10,1.77784E-09,1.77784,0.701215168
6.75,7.02603E-10,1.81826E-09,1.81826,0.702602515
6.766666667,7.0399E-10,1.77554E-09,1.77554,0.703989862
6.783333333,7.05377E-10,1.83571E-09,1.83571,0.705377208
6.8,7.06765E-10,1.80838E-09,1.80838,0.706764555
6.816666667,7.08152E-10,1.84447E-09,1.84447,0.708151902
6.833333333,7.09539E-10,1.83522E-09,1.83522,0.709539249
6.85,7.10927E-10,1.84626E-09,1.84626,0.710926596
6.866666667,7.12314E-10,1.78739E-09,1.78739,0.712313942
6.883333333,7.13701E-10,1.80198E-09,1.80198,0.713701289
6.9,7.15089E-10,1.86449E-09,1.86449,0.715088636
6.916666667,7.16476E-10,1.87127E-09,1.87127,0.716475983
6.933333333,7.17863E-10,1.88069E-09,1.88069,0.71786333
6.95,7.19251E-10,1.83923E-09,1.83923,0.719250676
6.966666667,7.20638E-10,1.83804E-09,1.83804,0.720638023
6.983333333,7.22025E-10,1.82578E-09,1.82578,0.72202537
7,7.23413E-10,1.8632E-09,1.8632,0.723412717
7.016666667,7.248E-10,1.82498E-09,1.82498,0.724800064
7.033333333,7.26187E-10,1.81711E-09,1.81711,0.726187411
7.05,7.27575E-10,1.90104E-09,1.90104,0.727574757
7.066666667,7.28962E-10,1.8338E-09,1.8338,0.728962104
7.083333333,7.30349E-10,1.83542E-09,1.83542,0.730349451
7.1,7.31737E-10,1.86529E-09,1.86529,0.731736798
7.116666667,7.33124E-10,1.90531E-09,1.90531,0.733124145
7.133333333,7.34511E-10,1.8785E-09,1.8785,0.734511491
7.15,7.35899E-10,1.91037E-09,1.91037,0.735898838
7.166666667,7.37286E-10,1.87306E-09,1.87306,0.737286185
7.183333333,7.38674E-10,1.88783E-09,1.88783,0.738673532
7.2,7.40061E-10,1.85278E-09,1.85278,0.740060879
7.216666667,7.41448E-10,1.90024E-09,1.90024,0.741448225
7.233333333,7.42836E-10,1.86617E-09,1.86617,0.742835572
7.25,7.44223E-10,1.87775E-09,1.87775,0.744222919
7.266666667,7.4561E-10,1.8861E-09,1.8861,0.745610266
7.283333333,7.46998E-10,1.96289E-09,1.96289,0.746997613
7.3,7.48385E-10,1.88641E-09,1.88641,0.74838496
7.316666667,7.49772E-10,1.90364E-09,1.90364,0.749772306
7.333333333,7.5116E-10,1.89856E-09,1.89856,0.751159653
7.35,7.52547E-10,1.94486E-09,1.94486,0.752547
