X,Y,Edep
17,35,3.21665E-30
17,36,6.06738E-30
17,37,4.15436E-30
17,38,1.67027E-30
17,39,3.0272E-30
17,40,1.8509E-30
17,41,1.80118E-30
17,42,1.38678E-30
17,43,3.77347E-30
17,44,1.8606E-05
17,45,2.80868E-05
17,46,3.2579E-05
17,47,4.85158E-05
17,48,4.11872E-05
17,49,4.17097E-05
17,50,4.01876E-05
17,51,3.19383E-05
17,52,4.52882E-05
17,53,4.28729E-05
17,54,2.44312E-05
17,55,2.59585E-05
17,56,2.22293E-05
17,57,0.000103479
17,58,5.62182E-05
17,59,7.10687E-05
17,60,3.33492E-05
17,61,2.36085E-05
17,62,2.91712E-05
17,63,0.000805207
17,64,0.000328791
17,65,0.000372434
17,66,9.7321E-05
17,67,0.000100104
17,68,8.73511E-05
17,69,6.16514E-05
17,70,4.81497E-05
17,71,8.86545E-05
17,72,0.000393718
17,73,0.000123405
17,74,0.000614709
17,75,0.000302489
17,76,0.000802082
17,77,0.000250427
17,78,0.000127136
17,79,0.000245192
17,80,0.000699297
17,81,0.001288606
17,82,0.000420632
17,83,0.000849826
17,84,0.000580601
17,85,0.001675599
17,86,0.00308282
17,87,0.002747473
17,88,0.003487851
17,89,0.001142623
17,90,0.002913759
17,91,0.003393728
17,92,0.002646407
17,93,0.004158487
17,94,0.008566878
17,95,0.010420419
17,96,0.018522804
17,97,0.037892831
17,98,0.078014264
17,99,0.356709161
17,100,0.352443147
17,101,0.065283915
17,102,0.028082801
17,103,0.023345284
17,104,0.009651085
17,105,0.009174643
17,106,0.008235375
17,107,0.005142576
17,108,0.003500933
17,109,0.007015697
17,110,0.004134126
17,111,0.000708877
17,112,0.002114641
17,113,0.003972859
17,114,0.001883257
17,115,0.001075043
17,116,0.00089101
17,117,0.004418914
17,118,0.001707787
17,119,0.000194259
17,120,0.000151851
17,121,0.000780794
17,122,0.00055389
17,123,0.000152004
17,124,0.000200606
17,125,0.000197245
17,126,0.000258159
17,127,0.000727429
17,128,0.000321871
17,129,8.67262E-05
17,130,0.000247093
17,131,0.000136773
17,132,0.000107924
17,133,0.002410477
17,134,0.000549192
17,135,0.000282399
17,136,0.002177664
17,137,0.00016472
17,138,0.000366138
17,139,5.86929E-05
17,140,1.63239E-05
17,141,2.46104E-05
17,142,5.07186E-05
17,143,6.79836E-05
17,144,4.3883E-05
17,145,6.36356E-05
17,146,3.02867E-05
17,147,3.49889E-05
17,148,6.21688E-05
17,149,9.22591E-05
17,150,3.54532E-05
17,151,1.84153E-05
17,152,1.62546E-05
17,153,1.27789E-05
17,154,5.99386E-06
17,155,2.10757E-30
17,156,3.24991E-30
17,157,2.32233E-30
17,158,1.42659E-30
17,159,1.12263E-30
17,160,1.83463E-30
17,161,3.12972E-30
17,162,2.34955E-30
17,163,2.26381E-30
17,164,1.99098E-30
17,165,2.28605E-30
17,166,2.60394E-30
17,167,1.47729E-30
17,168,5.23998E-30
17,169,2.72149E-30
17,170,1.67114E-30
17,171,1.36052E-30
17,172,9.95147E-31
17,173,6.39188E-31
17,174,1.14913E-30
17,175,5.11659E-31
17,176,6.89747E-31
17,177,3.59953E-29
17,178,1.14746E-31
17,179,6.89525E-31
17,180,4.80289E-31
17,181,4.42605E-31
17,182,4.39594E-31
17,183,1.80053E-31
17,184,1.8849E-31
17,185,1.70749E-29
17,186,1.6273E-30
17,187,1.86547E-30
17,188,2.221E-31
17,189,1.70501E-31
17,190,2.13453E-31
17,191,9.90512E-31
17,192,1.74248E-30
17,193,4.74393E-30
17,194,2.25685E-30
17,195,5.76545E-31
17,196,3.96307E-31
17,197,8.2043E-31
17,198,9.12051E-31
17,199,9.57728E-31
18,0,1.40134E-30
18,1,8.93774E-31
18,2,6.68429E-31
18,3,7.40275E-30
18,4,5.36292E-31
18,5,2.37287E-30
18,6,1.47773E-30
18,7,7.14009E-31
18,8,1.16151E-30
18,9,2.16456E-31
18,10,2.16456E-31
18,11,1.84141E-31
18,12,4.63653E-31
18,13,8.02115E-31
18,14,1.63396E-30
18,15,2.09216E-30
18,16,2.30961E-30
18,17,1.28935E-30
18,18,8.50545E-31
18,19,7.42455E-31
18,20,9.35717E-31
18,21,6.72641E-31
18,22,1.61013E-30
18,23,2.27058E-30
18,24,9.35091E-31
18,25,3.08551E-30
18,26,6.21945E-31
18,27,8.40345E-31
18,28,6.36944E-31
18,29,1.7614E-30
18,30,1.31909E-30
18,31,1.50477E-30
18,32,1.1357E-30
18,33,1.07299E-30
18,34,7.4749E-31
18,35,1.01226E-30
18,36,9.25253E-31
18,37,4.95728E-30
18,38,5.40784E-30
18,39,2.38516E-30
18,40,6.13751E-31
18,41,6.86117E-07
18,42,2.66246E-06
18,43,1.12308E-05
18,44,2.13777E-05
18,45,2.0058E-05
18,46,2.81011E-05
18,47,5.94698E-05
18,48,7.19336E-05
18,49,0.000366159
18,50,0.000159336
18,51,7.71119E-05
18,52,4.52779E-05
18,53,2.93445E-05
18,54,2.77607E-05
18,55,6.01659E-05
18,56,4.20435E-05
18,57,0.000300833
18,58,4.40272E-05
18,59,5.33302E-05
18,60,5.91172E-05
18,61,5.99349E-05
18,62,0.000101772
18,63,0.001547389
18,64,0.000341487
18,65,0.000386872
18,66,6.45942E-05
18,67,9.42067E-05
18,68,0.00018302
18,69,0.000258794
18,70,0.00012817
18,71,6.72317E-05
18,72,8.17778E-05
18,73,0.00017481
18,74,0.000123542
18,75,0.000171305
18,76,0.001010932
18,77,0.000529087
18,78,0.000770791
18,79,0.000166539
18,80,0.000609698
18,81,0.000588649
18,82,0.000487724
18,83,0.001770104
18,84,0.001350192
18,85,0.001316833
18,86,0.003147742
18,87,0.001436624
18,88,0.002202627
18,89,0.002445897
18,90,0.005654758
18,91,0.004089919
18,92,0.00603552
18,93,0.005030209
18,94,0.010653483
18,95,0.01238197
18,96,0.023513084
18,97,0.03377461
18,98,0.081600591
18,99,0.360735181
18,100,0.356103967
18,101,0.071591297
18,102,0.031858515
18,103,0.015609654
18,104,0.011040895
18,105,0.007271319
18,106,0.00957417
18,107,0.005811928
18,108,0.003642405
18,109,0.002735352
18,110,0.003716864
18,111,0.001587615
18,112,0.002486917
18,113,0.007179295
18,114,0.002589153
18,115,0.000909534
18,116,0.001471031
18,117,0.00064051
18,118,0.000943796
18,119,0.001335621
18,120,0.000560267
18,121,0.000738812
18,122,0.001271067
18,123,0.000739936
18,124,0.00123895
18,125,0.00093013
18,126,0.000132713
18,127,0.000622674
18,128,0.000910105
18,129,0.00010236
18,130,0.00020261
18,131,0.00053348
18,132,0.00040797
18,133,0.000125156
18,134,0.002374872
18,135,0.000889682
18,136,0.000562269
18,137,0.000394686
18,138,9.53083E-05
18,139,0.000291138
18,140,8.14734E-05
18,141,6.58356E-05
18,142,4.19034E-05
18,143,4.06579E-05
18,144,5.43964E-05
18,145,6.40225E-05
18,146,4.3317E-05
18,147,3.62987E-05
18,148,5.63334E-05
18,149,0.000113385
18,150,4.26832E-05
18,151,0.000176817
18,152,1.80418E-05
18,153,2.02682E-05
18,154,9.02157E-06
18,155,3.80727E-06
18,156,8.27879E-06
18,157,5.17913E-06
18,158,1.78203E-30
18,159,1.95015E-30
18,160,2.19779E-30
18,161,3.86855E-30
18,162,1.95609E-30
18,163,1.9523E-30
18,164,2.10773E-30
18,165,3.38844E-30
18,166,9.54402E-31
18,167,3.54621E-30
18,168,4.2144E-30
18,169,2.26672E-30
18,170,1.03482E-30
18,171,7.50534E-31
18,172,6.74019E-31
18,173,1.0706E-30
18,174,1.97726E-30
18,175,1.22659E-30
18,176,2.56801E-30
18,177,3.50201E-29
18,178,1.77833E-30
18,179,1.44529E-30
18,180,1.04248E-30
18,181,5.60451E-31
18,182,7.43004E-31
18,183,1.00194E-30
18,184,1.41727E-29
18,185,5.76671E-30
18,186,2.04986E-30
18,187,7.43257E-31
18,188,1.13586E-30
18,189,7.43257E-31
18,190,3.81037E-30
18,191,4.04216E-30
18,192,1.98584E-30
18,193,2.2839E-30
18,194,5.38935E-31
18,195,9.14222E-31
18,196,1.11875E-30
18,197,1.05577E-30
18,198,1.31158E-30
18,199,7.90989E-31
19,0,1.42349E-30
19,1,2.03021E-30
19,2,1.97356E-30
19,3,4.39961E-30
19,4,4.73252E-30
19,5,1.11798E-30
19,6,3.48878E-30
19,7,1.05308E-30
19,8,1.52241E-30
19,9,7.07021E-31
19,10,6.9143E-31
19,11,7.73688E-31
19,12,9.64944E-31
19,13,1.01285E-30
19,14,1.31074E-30
19,15,6.97519E-31
19,16,8.17375E-31
19,17,1.61683E-30
19,18,2.26892E-30
19,19,1.9846E-30
19,20,1.61658E-30
19,21,9.08549E-31
19,22,1.33643E-30
19,23,1.64845E-30
19,24,2.99763E-30
19,25,1.74524E-30
19,26,2.48161E-30
19,27,7.89539E-31
19,28,9.91877E-31
19,29,1.00358E-30
19,30,9.59205E-31
19,31,7.22138E-31
19,32,1.38831E-30
19,33,1.86065E-30
19,34,1.63129E-30
19,35,8.7769E-31
19,36,1.14756E-30
19,37,1.40385E-30
19,38,2.71974E-30
19,39,6.71966E-30
19,40,9.61242E-06
19,41,6.86313E-06
19,42,4.22273E-05
19,43,1.01838E-05
19,44,2.11041E-05
19,45,5.25604E-07
19,46,1.57844E-05
19,47,2.27042E-05
19,48,4.38569E-05
19,49,5.2868E-05
19,50,3.64317E-05
19,51,4.86513E-05
19,52,5.39289E-05
19,53,4.10478E-05
19,54,7.26444E-05
19,55,3.96162E-05
19,56,2.13645E-05
19,57,3.19515E-05
19,58,3.37176E-05
19,59,3.72186E-05
19,60,0.000344719
19,61,0.000536525
19,62,8.85164E-05
19,63,0.000299852
19,64,0.000134876
19,65,0.000126475
19,66,0.000137066
19,67,0.000107402
19,68,0.000132674
19,69,9.4881E-05
19,70,0.000130102
19,71,9.69468E-05
19,72,0.000142235
19,73,0.000628094
19,74,0.000868721
19,75,0.000372806
19,76,0.000867327
19,77,0.001519047
19,78,0.000484501
19,79,0.00321253
19,80,0.000219911
19,81,0.000321708
19,82,0.001532871
19,83,0.00084114
19,84,0.002438277
19,85,0.000737681
19,86,0.002364722
19,87,0.002139592
19,88,0.004419577
19,89,0.002828398
19,90,0.004955074
19,91,0.003026028
19,92,0.00505921
19,93,0.010859474
19,94,0.009025498
19,95,0.011434871
19,96,0.017317402
19,97,0.03499092
19,98,0.082402984
19,99,0.343859662
19,100,0.33414696
19,101,0.09707411
19,102,0.030401384
19,103,0.01485051
19,104,0.008491285
19,105,0.007030244
19,106,0.005659432
19,107,0.007831254
19,108,0.004061986
19,109,0.002788356
19,110,0.004648038
19,111,0.00209721
19,112,0.001792042
19,113,0.003717809
19,114,0.002742441
19,115,0.001007416
19,116,0.00047833
19,117,0.000727191
19,118,0.00186965
19,119,0.003149133
19,120,0.000749424
19,121,0.000758362
19,122,0.001800809
19,123,0.000430992
19,124,0.002415873
19,125,0.000900247
19,126,0.000559607
19,127,0.000315073
19,128,0.000226571
19,129,0.00067466
19,130,0.000262279
19,131,0.000212802
19,132,0.000200168
19,133,0.000917112
19,134,0.001435707
19,135,0.00039399
19,136,0.000922466
19,137,0.000209743
19,138,0.000113779
19,139,0.000368364
19,140,4.00765E-05
19,141,0.000181544
19,142,0.000110716
19,143,8.35671E-05
19,144,6.4596E-05
19,145,4.46665E-05
19,146,4.25848E-05
19,147,4.73096E-05
19,148,5.12674E-05
19,149,2.56687E-05
19,150,2.64747E-05
19,151,0.001047696
19,152,1.68112E-05
19,153,2.66145E-05
19,154,1.54725E-05
19,155,1.9319E-05
19,156,1.44666E-05
19,157,1.02558E-05
19,158,1.86277E-30
19,159,1.96301E-30
19,160,3.3109E-30
19,161,1.67994E-30
19,162,1.82962E-30
19,163,1.63558E-30
19,164,3.17351E-30
19,165,1.27048E-30
19,166,2.62253E-30
19,167,4.40965E-30
19,168,2.20204E-30
19,169,8.10215E-31
19,170,4.47659E-31
19,171,6.29386E-31
19,172,9.75192E-31
19,173,1.73204E-30
19,174,1.57707E-30
19,175,3.11358E-30
19,176,1.23403E-30
19,177,3.53461E-29
19,178,1.64148E-30
19,179,1.26939E-30
19,180,1.11791E-30
19,181,1.36163E-30
19,182,1.70471E-30
19,183,1.05557E-30
19,184,1.96447E-29
19,185,1.64741E-30
19,186,3.72107E-31
19,187,3.72107E-31
19,188,3.60939E-30
19,189,3.47512E-30
19,190,1.85634E-30
19,191,5.71788E-31
19,192,1.22775E-30
19,193,1.24776E-30
19,194,5.18121E-31
19,195,9.19836E-31
19,196,6.87972E-31
19,197,8.19439E-31
19,198,3.7115E-31
19,199,1.53434E-30
20,0,8.56478E-31
20,1,6.53347E-31
20,2,1.05879E-30
20,3,2.02754E-30
20,4,9.36477E-30
20,5,1.73564E-30
20,6,3.86553E-30
20,7,2.89408E-30
20,8,2.34623E-30
20,9,1.837E-30
20,10,1.12568E-30
20,11,8.53653E-31
20,12,7.57654E-31
20,13,8.74679E-31
20,14,7.65428E-31
20,15,1.02237E-30
20,16,6.90712E-31
20,17,9.33388E-31
20,18,8.17167E-31
20,19,7.04499E-31
20,20,1.42058E-30
20,21,2.47522E-30
20,22,2.33529E-30
20,23,3.08265E-30
20,24,5.9853E-31
20,25,2.75068E-30
20,26,2.7865E-30
20,27,1.46246E-30
20,28,8.25676E-31
20,29,1.06261E-30
20,30,1.26794E-30
20,31,1.39875E-30
20,32,8.15295E-31
20,33,9.74093E-31
20,34,1.27677E-30
20,35,1.86477E-30
20,36,2.46912E-30
20,37,2.37718E-30
20,38,3.5338E-30
20,39,3.51849E-30
20,40,1.24954E-06
20,41,1.60248E-05
20,42,8.98477E-06
20,43,1.99369E-05
20,44,3.14169E-05
20,45,4.14644E-05
20,46,3.01697E-05
20,47,2.91249E-05
20,48,4.20514E-05
20,49,3.29503E-05
20,50,0.000113091
20,51,6.63038E-05
20,52,4.00259E-05
20,53,3.99908E-05
20,54,3.03898E-05
20,55,0.000184111
20,56,6.23361E-05
20,57,6.4204E-05
20,58,5.04121E-05
20,59,5.33051E-05
20,60,0.000195463
20,61,0.000171799
20,62,0.000205002
20,63,0.000673497
20,64,0.000568678
20,65,0.000208113
20,66,8.74397E-05
20,67,9.20044E-05
20,68,8.98696E-05
20,69,0.000871616
20,70,0.00013678
20,71,0.000115127
20,72,0.00040221
20,73,0.000401688
20,74,0.000280032
20,75,0.000590078
20,76,0.000301631
20,77,0.000523494
20,78,0.002215568
20,79,0.001265186
20,80,0.000310089
20,81,0.000544475
20,82,0.000280221
20,83,0.000518581
20,84,0.001306344
20,85,0.001243796
20,86,0.002318641
20,87,0.002164196
20,88,0.003815581
20,89,0.00325007
20,90,0.002554324
20,91,0.003923366
20,92,0.0070248
20,93,0.007747489
20,94,0.010999914
20,95,0.010729281
20,96,0.017992991
20,97,0.039681023
20,98,0.085659474
20,99,0.33226638
20,100,0.336901303
20,101,0.089683841
20,102,0.04022639
20,103,0.018904747
20,104,0.011897683
20,105,0.009296212
20,106,0.005467715
20,107,0.006122488
20,108,0.005084424
20,109,0.002520466
20,110,0.001567404
20,111,0.000534804
20,112,0.003183962
20,113,0.002381984
20,114,0.005259637
20,115,0.00437797
20,116,0.001738265
20,117,0.000464564
20,118,0.000995069
20,119,0.0012164
20,120,0.000922631
20,121,0.000474086
20,122,0.000286489
20,123,0.000190805
20,124,0.000833489
20,125,0.000593376
20,126,0.000363648
20,127,0.00024716
20,128,0.000316455
20,129,0.000767497
20,130,0.000619294
20,131,0.000621597
20,132,0.000518083
20,133,0.000242416
20,134,0.000981269
20,135,0.000655495
20,136,0.000390642
20,137,0.000844077
20,138,0.001085148
20,139,0.000184759
20,140,0.000321485
20,141,7.71203E-05
20,142,0.000519293
20,143,6.83571E-05
20,144,7.84743E-05
20,145,6.12681E-05
20,146,5.64379E-05
20,147,0.000174157
20,148,7.1007E-05
20,149,6.41031E-05
20,150,7.32138E-05
20,151,5.06264E-05
20,152,4.45249E-05
20,153,6.18558E-05
20,154,4.15891E-05
20,155,3.14743E-05
20,156,5.44692E-05
20,157,3.39645E-05
20,158,0.0009222
20,159,2.02497E-05
20,160,1.44835E-05
20,161,1.77301E-30
20,162,1.3722E-30
20,163,1.9839E-30
20,164,1.57582E-30
20,165,2.30076E-30
20,166,4.78187E-30
20,167,3.50274E-30
20,168,1.75249E-30
20,169,1.48947E-30
20,170,2.13397E-30
20,171,2.41812E-30
20,172,2.03294E-30
20,173,2.69705E-30
20,174,2.13854E-30
20,175,8.58982E-31
20,176,8.47381E-31
20,177,3.53728E-29
20,178,1.08425E-30
20,179,1.09415E-30
20,180,1.04961E-30
20,181,1.106E-30
20,182,1.18706E-30
20,183,8.32766E-30
20,184,1.23814E-29
20,185,1.04031E-30
20,186,3.66579E-30
20,187,3.83932E-30
20,188,1.38724E-30
20,189,1.22978E-30
20,190,2.19029E-30
20,191,1.04976E-30
20,192,2.13988E-30
20,193,6.14401E-31
20,194,1.17206E-30
20,195,5.89548E-31
20,196,7.319E-31
20,197,8.17092E-31
20,198,9.01903E-31
20,199,1.2754E-30
21,0,5.60553E-31
21,1,7.53497E-31
21,2,5.33338E-31
21,3,5.69936E-31
21,4,7.76503E-30
21,5,7.50205E-31
21,6,2.88237E-30
21,7,7.11832E-31
21,8,1.95472E-30
21,9,3.19519E-30
21,10,1.46436E-30
21,11,1.63865E-30
21,12,1.45354E-30
21,13,8.63338E-31
21,14,6.53816E-31
21,15,5.39696E-31
21,16,9.47146E-31
21,17,1.15775E-30
21,18,4.4824E-31
21,19,2.69106E-31
21,20,2.1292E-31
21,21,4.22515E-31
21,22,2.33287E-31
21,23,1.1395E-30
21,24,2.85819E-30
21,25,2.95469E-30
21,26,3.86414E-30
21,27,3.09072E-30
21,28,7.78167E-31
21,29,7.52685E-31
21,30,3.91299E-31
21,31,1.32225E-30
21,32,3.06723E-30
21,33,2.0126E-30
21,34,2.97028E-30
21,35,2.10596E-30
21,36,1.22075E-30
21,37,1.91063E-06
21,38,8.20882E-06
21,39,1.26564E-05
21,40,1.42532E-05
21,41,1.82724E-05
21,42,2.48642E-05
21,43,2.70904E-05
21,44,2.31866E-05
21,45,3.80005E-05
21,46,3.64087E-05
21,47,3.34218E-05
21,48,5.06693E-05
21,49,5.27204E-05
21,50,4.36227E-05
21,51,7.91582E-05
21,52,7.56255E-05
21,53,5.56806E-05
21,54,3.80685E-05
21,55,4.0697E-05
21,56,7.08518E-05
21,57,0.000146238
21,58,6.0329E-05
21,59,0.000328568
21,60,6.44591E-05
21,61,7.78312E-05
21,62,0.000154669
21,63,0.000699948
21,64,0.000176816
21,65,0.000151348
21,66,0.000116468
21,67,0.000866924
21,68,0.001010009
21,69,0.000703574
21,70,0.000746826
21,71,0.000298495
21,72,0.000829535
21,73,0.000672789
21,74,0.000908119
21,75,0.000374474
21,76,0.001069481
21,77,0.000315939
21,78,0.001026696
21,79,0.002165215
21,80,0.000372498
21,81,0.000631135
21,82,0.001108301
21,83,0.000604504
21,84,0.001398167
21,85,0.001991725
21,86,0.004169597
21,87,0.002704539
21,88,0.001587179
21,89,0.003538414
21,90,0.003407916
21,91,0.005725949
21,92,0.008387708
21,93,0.004855944
21,94,0.013184781
21,95,0.015970089
21,96,0.023577374
21,97,0.037622288
21,98,0.089410376
21,99,0.333160084
21,100,0.334739355
21,101,0.091615504
21,102,0.046296815
21,103,0.020807733
21,104,0.014533735
21,105,0.007417134
21,106,0.007844751
21,107,0.003648949
21,108,0.004045467
21,109,0.002784508
21,110,0.00261654
21,111,0.003995482
21,112,0.005556282
21,113,0.003762405
21,114,0.001275109
21,115,0.002703825
21,116,0.001073027
21,117,0.001439405
21,118,0.001408619
21,119,0.000601482
21,120,0.000252675
21,121,0.000996447
21,122,0.001078014
21,123,0.00100796
21,124,0.000836431
21,125,0.000641678
21,126,0.000842649
21,127,0.002094965
21,128,0.000726081
21,129,0.000556939
21,130,0.000351585
21,131,0.000963935
21,132,0.001083554
21,133,0.000381866
21,134,0.000753175
21,135,0.000523204
21,136,0.001024246
21,137,0.000383732
21,138,0.000554508
21,139,0.000490286
21,140,7.15807E-05
21,141,9.70122E-05
21,142,3.02873E-05
21,143,8.0457E-05
21,144,0.000103471
21,145,1.91827E-05
21,146,0.000535154
21,147,0.000130481
21,148,5.29331E-05
21,149,3.17072E-05
21,150,4.03976E-05
21,151,0.000314661
21,152,3.57451E-05
21,153,6.11828E-05
21,154,4.82341E-05
21,155,2.66029E-05
21,156,1.77905E-05
21,157,1.89523E-05
21,158,3.31745E-05
21,159,2.03586E-05
21,160,7.17699E-06
21,161,4.1906E-06
21,162,4.34266E-30
21,163,5.50541E-30
21,164,4.8084E-30
21,165,5.79398E-30
21,166,1.10919E-30
21,167,2.41003E-30
21,168,1.54991E-30
21,169,1.25611E-30
21,170,9.09899E-31
21,171,5.43548E-31
21,172,1.9986E-30
21,173,2.66162E-30
21,174,2.33621E-30
21,175,2.56472E-30
21,176,2.56542E-30
21,177,3.69241E-29
21,178,2.39883E-30
21,179,1.77561E-30
21,180,1.62959E-30
21,181,1.21193E-30
21,182,3.67627E-30
21,183,1.93735E-29
21,184,4.73754E-30
21,185,4.21022E-30
21,186,1.76858E-30
21,187,1.35599E-30
21,188,1.92033E-30
21,189,1.07727E-30
21,190,1.94363E-30
21,191,9.13853E-31
21,192,2.97369E-30
21,193,1.97174E-30
21,194,2.09311E-30
21,195,1.83506E-30
21,196,1.61539E-30
21,197,1.1059E-30
21,198,1.51486E-30
21,199,1.14279E-30
22,0,1.53968E-30
22,1,9.82057E-31
22,2,1.31433E-30
22,3,1.27744E-30
22,4,8.43032E-31
22,5,7.89244E-30
22,6,6.60756E-31
22,7,2.43119E-30
22,8,8.52079E-31
22,9,1.72309E-30
22,10,1.7133E-30
22,11,8.15802E-31
22,12,5.1461E-31
22,13,1.0279E-30
22,14,1.52547E-30
22,15,1.73741E-30
22,16,1.55741E-30
22,17,2.0954E-30
22,18,1.18347E-30
22,19,4.01342E-31
22,20,1.82037E-31
22,21,4.54036E-31
22,22,6.64853E-31
22,23,4.5849E-31
22,24,1.49695E-30
22,25,4.00825E-31
22,26,1.44518E-30
22,27,4.76495E-30
22,28,5.627E-30
22,29,4.03818E-30
22,30,3.13359E-30
22,31,2.4217E-30
22,32,1.61665E-30
22,33,2.19376E-30
22,34,1.54042E-30
22,35,1.65595E-30
22,36,1.38612E-30
22,37,8.47591E-06
22,38,2.11007E-05
22,39,1.59886E-06
22,40,6.47086E-06
22,41,9.45962E-06
22,42,4.89564E-06
22,43,2.80639E-30
22,44,1.06204E-05
22,45,2.75233E-05
22,46,3.15765E-05
22,47,3.91423E-05
22,48,2.86884E-05
22,49,3.05708E-05
22,50,3.16664E-05
22,51,2.68971E-05
22,52,3.24125E-05
22,53,0.000196912
22,54,6.56636E-05
22,55,0.000680071
22,56,0.00013881
22,57,6.92329E-05
22,58,0.000106169
22,59,0.000102283
22,60,8.80186E-05
22,61,0.00015108
22,62,0.000316021
22,63,0.00129612
22,64,0.001056969
22,65,0.000430744
22,66,0.000542328
22,67,0.001232309
22,68,0.001222522
22,69,0.000280163
22,70,0.000468358
22,71,0.000143042
22,72,0.000426287
22,73,0.000103671
22,74,0.000622963
22,75,0.002045784
22,76,0.001145443
22,77,0.001448901
22,78,0.000998692
22,79,0.000485735
22,80,0.000372444
22,81,0.001173261
22,82,0.001436632
22,83,0.001011319
22,84,0.002272377
22,85,0.001123903
22,86,0.00159088
22,87,0.003419967
22,88,0.003301571
22,89,0.003954873
22,90,0.002302086
22,91,0.003344649
22,92,0.004012152
22,93,0.006547884
22,94,0.011541822
22,95,0.014265053
22,96,0.021482358
22,97,0.036563178
22,98,0.092880561
22,99,0.316435729
22,100,0.312971184
22,101,0.090597698
22,102,0.039814885
22,103,0.020598037
22,104,0.014033207
22,105,0.010474581
22,106,0.011371826
22,107,0.004334051
22,108,0.004052289
22,109,0.004644763
22,110,0.003755669
22,111,0.002420743
22,112,0.002654264
22,113,0.003176781
22,114,0.001370228
22,115,0.001498725
22,116,0.001947121
22,117,0.001121337
22,118,0.001541547
22,119,0.001054799
22,120,0.001126181
22,121,0.000764931
22,122,0.0001459
22,123,9.99885E-05
22,124,0.000643531
22,125,0.002631208
22,126,0.000277639
22,127,0.000942394
22,128,0.00038255
22,129,0.000421165
22,130,0.000216729
22,131,5.63724E-05
22,132,0.001104139
22,133,0.000604755
22,134,0.000797569
22,135,0.000102689
22,136,0.000558984
22,137,0.00094712
22,138,0.00032457
22,139,0.000197613
22,140,5.99947E-05
22,141,5.1052E-05
22,142,2.02197E-05
22,143,0.000195569
22,144,7.05614E-05
22,145,7.10305E-05
22,146,0.00034309
22,147,0.000190559
22,148,4.79741E-05
22,149,9.44555E-05
22,150,3.87257E-05
22,151,4.57807E-05
22,152,2.68865E-05
22,153,0.000223864
22,154,7.1172E-05
22,155,2.56531E-05
22,156,3.21607E-05
22,157,0.000520382
22,158,4.55623E-05
22,159,1.16711E-05
22,160,1.15767E-05
22,161,3.9707E-06
22,162,2.88461E-30
22,163,1.57658E-30
22,164,5.18247E-30
22,165,3.38767E-30
22,166,4.64501E-30
22,167,5.86529E-30
22,168,4.92449E-30
22,169,4.53762E-30
22,170,4.56258E-30
22,171,5.62636E-30
22,172,4.4916E-30
22,173,1.75546E-30
22,174,1.50544E-30
22,175,1.30904E-30
22,176,1.27475E-30
22,177,3.49945E-29
22,178,7.27409E-31
22,179,1.43463E-30
22,180,2.20759E-30
22,181,6.09935E-30
22,182,4.88816E-30
22,183,1.97117E-29
22,184,1.21451E-30
22,185,9.70236E-31
22,186,1.16748E-30
22,187,1.649E-30
22,188,1.94764E-30
22,189,1.92721E-30
22,190,1.2306E-30
22,191,1.4965E-30
22,192,2.72476E-30
22,193,1.24167E-30
22,194,6.34895E-31
22,195,9.82131E-31
22,196,4.95844E-31
22,197,4.94937E-31
22,198,1.85994E-30
22,199,7.78242E-31
23,0,1.14378E-30
23,1,7.64994E-31
23,2,8.01265E-31
23,3,1.06495E-30
23,4,1.78111E-30
23,5,8.71754E-30
23,6,1.28369E-30
23,7,2.88361E-30
23,8,9.16156E-31
23,9,1.36226E-30
23,10,1.77913E-30
23,11,2.06104E-30
23,12,1.46237E-30
23,13,1.00954E-30
23,14,5.51613E-31
23,15,5.75836E-31
23,16,7.32489E-31
23,17,9.43418E-31
23,18,1.58448E-30
23,19,2.32382E-30
23,20,1.80792E-30
23,21,1.44764E-30
23,22,1.3888E-30
23,23,1.24209E-30
23,24,2.03462E-30
23,25,2.3866E-30
23,26,2.25353E-30
23,27,2.37254E-30
23,28,3.6801E-30
23,29,1.51968E-30
23,30,1.95036E-30
23,31,2.31394E-30
23,32,2.93978E-30
23,33,2.68901E-30
23,34,2.05003E-30
23,35,3.09944E-06
23,36,1.44393E-05
23,37,9.34795E-06
23,38,1.729E-05
23,39,1.53783E-05
23,40,2.96183E-05
23,41,1.34168E-05
23,42,1.12802E-05
23,43,1.43314E-05
23,44,1.17807E-05
23,45,4.69518E-06
23,46,2.23182E-05
23,47,2.13589E-05
23,48,2.67504E-05
23,49,5.83595E-05
23,50,3.23608E-05
23,51,6.16033E-05
23,52,4.17364E-05
23,53,7.68793E-05
23,54,0.000202353
23,55,9.00939E-05
23,56,5.79282E-05
23,57,6.58795E-05
23,58,5.2729E-05
23,59,6.84721E-05
23,60,8.9495E-05
23,61,9.14477E-05
23,62,0.000589806
23,63,0.000345053
23,64,7.95993E-05
23,65,0.001540108
23,66,0.000426897
23,67,0.000486695
23,68,0.000270816
23,69,7.96815E-05
23,70,0.000226119
23,71,9.52882E-05
23,72,0.000475098
23,73,0.000787394
23,74,0.000142609
23,75,0.00011811
23,76,0.000720738
23,77,0.001192113
23,78,0.001006757
23,79,0.001191222
23,80,0.000347745
23,81,0.000369177
23,82,0.000381012
23,83,0.001366245
23,84,0.001226952
