X,Y,Edep
3,196,2.13313E-29
3,197,6.84301E-30
3,198,1.40857E-30
3,199,4.3099E-31
4,0,9.85411E-31
4,1,2.39408E-30
4,2,3.84979E-31
4,3,8.92471E-31
4,4,4.41902E-31
4,5,4.41015E-31
4,6,5.51848E-31
4,7,7.0762E-31
4,8,7.14496E-31
4,9,1.00288E-30
4,10,2.60341E-30
4,11,8.5638E-31
4,12,8.03481E-31
4,13,5.35137E-31
4,14,1.72869E-30
4,15,7.69618E-30
4,16,3.27127E-30
4,17,8.64959E-31
4,18,8.06039E-31
4,19,9.27625E-31
4,20,9.62039E-31
4,21,1.3893E-30
4,22,1.37583E-30
4,23,6.83903E-31
4,24,3.74859E-31
4,25,2.18356E-31
4,26,6.74575E-31
4,27,1.60174E-30
4,28,5.64088E-31
4,29,6.43669E-31
4,30,1.52311E-30
4,31,1.34044E-30
4,32,9.98357E-31
4,33,8.8538E-31
4,34,1.26265E-30
4,35,2.13357E-30
4,36,2.48363E-30
4,37,9.03314E-31
4,38,1.28082E-30
4,39,2.22932E-30
4,40,2.54084E-30
4,41,1.85278E-30
4,42,7.96472E-31
4,43,7.7687E-31
4,44,9.46053E-31
4,45,2.18857E-30
4,46,2.26889E-30
4,47,3.14547E-30
4,48,2.91792E-30
4,49,7.82044E-31
4,50,3.95403E-30
4,51,1.42513E-30
4,52,3.61709E-30
4,53,2.1756E-30
4,54,1.37997E-30
4,55,3.97393E-30
4,56,2.53353E-30
4,57,2.99149E-30
4,58,3.06304E-30
4,59,1.81979E-30
4,60,1.99833E-30
4,61,1.93882E-30
4,62,1.21923E-30
4,63,4.55717E-30
4,64,3.59968E-30
4,65,3.2865E-30
4,66,6.16113E-30
4,67,9.00069E-30
4,68,6.48277E-30
4,69,2.48803E-30
4,70,5.89016E-07
4,71,4.70412E-06
4,72,1.24647E-05
4,73,3.31817E-05
4,74,2.16662E-30
4,75,5.96062E-31
4,76,2.10689E-05
4,77,3.85547E-05
4,78,3.70078E-05
4,79,5.29167E-05
4,80,2.7188E-05
4,81,0.00034953
4,82,8.12518E-05
4,83,0.000220869
4,84,0.000516707
4,85,0.000269788
4,86,0.0003653
4,87,0.002366329
4,88,0.000471863
4,89,0.001262457
4,90,0.001220137
4,91,0.001151918
4,92,0.000603225
4,93,0.004180631
4,94,0.00299411
4,95,0.005397719
4,96,0.00799061
4,97,0.012715172
4,98,0.036628222
4,99,0.344852894
4,100,0.491018251
4,101,0.02711498
4,102,0.01671136
4,103,0.010999984
4,104,0.003069046
4,105,0.002231243
4,106,0.003422861
4,107,0.001672033
4,108,0.001855861
4,109,0.001799713
4,110,0.000668497
4,111,0.00249806
4,112,0.003138567
4,113,0.001985716
4,114,0.000292869
4,115,9.64947E-05
4,116,7.83269E-05
4,117,0.000507326
4,118,2.18899E-05
4,119,0.001155149
4,120,0.000132782
4,121,0.001372609
4,122,0.000275984
4,123,3.05481E-05
4,124,1.21109E-05
4,125,4.92903E-05
4,126,2.39523E-05
4,127,1.35181E-05
4,128,9.02578E-06
4,129,3.58402E-06
4,130,1.74322E-30
4,131,1.34871E-29
4,132,3.47762E-30
4,133,1.32188E-30
4,134,7.75959E-31
4,135,7.64655E-31
4,136,1.43286E-30
4,137,2.76576E-30
4,138,9.18937E-31
4,139,1.01693E-30
4,140,5.49568E-30
4,141,4.67258E-30
4,142,1.12065E-29
4,143,3.40949E-30
4,144,1.19277E-30
4,145,1.02441E-30
4,146,8.55828E-31
4,147,1.11516E-30
4,148,1.53148E-30
4,149,4.0441E-30
4,150,3.36169E-30
4,151,1.75839E-30
4,152,9.82373E-31
4,153,1.55651E-30
4,154,2.47846E-30
4,155,1.50866E-30
4,156,1.48278E-30
4,157,1.98575E-30
4,158,1.82614E-30
4,159,2.43868E-31
4,160,4.67545E-31
4,161,1.56824E-30
4,162,1.10399E-30
4,163,1.217E-30
4,164,1.02041E-30
4,165,1.13552E-30
4,166,1.38174E-30
4,167,4.86591E-30
4,168,7.51469E-30
4,169,2.88044E-31
4,170,2.05337E-30
4,171,1.59172E-30
4,172,3.26137E-30
4,173,5.26007E-30
4,174,5.01315E-30
4,175,2.48291E-30
4,176,1.6599E-30
4,177,9.24604E-31
4,178,3.54268E-29
4,179,3.55484E-30
4,180,2.39004E-30
4,181,1.15886E-30
4,182,8.16705E-31
4,183,4.55141E-31
4,184,5.86342E-31
4,185,8.39983E-31
4,186,1.66402E-30
4,187,7.78399E-31
4,188,9.11752E-31
4,189,7.8366E-31
4,190,1.77096E-29
4,191,2.08049E-30
4,192,1.48591E-30
4,193,6.56828E-31
4,194,1.57793E-30
4,195,4.57141E-31
4,196,4.44163E-31
4,197,1.69111E-29
4,198,2.03959E-29
4,199,2.05165E-29
5,0,2.72058E-31
5,1,1.66608E-30
5,2,1.84552E-30
5,3,6.24555E-31
5,4,1.39525E-30
5,5,5.96776E-31
5,6,6.78784E-31
5,7,8.33251E-31
5,8,1.00433E-30
5,9,1.39114E-30
5,10,1.29175E-30
5,11,2.73313E-30
5,12,1.46899E-30
5,13,1.64987E-30
5,14,1.85057E-30
5,15,2.34138E-30
5,16,6.63148E-30
5,17,6.75948E-30
5,18,1.71967E-30
5,19,1.41015E-30
5,20,1.25922E-30
5,21,1.67334E-30
5,22,2.04054E-30
5,23,1.56355E-30
5,24,1.20933E-30
5,25,1.07512E-30
5,26,7.3793E-31
5,27,7.63522E-31
5,28,1.44801E-30
5,29,2.81037E-31
5,30,1.93578E-31
5,31,8.13046E-31
5,32,8.2472E-31
5,33,7.5461E-31
5,34,1.23428E-30
5,35,1.28668E-30
5,36,3.88439E-30
5,37,1.6914E-30
5,38,6.70227E-31
5,39,8.10728E-31
5,40,1.80415E-30
5,41,2.37052E-30
5,42,2.46898E-30
5,43,1.0001E-30
5,44,1.35189E-30
5,45,6.33999E-31
5,46,5.15492E-31
5,47,1.58047E-30
5,48,6.13326E-30
5,49,2.4563E-30
5,50,5.44489E-31
5,51,3.19483E-30
5,52,1.29801E-30
5,53,3.35106E-30
5,54,1.52995E-30
5,55,8.8232E-31
5,56,2.31232E-30
5,57,3.08455E-30
5,58,3.47765E-30
5,59,2.26998E-30
5,60,2.8353E-30
5,61,2.69772E-30
5,62,3.04591E-30
5,63,7.10527E-30
5,64,1.06485E-30
5,65,5.67004E-30
5,66,8.33318E-06
5,67,9.29738E-30
5,68,7.51993E-06
5,69,1.04491E-05
5,70,1.40686E-05
5,71,2.96982E-05
5,72,0.000804741
5,73,4.65257E-05
5,74,5.56008E-05
5,75,3.00403E-05
5,76,4.65141E-05
5,77,7.84721E-05
5,78,0.000151262
5,79,0.000580632
5,80,0.000158062
5,81,0.000579216
5,82,0.000482211
5,83,0.000408073
5,84,0.000300986
5,85,0.000409287
5,86,0.000973776
5,87,0.0002597
5,88,0.001929458
5,89,0.001116941
5,90,0.001930081
5,91,0.001273248
5,92,0.003205415
5,93,0.002653584
5,94,0.004089829
5,95,0.004933582
5,96,0.007300904
5,97,0.011871487
5,98,0.031013617
5,99,0.374483473
5,100,0.475797668
5,101,0.032604354
5,102,0.019743802
5,103,0.010746483
5,104,0.004606941
5,105,0.0019562
5,106,0.003446452
5,107,0.002413485
5,108,0.002336018
5,109,0.000690031
5,110,0.000796256
5,111,0.001066316
5,112,0.000926733
5,113,0.000653313
5,114,0.000547416
5,115,0.000630735
5,116,6.545E-05
5,117,0.000202912
5,118,0.001513306
5,119,0.001103049
5,120,0.000156791
5,121,0.000511437
5,122,1.83758E-05
5,123,8.28574E-05
5,124,0.00010504
5,125,0.000199043
5,126,6.0061E-05
5,127,4.92426E-05
5,128,4.08239E-05
5,129,3.00015E-05
5,130,2.31739E-05
5,131,2.21742E-05
5,132,4.81049E-06
5,133,1.72585E-30
5,134,9.87761E-31
5,135,1.5279E-30
5,136,6.4094E-31
5,137,6.42771E-31
5,138,3.92262E-30
5,139,2.64579E-30
5,140,5.63673E-30
5,141,9.18497E-30
5,142,5.99339E-30
5,143,1.26494E-30
5,144,8.86064E-31
5,145,1.03756E-30
5,146,1.32525E-30
5,147,1.7983E-30
5,148,3.04366E-30
5,149,3.56386E-30
5,150,1.94021E-30
5,151,1.03169E-30
5,152,5.89027E-31
5,153,2.48463E-30
5,154,1.66162E-30
5,155,2.10049E-30
5,156,1.62459E-30
5,157,1.5088E-30
5,158,1.10388E-30
5,159,9.28479E-31
5,160,1.54527E-30
5,161,1.48751E-30
5,162,1.75254E-30
5,163,9.97986E-31
5,164,1.43991E-30
5,165,1.14059E-30
5,166,6.3786E-30
5,167,8.65458E-30
5,168,2.59103E-30
5,169,3.28399E-30
5,170,4.24135E-30
5,171,2.38653E-30
5,172,3.05214E-30
5,173,2.1609E-30
5,174,1.24455E-30
5,175,1.23061E-30
5,176,1.45979E-30
5,177,1.52534E-30
5,178,3.68903E-29
5,179,2.8428E-30
5,180,1.91028E-30
5,181,8.90557E-31
5,182,3.3455E-31
5,183,5.01785E-31
5,184,5.08161E-31
5,185,8.33131E-31
5,186,2.67339E-31
5,187,4.18814E-31
5,188,4.13663E-31
5,189,5.01476E-30
5,190,1.45858E-29
5,191,1.07741E-30
5,192,4.48866E-31
5,193,4.64046E-31
5,194,1.4435E-30
5,195,4.44932E-31
