T/s,I_EBIC/A,I_prim/A,I_P/nA,I_se/nA
20.71666667,1.50385E-09,5.15201E-09,5.15201,1.503850185
20.73333333,1.48546E-09,4.85721E-09,4.85721,1.485463291
20.75,1.46708E-09,5.04415E-09,5.04415,1.467076398
20.76666667,1.44962E-09,4.9894E-09,4.9894,1.449619211
20.78333333,1.43299E-09,4.92924E-09,4.92924,1.432985502
20.8,1.41635E-09,4.66384E-09,4.66384,1.416351792
20.81666667,1.39972E-09,4.67179E-09,4.67179,1.399718083
20.83333333,1.38308E-09,4.71255E-09,4.71255,1.383084374
20.85,1.36645E-09,4.56274E-09,4.56274,1.366450665
20.86666667,1.34982E-09,4.52258E-09,4.52258,1.349816956
20.88333333,1.33318E-09,4.56977E-09,4.56977,1.333183247
20.9,1.31655E-09,4.53929E-09,4.53929,1.316549538
20.91666667,1.29992E-09,4.45411E-09,4.45411,1.299915829
20.93333333,1.28328E-09,4.18164E-09,4.18164,1.28328212
20.95,1.26665E-09,4.17094E-09,4.17094,1.266648411
20.96666667,1.25066E-09,4.34452E-09,4.34452,1.250655446
20.98333333,1.23524E-09,4.0645E-09,4.0645,1.235244638
21,1.21983E-09,4.18051E-09,4.18051,1.21983383
21.01666667,1.20442E-09,3.97379E-09,3.97379,1.204423022
21.03333333,1.18901E-09,4.02756E-09,4.02756,1.189012214
21.05,1.1736E-09,3.84152E-09,3.84152,1.173601406
21.06666667,1.15819E-09,3.8471E-09,3.8471,1.158190598
21.08333333,1.14278E-09,3.7525E-09,3.7525,1.14277979
21.1,1.12737E-09,3.80437E-09,3.80437,1.127368982
21.11666667,1.11196E-09,3.83845E-09,3.83845,1.111958174
21.13333333,1.09655E-09,3.65168E-09,3.65168,1.096547366
21.15,1.08114E-09,3.67824E-09,3.67824,1.081136558
21.16666667,1.04964E-09,3.60924E-09,3.60924,1.049635427
21.18333333,1.00359E-09,3.33334E-09,3.33334,1.003589922
21.2,9.57544E-10,3.30404E-09,3.30404,0.957544416
21.21666667,9.11499E-10,3.07499E-09,3.07499,0.911498911
21.23333333,8.65453E-10,2.83333E-09,2.83333,0.865453405
21.25,8.19408E-10,2.746E-09,2.746,0.8194079
21.26666667,7.73362E-10,2.6015E-09,2.6015,0.773362395
21.28333333,7.27317E-10,2.47455E-09,2.47455,0.727316889
21.3,6.81271E-10,2.25055E-09,2.25055,0.681271384
21.31666667,6.35226E-10,2.12012E-09,2.12012,0.635225878
21.33333333,5.8918E-10,1.93274E-09,1.93274,0.589180373
21.35,5.43135E-10,1.88218E-09,1.88218,0.543134868
21.36666667,5.19848E-10,1.80335E-09,1.80335,0.519847937
21.38333333,5.1743E-10,1.76938E-09,1.76938,0.517430487
21.4,5.15013E-10,1.79184E-09,1.79184,0.515013036
21.41666667,5.12596E-10,1.73939E-09,1.73939,0.512595586
21.43333333,5.10178E-10,1.69562E-09,1.69562,0.510178135
21.45,5.07761E-10,1.73475E-09,1.73475,0.507760685
21.46666667,5.05343E-10,1.67543E-09,1.67543,0.505343235
21.48333333,5.02926E-10,1.65028E-09,1.65028,0.502925784
21.5,5.00508E-10,1.73663E-09,1.73663,0.500508334
21.51666667,4.98091E-10,1.7313E-09,1.7313,0.498090883
21.53333333,4.95673E-10,1.63064E-09,1.63064,0.495673433
21.55,4.93256E-10,1.64913E-09,1.64913,0.493255982
21.56666667,4.90839E-10,1.64077E-09,1.64077,0.490838532
21.58333333,4.88421E-10,1.60252E-09,1.60252,0.488421082
21.6,4.86004E-10,1.59444E-09,1.59444,0.486003631
21.61666667,4.83586E-10,1.58179E-09,1.58179,0.483586181
21.63333333,4.81169E-10,1.59081E-09,1.59081,0.48116873
21.65,4.78751E-10,1.55884E-09,1.55884,0.47875128
21.66666667,4.76334E-10,1.56893E-09,1.56893,0.47633383
21.68333333,4.73916E-10,1.58627E-09,1.58627,0.473916379
21.7,4.71499E-10,1.58635E-09,1.58635,0.471498929
21.71666667,4.69081E-10,1.55217E-09,1.55217,0.469081478
21.73333333,4.66664E-10,1.59255E-09,1.59255,0.466664028
21.75,4.64247E-10,1.51185E-09,1.51185,0.464246577
21.76666667,4.61829E-10,1.50538E-09,1.50538,0.461829127
21.78333333,4.59412E-10,1.53355E-09,1.53355,0.459411677
21.8,4.56994E-10,1.57305E-09,1.57305,0.456994226
21.81666667,4.54577E-10,1.51092E-09,1.51092,0.454576776
21.83333333,4.52159E-10,1.47516E-09,1.47516,0.452159325
21.85,4.49742E-10,1.53851E-09,1.53851,0.449741875
21.86666667,4.47324E-10,1.49305E-09,1.49305,0.447324425
21.88333333,4.44907E-10,1.46523E-09,1.46523,0.444906974
21.9,4.4249E-10,1.45501E-09,1.45501,0.442489524
21.91666667,4.40072E-10,1.45464E-09,1.45464,0.440072073
21.93333333,4.37655E-10,1.48464E-09,1.48464,0.437654623
21.95,4.35237E-10,1.47418E-09,1.47418,0.435237172
21.96666667,4.3282E-10,1.41007E-09,1.41007,0.432819722
21.98333333,4.30402E-10,1.49301E-09,1.49301,0.430402272
22,4.27985E-10,1.42013E-09,1.42013,0.427984821
22.01666667,4.25567E-10,1.42225E-09,1.42225,0.425567371
22.03333333,4.2315E-10,1.43998E-09,1.43998,0.42314992
22.05,4.20732E-10,1.43675E-09,1.43675,0.42073247
22.06666667,4.18315E-10,1.3826E-09,1.3826,0.41831502
22.08333333,4.15898E-10,1.40635E-09,1.40635,0.415897569
22.1,4.1348E-10,1.35736E-09,1.35736,0.413480119
22.11666667,4.11063E-10,1.38119E-09,1.38119,0.411062668
22.13333333,4.08645E-10,1.34296E-09,1.34296,0.408645218
22.15,4.06228E-10,1.35945E-09,1.35945,0.406227768
22.16666667,4.0381E-10,1.37615E-09,1.37615,0.403810317
22.18333333,4.01393E-10,1.30861E-09,1.30861,0.401392867
22.2,3.98975E-10,1.3834E-09,1.3834,0.398975416
22.21666667,3.96558E-10,1.36777E-09,1.36777,0.396557966
22.23333333,3.94141E-10,1.32325E-09,1.32325,0.394140515
22.25,3.91723E-10,1.32035E-09,1.32035,0.391723065
22.26666667,3.89306E-10,1.29359E-09,1.29359,0.389305615
22.28333333,3.86888E-10,1.26425E-09,1.26425,0.386888164
22.3,3.84471E-10,1.30037E-09,1.30037,0.384470714
22.31666667,3.82053E-10,1.27693E-09,1.27693,0.382053263
22.33333333,3.79636E-10,1.28886E-09,1.28886,0.379635813
22.35,3.77218E-10,1.25056E-09,1.25056,0.377218363
22.36666667,3.74801E-10,1.24013E-09,1.24013,0.374800912
22.38333333,3.72383E-10,1.21268E-09,1.21268,0.372383462
22.4,3.69966E-10,1.28627E-09,1.28627,0.369966011
22.41666667,3.67549E-10,1.21788E-09,1.21788,0.367548561
22.43333333,3.65131E-10,1.20228E-09,1.20228,0.36513111
22.45,3.62714E-10,1.20734E-09,1.20734,0.36271366
22.46666667,3.60296E-10,1.22557E-09,1.22557,0.36029621
22.48333333,3.57879E-10,1.21826E-09,1.21826,0.357878759
22.5,3.55461E-10,1.23413E-09,1.23413,0.355461309
22.51666667,3.53044E-10,1.20012E-09,1.20012,0.353043858
22.53333333,3.50626E-10,1.21774E-09,1.21774,0.350626408
22.55,3.48209E-10,1.13834E-09,1.13834,0.348208958
22.56666667,3.45792E-10,1.15351E-09,1.15351,0.345791507
22.58333333,3.43374E-10,1.17727E-09,1.17727,0.343374057
22.6,3.40957E-10,1.18737E-09,1.18737,0.340956606
22.61666667,3.38539E-10,1.14441E-09,1.14441,0.338539156
22.63333333,3.36122E-10,1.11535E-09,1.11535,0.336121705
22.65,3.33704E-10,1.13599E-09,1.13599,0.333704255
22.66666667,3.31287E-10,1.08091E-09,1.08091,0.331286805
22.68333333,3.28869E-10,1.12016E-09,1.12016,0.328869354
22.7,3.26452E-10,1.06771E-09,1.06771,0.326451904
22.71666667,3.24034E-10,1.1074E-09,1.1074,0.324034453
22.73333333,3.21617E-10,1.07147E-09,1.07147,0.321617003
22.75,3.192E-10,1.08857E-09,1.08857,0.319199553
22.76666667,3.16782E-10,1.09532E-09,1.09532,0.316782102
22.78333333,3.14365E-10,1.02741E-09,1.02741,0.314364652
22.8,3.11947E-10,1.04742E-09,1.04742,0.311947201
22.81666667,3.0953E-10,1.04684E-09,1.04684,0.309529751
22.83333333,3.07112E-10,1.03671E-09,1.03671,0.307112301
22.85,3.04695E-10,1.05999E-09,1.05999,0.30469485
22.86666667,3.02277E-10,1.02384E-09,1.02384,0.3022774
22.88333333,2.9986E-10,9.91384E-10,0.991384,0.299859949
22.9,2.97442E-10,1.03177E-09,1.03177,0.297442499
22.91666667,2.95025E-10,1.01408E-09,1.01408,0.295025048
22.93333333,2.92608E-10,1.01797E-09,1.01797,0.292607598
22.95,2.9019E-10,1.00676E-09,1.00676,0.290190148
22.96666667,2.88018E-10,9.61084E-10,0.961084,0.288017848
22.98333333,2.86094E-10,9.39089E-10,0.939089,0.286094141
23,2.8417E-10,9.71412E-10,0.971412,0.284170434
23.01666667,2.82247E-10,9.34003E-10,0.934003,0.282246726
,,,0,0
