T/s,I_EBIC/A,I_prim/A,I_P/nA,I_se/nA
13.5,1.2072E-08,4.16299E-08,41.6299,12.07199024
13.51666667,1.20776E-08,4.04959E-08,40.4959,12.07759907
13.53333333,1.20832E-08,3.98655E-08,39.8655,12.08320791
13.55,1.20888E-08,4.11436E-08,41.1436,12.08881674
13.56666667,1.20944E-08,4.01222E-08,40.1222,12.09442558
13.58333333,1.21E-08,3.94536E-08,39.4536,12.10003441
13.6,1.21056E-08,4.00505E-08,40.0505,12.10564325
13.61666667,1.21238E-08,4.15472E-08,41.5472,12.12378181
13.63333333,1.22119E-08,4.14661E-08,41.4661,12.21186757
13.65,1.23E-08,4.10328E-08,41.0328,12.29995332
13.66666667,1.2388E-08,4.08099E-08,40.8099,12.38803908
13.68333333,1.24761E-08,4.27199E-08,42.7199,12.47612483
13.7,1.25642E-08,4.22223E-08,42.2223,12.56421059
13.71666667,1.26523E-08,4.39884E-08,43.9884,12.65229635
13.73333333,1.27404E-08,4.34784E-08,43.4784,12.7403821
13.75,1.27879E-08,4.19526E-08,41.9526,12.7878977
13.76666667,1.28334E-08,4.29136E-08,42.9136,12.83337293
13.78333333,1.28788E-08,4.36467E-08,43.6467,12.87884817
13.8,1.29243E-08,4.45824E-08,44.5824,12.9243234
13.81666667,1.29698E-08,4.36104E-08,43.6104,12.96979864
13.83333333,1.30153E-08,4.51038E-08,45.1038,13.01527387
13.85,1.30607E-08,4.39617E-08,43.9617,13.06074911
13.86666667,1.30752E-08,4.54155E-08,45.4155,13.07519166
13.88333333,1.30791E-08,4.4107E-08,44.107,13.0790679
13.9,1.30829E-08,4.28107E-08,42.8107,13.08294414
13.91666667,1.30868E-08,4.35366E-08,43.5366,13.08682038
13.93333333,1.30907E-08,4.49845E-08,44.9845,13.09069662
13.95,1.30946E-08,4.37894E-08,43.7894,13.09457286
13.96666667,1.30984E-08,4.46465E-08,44.6465,13.0984491
13.98333333,1.31255E-08,4.27485E-08,42.7485,13.12553614
14,1.31717E-08,4.38914E-08,43.8914,13.17174466
14.01666667,1.3218E-08,4.51224E-08,45.1224,13.21795319
14.03333333,1.32642E-08,4.5091E-08,45.091,13.26416172
14.05,1.33104E-08,4.55194E-08,45.5194,13.31037025
14.06666667,1.33566E-08,4.4726E-08,44.726,13.35657878
14.08333333,1.34028E-08,4.63851E-08,46.3851,13.4027873
14.1,1.3444E-08,4.48848E-08,44.8848,13.44397571
14.11666667,1.34755E-08,4.48488E-08,44.8488,13.47549855
14.13333333,1.3507E-08,4.42207E-08,44.2207,13.5070214
14.15,1.35385E-08,4.48527E-08,44.8527,13.53854425
14.16666667,1.35701E-08,4.43139E-08,44.3139,13.57006709
14.18333333,1.36016E-08,4.439E-08,44.39,13.60158994
14.2,1.36331E-08,4.54408E-08,45.4408,13.63311279
14.21666667,1.3661E-08,4.66703E-08,46.6703,13.66099328
14.23333333,1.36672E-08,4.55276E-08,45.5276,13.66720159
14.25,1.36734E-08,4.68957E-08,46.8957,13.6734099
14.26666667,1.36796E-08,4.75037E-08,47.5037,13.67961821
14.28333333,1.36858E-08,4.60535E-08,46.0535,13.68582653
14.3,1.3692E-08,4.66788E-08,46.6788,13.69203484
14.31666667,1.36982E-08,4.57199E-08,45.7199,13.69824315
14.33333333,1.37045E-08,4.76812E-08,47.6812,13.70445147
14.35,1.37173E-08,4.47484E-08,44.7484,13.71728401
14.36666667,1.37305E-08,4.74583E-08,47.4583,13.73051055
14.38333333,1.37437E-08,4.67874E-08,46.7874,13.74373709
14.4,1.3757E-08,4.58579E-08,45.8579,13.75696364
14.41666667,1.37702E-08,4.55943E-08,45.5943,13.77019018
14.43333333,1.37834E-08,4.63469E-08,46.3469,13.78341673
14.45,1.37966E-08,4.51748E-08,45.1748,13.79664327
14.46666667,1.37995E-08,4.74994E-08,47.4994,13.79952521
14.48333333,1.37987E-08,4.77467E-08,47.7467,13.79874704
14.5,1.3798E-08,4.79321E-08,47.9321,13.79796887
14.51666667,1.37972E-08,4.49827E-08,44.9827,13.7971907
14.53333333,1.37964E-08,4.49648E-08,44.9648,13.79641254
14.55,1.37956E-08,4.58863E-08,45.8863,13.79563437
14.56666667,1.37949E-08,4.54868E-08,45.4868,13.7948562
14.58333333,1.37947E-08,4.61983E-08,46.1983,13.79465807
14.6,1.37949E-08,4.62328E-08,46.2328,13.79494956
14.61666667,1.37952E-08,4.73252E-08,47.3252,13.79524106
14.63333333,1.37955E-08,4.77089E-08,47.7089,13.79553256
14.65,1.37958E-08,4.71161E-08,47.1161,13.79582406
14.66666667,1.37961E-08,4.50844E-08,45.0844,13.79611556
14.68333333,1.37964E-08,4.5402E-08,45.402,13.79640706
14.7,1.38021E-08,4.71604E-08,47.1604,13.80207846
14.71666667,1.38183E-08,4.70799E-08,47.0799,13.81828213
14.73333333,1.38345E-08,4.66567E-08,46.6567,13.8344858
14.75,1.38507E-08,4.65368E-08,46.5368,13.85068946
14.76666667,1.38669E-08,4.72669E-08,47.2669,13.86689313
14.78333333,1.38831E-08,4.52486E-08,45.2486,13.8830968
14.8,1.38993E-08,4.80866E-08,48.0866,13.89930047
14.81666667,1.39156E-08,4.5398E-08,45.398,13.91555382
14.83333333,1.39357E-08,4.66802E-08,46.6802,13.93570129
14.85,1.39558E-08,4.61441E-08,46.1441,13.95584876
14.86666667,1.3976E-08,4.71433E-08,47.1433,13.97599623
14.88333333,1.39961E-08,4.7294E-08,47.294,13.99614371
14.9,1.40163E-08,4.78581E-08,47.8581,14.01629118
14.91666667,1.40364E-08,4.77602E-08,47.7602,14.03643865
14.93333333,1.40566E-08,4.86244E-08,48.6244,14.05658612
14.95,1.40767E-08,4.87172E-08,48.7172,14.07665072
14.96666667,1.40967E-08,4.84695E-08,48.4695,14.09669597
14.98333333,1.41167E-08,4.62651E-08,46.2651,14.11674122
15,1.41368E-08,4.74686E-08,47.4686,14.13678647
15.01666667,1.41568E-08,4.86279E-08,48.6279,14.15683172
15.03333333,1.41769E-08,4.89724E-08,48.9724,14.17687697
15.05,1.41969E-08,4.89531E-08,48.9531,14.19692222
15.06666667,1.42062E-08,4.75538E-08,47.5538,14.206191
15.08333333,1.42085E-08,4.8949E-08,48.949,14.2084826
15.1,1.42108E-08,4.6453E-08,46.453,14.2107742
15.11666667,1.42131E-08,4.73813E-08,47.3813,14.2130658
15.13333333,1.42154E-08,4.86008E-08,48.6008,14.2153574
15.15,1.42176E-08,4.87089E-08,48.7089,14.217649
15.16666667,1.42199E-08,4.77075E-08,47.7075,14.2199406
15.18333333,1.42239E-08,4.81146E-08,48.1146,14.22393172
15.2,1.42304E-08,4.68307E-08,46.8307,14.23040121
15.21666667,1.42369E-08,4.83283E-08,48.3283,14.23687069
15.23333333,1.42433E-08,4.67101E-08,46.7101,14.24334018
15.25,1.42498E-08,4.92307E-08,49.2307,14.24980966
15.26666667,1.42563E-08,4.66606E-08,46.6606,14.25627914
15.28333333,1.42627E-08,4.67774E-08,46.7774,14.26274863
15.3,1.42756E-08,4.85164E-08,48.5164,14.27561764
15.31666667,1.43161E-08,4.89771E-08,48.9771,14.31607544
15.33333333,1.43565E-08,4.71089E-08,47.1089,14.35653323
15.35,1.4397E-08,4.91806E-08,49.1806,14.39699103
15.36666667,1.44374E-08,4.90259E-08,49.0259,14.43744883
15.38333333,1.44779E-08,4.92272E-08,49.2272,14.47790663
15.4,1.45184E-08,4.74936E-08,47.4936,14.51836443
15.41666667,1.45588E-08,5.03946E-08,50.3946,14.55882223
15.43333333,1.4568E-08,4.75105E-08,47.5105,14.56798284
15.45,1.4577E-08,5.0237E-08,50.237,14.57700532
15.46666667,1.4586E-08,4.93039E-08,49.3039,14.5860278
15.48333333,1.45951E-08,4.98008E-08,49.8008,14.59505029
15.5,1.46041E-08,5.08303E-08,50.8303,14.60407277
15.51666667,1.46131E-08,4.96887E-08,49.6887,14.61309525
15.53333333,1.46221E-08,5.04959E-08,50.4959,14.62211773
15.55,1.46417E-08,5.06663E-08,50.6663,14.64168152
15.56666667,1.46638E-08,5.07794E-08,50.7794,14.66384017
15.58333333,1.4686E-08,4.99922E-08,49.9922,14.68599883
15.6,1.47082E-08,5.00437E-08,50.0437,14.70815748
15.61666667,1.47303E-08,5.09271E-08,50.9271,14.73031613
15.63333333,1.47525E-08,5.00264E-08,50.0264,14.75247478
15.65,1.47746E-08,4.85421E-08,48.5421,14.77463344
15.66666667,1.47877E-08,4.88495E-08,48.8495,14.78773119
15.68333333,1.47948E-08,4.92334E-08,49.2334,14.79478483
15.7,1.48018E-08,4.99479E-08,49.9479,14.80183846
15.71666667,1.48089E-08,4.8443E-08,48.443,14.80889209
15.73333333,1.48159E-08,4.94006E-08,49.4006,14.81594573
15.75,1.4823E-08,5.15523E-08,51.5523,14.82299936
15.76666667,1.48301E-08,4.99733E-08,49.9733,14.83005299
15.78333333,1.48321E-08,4.83203E-08,48.3203,14.83209485
15.8,1.48266E-08,4.86969E-08,48.6969,14.82655286
15.81666667,1.4821E-08,5.13913E-08,51.3913,14.82101086
15.83333333,1.48155E-08,4.88887E-08,48.8887,14.81546887
15.85,1.48099E-08,5.05689E-08,50.5689,14.80992687
15.86666667,1.48044E-08,5.11781E-08,51.1781,14.80438488
15.88333333,1.47988E-08,5.12663E-08,51.2663,14.79884288
15.9,1.47949E-08,4.94156E-08,49.4156,14.79487635
15.91666667,1.47973E-08,5.02645E-08,50.2645,14.79727824
15.93333333,1.47997E-08,5.15285E-08,51.5285,14.79968013
15.95,1.48021E-08,5.04984E-08,50.4984,14.80208201
15.96666667,1.48045E-08,4.91667E-08,49.1667,14.8044839
15.98333333,1.48069E-08,5.10777E-08,51.0777,14.80688579
16,1.48093E-08,4.99572E-08,49.9572,14.80928767
16.01666667,1.48117E-08,4.83022E-08,48.3022,14.81168956
16.03333333,1.48133E-08,5.12795E-08,51.2795,14.81333176
16.05,1.4815E-08,5.02193E-08,50.2193,14.81497064
16.06666667,1.48166E-08,5.05329E-08,50.5329,14.81660952
16.08333333,1.48182E-08,4.93668E-08,49.3668,14.81824841
16.1,1.48199E-08,4.86048E-08,48.6048,14.81988729
16.11666667,1.48215E-08,4.96397E-08,49.6397,14.82152617
16.13333333,1.48232E-08,5.15169E-08,51.5169,14.82316505
16.15,1.48279E-08,4.86818E-08,48.6818,14.82791708
16.16666667,1.48335E-08,5.11558E-08,51.1558,14.83346879
16.18333333,1.4839E-08,5.11976E-08,51.1976,14.83902051
16.2,1.48446E-08,5.03899E-08,50.3899,14.84457223
16.21666667,1.48501E-08,4.96951E-08,49.6951,14.85012394
16.23333333,1.48557E-08,5.13249E-08,51.3249,14.85567566
16.25,1.48612E-08,5.14263E-08,51.4263,14.86122737
16.26666667,1.48605E-08,5.06078E-08,50.6078,14.86053812
16.28333333,1.48555E-08,5.15779E-08,51.5779,14.85552345
16.3,1.48505E-08,4.84785E-08,48.4785,14.85050879
16.31666667,1.48455E-08,5.07647E-08,50.7647,14.84549412
16.33333333,1.48405E-08,4.88041E-08,48.8041,14.84047945
16.35,1.48355E-08,4.9046E-08,49.046,14.83546479
16.36666667,1.48305E-08,5.11259E-08,51.1259,14.83045012
16.38333333,1.4827E-08,5.08711E-08,50.8711,14.82697039
16.4,1.48259E-08,4.96775E-08,49.6775,14.82587376
16.41666667,1.48248E-08,5.05249E-08,50.5249,14.82477714
16.43333333,1.48237E-08,5.10245E-08,51.0245,14.82368052
16.45,1.48226E-08,5.00574E-08,50.0574,14.82258389
16.46666667,1.48215E-08,4.88807E-08,48.8807,14.82148727
16.48333333,1.48204E-08,5.0844E-08,50.844,14.82039064
16.5,1.4819E-08,5.10465E-08,51.0465,14.81899646
16.51666667,1.48163E-08,5.04949E-08,50.4949,14.81631565
16.53333333,1.48136E-08,4.99051E-08,49.9051,14.81363483
16.55,1.4811E-08,4.9764E-08,49.764,14.81095401
16.56666667,1.48083E-08,4.9395E-08,49.395,14.80827319
16.58333333,1.48056E-08,4.98815E-08,49.8815,14.80559238
16.6,1.48029E-08,5.10114E-08,51.0114,14.80291156
16.61666667,1.48002E-08,5.14256E-08,51.4256,14.80023074
16.63333333,1.47699E-08,5.00586E-08,50.0586,14.76994643
16.65,1.47393E-08,5.10739E-08,51.0739,14.73934188
16.66666667,1.47087E-08,5.06842E-08,50.6842,14.70873734
16.68333333,1.46781E-08,5.05294E-08,50.5294,14.67813279
16.7,1.46475E-08,4.79978E-08,47.9978,14.64752824
16.71666667,1.46169E-08,4.76669E-08,47.6669,14.6169237
16.73333333,1.45863E-08,5.07143E-08,50.7143,14.58631915
16.75,1.45766E-08,5.02634E-08,50.2634,14.5765666
16.76666667,1.45726E-08,5.02089E-08,50.2089,14.5725685
16.78333333,1.45686E-08,4.84872E-08,48.4872,14.56857039
16.8,1.45646E-08,5.01147E-08,50.1147,14.56457228
16.81666667,1.45606E-08,4.86689E-08,48.6689,14.56057417
16.83333333,1.45566E-08,4.87441E-08,48.7441,14.55657607
16.85,1.45526E-08,4.79512E-08,47.9512,14.55257796
16.86666667,1.45523E-08,4.89799E-08,48.9799,14.55232703
16.88333333,1.45548E-08,4.74298E-08,47.4298,14.55478612
16.9,1.45572E-08,4.90891E-08,49.0891,14.5572452
16.91666667,1.45597E-08,4.97045E-08,49.7045,14.55970428
16.93333333,1.45622E-08,5.00202E-08,50.0202,14.56216336
16.95,1.45646E-08,5.04788E-08,50.4788,14.56462244
16.96666667,1.45671E-08,4.88824E-08,48.8824,14.56708152
16.98333333,1.45686E-08,4.92891E-08,49.2891,14.56862125
17,1.45687E-08,4.98329E-08,49.8329,14.56867679
17.01666667,1.45687E-08,5.01512E-08,50.1512,14.56873234
17.03333333,1.45688E-08,4.88778E-08,48.8778,14.56878788
17.05,1.45688E-08,5.0016E-08,50.016,14.56884343
17.06666667,1.45689E-08,4.85327E-08,48.5327,14.56889897
17.08333333,1.4569E-08,4.79094E-08,47.9094,14.56895452
17.1,1.45677E-08,4.91322E-08,49.1322,14.56766987
17.11666667,1.45603E-08,4.97861E-08,49.7861,14.56032723
17.13333333,1.4553E-08,4.95546E-08,49.5546,14.5529846
17.15,1.45456E-08,4.88305E-08,48.8305,14.54564197
17.16666667,1.45383E-08,5.00505E-08,50.0505,14.53829934
17.18333333,1.4531E-08,4.91364E-08,49.1364,14.5309567
17.2,1.45236E-08,4.99331E-08,49.9331,14.52361407
17.21666667,1.45163E-08,4.92062E-08,49.2062,14.51627144
17.23333333,1.45159E-08,4.80679E-08,48.0679,14.51591014
17.25,1.45157E-08,4.95687E-08,49.5687,14.51571574
17.26666667,1.45155E-08,5.00692E-08,50.0692,14.51552134
17.28333333,1.45153E-08,4.81114E-08,48.1114,14.51532694
17.3,1.45151E-08,4.89135E-08,48.9135,14.51513254
17.31666667,1.45149E-08,4.956E-08,49.56,14.51493814
17.33333333,1.45147E-08,4.82827E-08,48.2827,14.51474374
17.35,1.44914E-08,4.9043E-08,49.043,14.49139986
17.36666667,1.44613E-08,4.76978E-08,47.6978,14.46133617
17.38333333,1.44313E-08,4.91391E-08,49.1391,14.43127247
17.4,1.44012E-08,4.98825E-08,49.8825,14.40120878
17.41666667,1.43711E-08,4.78198E-08,47.8198,14.37114509
17.43333333,1.43411E-08,4.84593E-08,48.4593,14.3410814
17.45,1.4311E-08,4.90507E-08,49.0507,14.31101771
17.46666667,1.42753E-08,4.93324E-08,49.3324,14.27531347
17.48333333,1.42354E-08,4.6348E-08,46.348,14.23535967
17.5,1.41954E-08,4.83108E-08,48.3108,14.19540587
17.51666667,1.41555E-08,4.80395E-08,48.0395,14.15545207
17.53333333,1.41155E-08,4.80944E-08,48.0944,14.11549827
17.55,1.40755E-08,4.76943E-08,47.6943,14.07554447
17.56666667,1.40356E-08,4.69454E-08,46.9454,14.03559067
17.58333333,1.40015E-08,4.87526E-08,48.7526,14.00151977
17.6,1.39774E-08,4.61633E-08,46.1633,13.9773799
17.61666667,1.39532E-08,4.80768E-08,48.0768,13.95324002
17.63333333,1.39291E-08,4.82147E-08,48.2147,13.92910015
17.65,1.3905E-08,4.70828E-08,47.0828,13.90496028
17.66666667,1.38808E-08,4.74855E-08,47.4855,13.8808204
17.68333333,1.38567E-08,4.71826E-08,47.1826,13.85668053
17.7,1.38305E-08,4.55707E-08,45.5707,13.83054442
17.71666667,1.37948E-08,4.5142E-08,45.142,13.79481888
17.73333333,1.37591E-08,4.69309E-08,46.9309,13.75909333
17.75,1.37234E-08,4.55675E-08,45.5675,13.72336779
17.76666667,1.36876E-08,4.663E-08,46.63,13.68764225
17.78333333,1.36519E-08,4.46431E-08,44.6431,13.65191671
17.8,1.36162E-08,4.66078E-08,46.6078,13.61619116
17.81666667,1.35805E-08,4.48452E-08,44.8452,13.58046562
17.83333333,1.35029E-08,4.45973E-08,44.5973,13.50290212
17.85,1.34241E-08,4.6249E-08,46.249,13.42405231
17.86666667,1.33452E-08,4.52685E-08,45.2685,13.3452025
17.88333333,1.32664E-08,4.61172E-08,46.1172,13.26635269
17.9,1.31875E-08,4.5211E-08,45.211,13.18750289
17.91666667,1.31087E-08,4.50658E-08,45.0658,13.10865308
17.93333333,1.30298E-08,4.50236E-08,45.0236,13.02980327
17.95,1.28926E-08,4.29801E-08,42.9801,12.89260253
17.96666667,1.27379E-08,4.27128E-08,42.7128,12.73788756
17.98333333,1.25832E-08,4.25416E-08,42.5416,12.5831726
18,1.24285E-08,4.11025E-08,41.1025,12.42845763
18.01666667,1.22737E-08,4.14214E-08,41.4214,12.27374266
18.03333333,1.2119E-08,4.0212E-08,40.212,12.1190277
18.05,1.19643E-08,4.00289E-08,40.0289,11.96431273
18.06666667,1.1796E-08,3.98041E-08,39.8041,11.79596418
18.08333333,1.16173E-08,3.7911E-08,37.911,11.61725301
18.1,1.14385E-08,3.87202E-08,38.7202,11.43854184
18.11666667,1.12598E-08,3.71006E-08,37.1006,11.25983067
18.13333333,1.10811E-08,3.69354E-08,36.9354,11.0811195
18.15,1.09024E-08,3.6903E-08,36.903,10.90240833
18.16666667,1.07237E-08,3.61497E-08,36.1497,10.72369716
18.18333333,1.05063E-08,3.53346E-08,35.3346,10.50632604
18.2,1.0222E-08,3.38518E-08,33.8518,10.22199582
18.21666667,9.93767E-09,3.28742E-08,32.8742,9.937665593
18.23333333,9.65334E-09,3.14318E-08,31.4318,9.65333537
18.25,9.36901E-09,3.1021E-08,31.021,9.369005147
18.26666667,9.08467E-09,3.05014E-08,30.5014,9.084674923
18.28333333,8.80034E-09,2.97129E-08,29.7129,8.8003447
18.3,8.54721E-09,2.78583E-08,27.8583,8.547213208
18.31666667,8.45355E-09,2.79189E-08,27.9189,8.453546984
18.33333333,8.35988E-09,2.79527E-08,27.9527,8.359880759
18.35,8.26621E-09,2.71833E-08,27.1833,8.266214534
18.36666667,8.17255E-09,2.70574E-08,27.0574,8.17254831
18.38333333,8.07888E-09,2.70739E-08,27.0739,8.078882085
18.4,7.98522E-09,2.74635E-08,27.4635,7.98521586
18.41666667,7.89155E-09,2.63788E-08,26.3788,7.891549636
18.43333333,7.79788E-09,2.64E-08,26.4,7.797883411
18.45,7.70422E-09,2.64237E-08,26.4237,7.704217186
18.46666667,7.61055E-09,2.64955E-08,26.4955,7.610550962
18.48333333,7.51688E-09,2.49362E-08,24.9362,7.516884737
18.5,7.42322E-09,2.52112E-08,25.2112,7.423218513
18.51666667,7.32955E-09,2.46815E-08,24.6815,7.329552288
18.53333333,7.23589E-09,2.40031E-08,24.0031,7.235886063
18.55,7.14222E-09,2.35256E-08,23.5256,7.142219839
18.56666667,7.05848E-09,2.29824E-08,22.9824,7.058475835
18.58333333,6.98245E-09,2.34386E-08,23.4386,6.982452753
18.6,6.90643E-09,2.27876E-08,22.7876,6.906429671
18.61666667,6.83041E-09,2.26316E-08,22.6316,6.830406589
18.63333333,6.75438E-09,2.27226E-08,22.7226,6.754383507
18.65,6.67836E-09,2.21174E-08,22.1174,6.678360425
18.66666667,6.60234E-09,2.28656E-08,22.8656,6.602337343
18.68333333,6.52631E-09,2.26794E-08,22.6794,6.526314261
18.7,6.45029E-09,2.22688E-08,22.2688,6.45029118
18.71666667,6.37427E-09,2.07868E-08,20.7868,6.374268098
18.73333333,6.29825E-09,2.10435E-08,21.0435,6.298245016
18.75,6.22222E-09,2.1378E-08,21.378,6.222221934
18.76666667,6.14839E-09,2.11772E-08,21.1772,6.148385598
18.78333333,6.07627E-09,1.98494E-08,19.8494,6.076270338
18.8,6.00416E-09,2.0277E-08,20.277,6.004155077
18.81666667,5.93204E-09,1.99953E-08,19.9953,5.932039817
18.83333333,5.85992E-09,1.93608E-08,19.3608,5.859924556
18.85,5.78781E-09,1.93863E-08,19.3863,5.787809296
18.86666667,5.71569E-09,1.97126E-08,19.7126,5.715694035
18.88333333,5.64358E-09,1.87662E-08,18.7662,5.643578775
18.9,5.57146E-09,1.91265E-08,19.1265,5.571463515
18.91666667,5.49935E-09,1.82702E-08,18.2702,5.499348254
18.93333333,5.42723E-09,1.8678E-08,18.678,5.427232994
18.95,5.35512E-09,1.84028E-08,18.4028,5.355117733
18.96666667,5.29021E-09,1.79697E-08,17.9697,5.290212659
18.98333333,5.2311E-09,1.79552E-08,17.9552,5.231103818
19,5.17199E-09,1.75738E-08,17.5738,5.171994977
19.01666667,5.11289E-09,1.70838E-08,17.0838,5.112886136
19.03333333,5.05378E-09,1.67567E-08,16.7567,5.053777295
19.05,4.99467E-09,1.67697E-08,16.7697,4.994668454
19.06666667,4.93556E-09,1.60744E-08,16.0744,4.935559613
19.08333333,4.87645E-09,1.61812E-08,16.1812,4.876450772
19.1,4.81734E-09,1.65355E-08,16.5355,4.817341931
19.11666667,4.75823E-09,1.65521E-08,16.5521,4.75823309
19.13333333,4.69912E-09,1.53002E-08,15.3002,4.699124249
19.15,4.64002E-09,1.6093E-08,16.093,4.640015408
19.16666667,4.5851E-09,1.51691E-08,15.1691,4.585096108
19.18333333,4.53356E-09,1.57251E-08,15.7251,4.533557214
19.2,4.48202E-09,1.4696E-08,14.696,4.482018319
19.21666667,4.43048E-09,1.44423E-08,14.4423,4.430479425
19.23333333,4.37894E-09,1.44237E-08,14.4237,4.37894053
19.25,4.3274E-09,1.45285E-08,14.5285,4.327401636
19.26666667,4.27586E-09,1.44823E-08,14.4823,4.275862741
19.28333333,4.22432E-09,1.39605E-08,13.9605,4.224323847
19.3,4.17278E-09,1.37715E-08,13.7715,4.172784952
19.31666667,4.12125E-09,1.40787E-08,14.0787,4.121246058
19.33333333,4.06971E-09,1.34548E-08,13.4548,4.069707164
19.35,4.01817E-09,1.32231E-08,13.2231,4.018168269
19.36666667,3.96671E-09,1.37608E-08,13.7608,3.966711632
19.38333333,3.91532E-09,1.35066E-08,13.5066,3.915322537
19.4,3.86393E-09,1.32248E-08,13.2248,3.863933443
19.41666667,3.81254E-09,1.29819E-08,12.9819,3.812544348
19.43333333,3.76116E-09,1.30566E-08,13.0566,3.761155254
19.45,3.70977E-09,1.28226E-08,12.8226,3.70976616
19.46666667,3.65838E-09,1.26333E-08,12.6333,3.658377065
19.48333333,3.60699E-09,1.20583E-08,12.0583,3.606987971
19.5,3.5556E-09,1.22651E-08,12.2651,3.555598876
19.51666667,3.50421E-09,1.20659E-08,12.0659,3.504209782
19.53333333,3.45282E-09,1.13656E-08,11.3656,3.452820688
19.55,3.40143E-09,1.15847E-08,11.5847,3.401431593
19.56666667,3.36071E-09,1.14222E-08,11.4222,3.360708289
19.58333333,3.32883E-09,1.09778E-08,10.9778,3.328826455
19.6,3.29694E-09,1.11622E-08,11.1622,3.296944621
19.61666667,3.26506E-09,1.12179E-08,11.2179,3.265062787
19.63333333,3.23318E-09,1.11982E-08,11.1982,3.233180953
19.65,3.2013E-09,1.05355E-08,10.5355,3.201299119
19.66666667,3.16942E-09,1.09726E-08,10.9726,3.169417285
19.68333333,3.13754E-09,1.04036E-08,10.4036,3.137535452
19.7,3.10565E-09,1.01894E-08,10.1894,3.105653618
19.71666667,3.07377E-09,1.01944E-08,10.1944,3.073771784
19.73333333,3.04189E-09,1.04E-08,10.4,3.04188995
19.75,3.01001E-09,1.00569E-08,10.0569,3.010008116
19.76666667,2.97802E-09,9.73345E-09,9.73345,2.97801974
19.78333333,2.94594E-09,1.0088E-08,10.088,2.945942056
19.8,2.91386E-09,1.00643E-08,10.0643,2.913864371
19.81666667,2.88179E-09,9.45121E-09,9.45121,2.881786687
19.83333333,2.84971E-09,9.28625E-09,9.28625,2.849709003
19.85,2.81763E-09,9.24779E-09,9.24779,2.817631319
19.86666667,2.78555E-09,9.55128E-09,9.55128,2.785553634
19.88333333,2.75348E-09,9.41302E-09,9.41302,2.75347595
19.9,2.7214E-09,9.05613E-09,9.05613,2.721398266
19.91666667,2.68932E-09,8.83986E-09,8.83986,2.689320582
19.93333333,2.65724E-09,8.9796E-09,8.9796,2.657242897
19.95,2.62517E-09,8.80743E-09,8.80743,2.625165213
19.96666667,2.59248E-09,8.97422E-09,8.97422,2.592479812
19.98333333,2.55928E-09,8.62919E-09,8.62919,2.559277409
20,2.52608E-09,8.23126E-09,8.23126,2.526075006
20.01666667,2.49287E-09,8.19833E-09,8.19833,2.492872603
20.03333333,2.45967E-09,8.21227E-09,8.21227,2.4596702
20.05,2.42647E-09,8.0554E-09,8.0554,2.426467797
20.06666667,2.39327E-09,7.91379E-09,7.91379,2.393265394
20.08333333,2.36006E-09,7.95356E-09,7.95356,2.360062991
20.1,2.32686E-09,7.92477E-09,7.92477,2.326860588
20.11666667,2.29366E-09,7.51817E-09,7.51817,2.293658185
20.13333333,2.26046E-09,7.79727E-09,7.79727,2.260455782
20.15,2.22725E-09,7.69018E-09,7.69018,2.227253379
20.16666667,2.19919E-09,7.43153E-09,7.43153,2.19919197
20.18333333,2.17559E-09,7.49047E-09,7.49047,2.175590395
20.2,2.15199E-09,7.46302E-09,7.46302,2.15198882
20.21666667,2.12839E-09,7.2985E-09,7.2985,2.128387245
20.23333333,2.10479E-09,7.29975E-09,7.29975,2.10478567
20.25,2.08118E-09,6.95715E-09,6.95715,2.081184095
20.26666667,2.05758E-09,6.90299E-09,6.90299,2.05758252
20.28333333,2.03398E-09,6.83272E-09,6.83272,2.033980945
20.3,2.01038E-09,6.93782E-09,6.93782,2.01037937
20.31666667,1.98678E-09,6.80959E-09,6.80959,1.986777795
20.33333333,1.96318E-09,6.66161E-09,6.66161,1.96317622
20.35,1.93957E-09,6.54926E-09,6.54926,1.939574645
20.36666667,1.91748E-09,6.51847E-09,6.51847,1.917478965
20.38333333,1.89669E-09,6.20763E-09,6.20763,1.89669436
20.4,1.87591E-09,6.35356E-09,6.35356,1.875909754
20.41666667,1.85513E-09,6.43471E-09,6.43471,1.855125148
20.43333333,1.83434E-09,6.23136E-09,6.23136,1.834340542
20.45,1.81356E-09,6.31267E-09,6.31267,1.813555937
20.46666667,1.79277E-09,6.21489E-09,6.21489,1.792771331
20.48333333,1.77199E-09,6.04927E-09,6.04927,1.771986725
20.5,1.7512E-09,5.86554E-09,5.86554,1.751202119
20.51666667,1.73042E-09,5.81762E-09,5.81762,1.730417514
20.53333333,1.70963E-09,5.93787E-09,5.93787,1.709632908
20.55,1.68885E-09,5.77125E-09,5.77125,1.688848302
20.56666667,1.66933E-09,5.49734E-09,5.49734,1.66933223
20.58333333,1.65095E-09,5.39634E-09,5.39634,1.650945336
20.6,1.63256E-09,5.45754E-09,5.45754,1.632558442
20.61666667,1.61417E-09,5.42535E-09,5.42535,1.614171548
20.63333333,1.59578E-09,5.48836E-09,5.48836,1.595784655
20.65,1.5774E-09,5.46164E-09,5.46164,1.577397761
20.66666667,1.55901E-09,5.33964E-09,5.33964,1.559010867
20.68333333,1.54062E-09,5.09572E-09,5.09572,1.540623973
20.7,1.52224E-09,5.22428E-09,5.22428,1.522237079
