section,coordinate_um,X,Y,Z,Edep
"y=0, z=0",0.24120603015075376,48,100,100,0.0037242320235711
"y=0, z=0",0.24623115577889448,49,100,100,0.0036743150525876
"y=0, z=0",0.25125628140703515,50,100,100,0.0035395395180726
"y=0, z=0",0.2562814070351759,51,100,100,0.0032229605013454
"y=0, z=0",0.2613065326633166,52,100,100,0.0032048084016121
"y=0, z=0",0.2663316582914573,53,100,100,0.0031038936127847
"y=0, z=0",0.271356783919598,54,100,100,0.0028181613426655
"y=0, z=0",0.27638190954773867,55,100,100,0.002602829026832
"y=0, z=0",0.2814070351758794,56,100,100,0.0028352435236024
"y=0, z=0",0.2864321608040201,57,100,100,0.0028774360817574
"y=0, z=0",0.2914572864321608,58,100,100,0.0028222544601872
"y=0, z=0",0.2964824120603015,59,100,100,0.0024697594690425
"y=0, z=0",0.3015075376884422,60,100,100,0.0024773312513854
"y=0, z=0",0.3065326633165829,61,100,100,0.0023354960760165
"y=0, z=0",0.31155778894472363,62,100,100,0.0022921257123109
"y=0, z=0",0.3165829145728643,63,100,100,0.0024694419976322
"y=0, z=0",0.32160804020100503,64,100,100,0.0023460049428252
"y=0, z=0",0.32663316582914576,65,100,100,0.0022652483061731
"y=0, z=0",0.3316582914572864,66,100,100,0.0021339270156016
"y=0, z=0",0.33668341708542715,67,100,100,0.0020732947712128
"y=0, z=0",0.3417085427135678,68,100,100,0.0020924447537288
"y=0, z=0",0.34673366834170855,69,100,100,0.0020350775472367
"y=0, z=0",0.35175879396984927,70,100,100,0.0017989864538737
"y=0, z=0",0.35678391959798994,71,100,100,0.0018983141644271
"y=0, z=0",0.36180904522613067,72,100,100,0.001845424564892
"y=0, z=0",0.36683417085427134,73,100,100,0.0021013665980189
"y=0, z=0",0.37185929648241206,74,100,100,0.0018548706774769
"y=0, z=0",0.3768844221105528,75,100,100,0.0017446531511491
"y=0, z=0",0.38190954773869346,76,100,100,0.0016805366106408
"y=0, z=0",0.3869346733668342,77,100,100,0.0018781364978518
"y=0, z=0",0.39195979899497485,78,100,100,0.0016151337923956
"y=0, z=0",0.3969849246231156,79,100,100,0.0014783596209106
"y=0, z=0",0.4020100502512563,80,100,100,0.0014587763629591
"y=0, z=0",0.40703517587939697,81,100,100,0.0015210713178608
"y=0, z=0",0.4120603015075377,82,100,100,0.0014932833976969
"y=0, z=0",0.41708542713567837,83,100,100,0.0014912735260081
"y=0, z=0",0.4221105527638191,84,100,100,0.001550910926285
"y=0, z=0",0.4271356783919598,85,100,100,0.0015357769794107
"y=0, z=0",0.4321608040201005,86,100,100,0.001598912837686
"y=0, z=0",0.4371859296482412,87,100,100,0.001668581949814
"y=0, z=0",0.44221105527638194,88,100,100,0.0015221735469281
"y=0, z=0",0.4472361809045226,89,100,100,0.0014007468377311
"y=0, z=0",0.45226130653266333,90,100,100,0.0014960950324485
"y=0, z=0",0.457286432160804,91,100,100,0.0013049854395326
"y=0, z=0",0.4623115577889447,92,100,100,0.0012125124965108
"y=0, z=0",0.46733668341708545,93,100,100,0.0013792382611983
"y=0, z=0",0.4723618090452261,94,100,100,0.0012916041087997
"y=0, z=0",0.47738693467336685,95,100,100,0.001193647786645
"y=0, z=0",0.4824120603015075,96,100,100,0.0012379880439082
"y=0, z=0",0.48743718592964824,97,100,100,0.0011050910212923
"y=0, z=0",0.49246231155778897,98,100,100,0.001246862886372
"y=0, z=0",0.49748743718592964,99,100,100,0.0012816056829395
"y=0, z=0",0.5025125628140703,100,100,100,0.0011500300918583
"y=0, z=0",0.507537688442211,101,100,100,0.0012424566184858
"y=0, z=0",0.5125628140703518,102,100,100,0.0011745991117426
"y=0, z=0",0.5175879396984925,103,100,100,0.0011261045174972
"y=0, z=0",0.5226130653266332,104,100,100,0.0010311269012357
"y=0, z=0",0.5276381909547738,105,100,100,0.0011236953533067
"y=0, z=0",0.5326633165829145,106,100,100,0.0009424294928145
"y=0, z=0",0.5376884422110553,107,100,100,0.0010745581777471
"y=0, z=0",0.542713567839196,108,100,100,0.0010845099363136
"y=0, z=0",0.5477386934673367,109,100,100,0.0010775684969683
"y=0, z=0",0.5527638190954773,110,100,100,0.0009970084260796
"y=0, z=0",0.5577889447236181,111,100,100,0.0009463382828894
"y=0, z=0",0.5628140703517588,112,100,100,0.000917791113177
"y=0, z=0",0.5678391959798995,113,100,100,0.0010290289917252
"y=0, z=0",0.5728643216080402,114,100,100,0.0010475523111019
"y=0, z=0",0.5778894472361809,115,100,100,0.0009471308184287
"y=0, z=0",0.5829145728643216,116,100,100,0.0008766856186127
"y=0, z=0",0.5879396984924623,117,100,100,0.0009713240746023
"y=0, z=0",0.592964824120603,118,100,100,0.0010059927443274
"y=0, z=0",0.5979899497487438,119,100,100,0.0009304637924128
"y=0, z=0",0.6030150753768844,120,100,100,0.0007798140183207
"y=0, z=0",0.6080402010050251,121,100,100,0.000840162188801
"y=0, z=0",0.6130653266331658,122,100,100,0.0008246025771073
"y=0, z=0",0.6180904522613065,123,100,100,0.0008560785794821
"y=0, z=0",0.6231155778894473,124,100,100,0.0007774225564788
"y=0, z=0",0.628140703517588,125,100,100,0.0008842751590596
"y=0, z=0",0.6331658291457286,126,100,100,0.0008997922572391
"y=0, z=0",0.6381909547738693,127,100,100,0.000766801286726
"y=0, z=0",0.6432160804020101,128,100,100,0.0008333213322488
"y=0, z=0",0.6482412060301508,129,100,100,0.0007718647717264
"y=0, z=0",0.6532663316582915,130,100,100,0.0007094087115139
"y=0, z=0",0.6582914572864321,131,100,100,0.000699798287681
"y=0, z=0",0.6633165829145728,132,100,100,0.0006948537011321
"y=0, z=0",0.6683417085427136,133,100,100,0.0006298509838422
"y=0, z=0",0.6733668341708543,134,100,100,0.0006348156144677
"y=0, z=0",0.678391959798995,135,100,100,0.0008119246847388
"y=0, z=0",0.6834170854271356,136,100,100,0.0008305660662355
"y=0, z=0",0.6884422110552764,137,100,100,0.0007533715324034
"y=0, z=0",0.6934673366834171,138,100,100,0.0006041348238928
"y=0, z=0",0.6984924623115578,139,100,100,0.0008218597166768
"y=0, z=0",0.7035175879396985,140,100,100,0.0007905735336585
"y=0, z=0",0.7085427135678392,141,100,100,0.0006247190869309
"y=0, z=0",0.7135678391959799,142,100,100,0.0006683931783337
"y=0, z=0",0.7185929648241206,143,100,100,0.0007357849042266
"y=0, z=0",0.7236180904522613,144,100,100,0.0006592618608984
"y=0, z=0",0.7286432160804021,145,100,100,0.0006642515814668
"y=0, z=0",0.7336683417085427,146,100,100,0.0006453018724502
"y=0, z=0",0.7386934673366834,147,100,100,0.0006488085264965
"y=0, z=0",0.7437185929648241,148,100,100,0.000562371080739
"y=0, z=0",0.7487437185929648,149,100,100,0.0005384348570911
"y=0, z=0",0.7537688442211056,150,100,100,0.0005469021552498
"y=0, z=0",0.7587939698492462,151,100,100,0.0005523125505267
"y=0, z=0",0.7638190954773869,152,100,100,0.0005849001488808
"y=0, z=0",0.7688442211055276,153,100,100,0.000609059784531
"y=0, z=0",0.7738693467336684,154,100,100,0.0006920308037839
"y=0, z=0",0.7788944723618091,155,100,100,0.000620339525895
"y=0, z=0",0.7839195979899497,156,100,100,0.0006203514854344
"y=0, z=0",0.7889447236180904,157,100,100,0.0006446351769132
"y=0, z=0",0.7939698492462312,158,100,100,0.0007043770628632
"y=0, z=0",0.7989949748743719,159,100,100,0.0006712619066441
"y=0, z=0",0.8040201005025126,160,100,100,0.0006204018883419
"y=0, z=0",0.8090452261306532,161,100,100,0.0005017917203742
"y=0, z=0",0.8140703517587939,162,100,100,0.0005171382905753
"y=0, z=0",0.8190954773869347,163,100,100,0.0005996385388672
"y=0, z=0",0.8241206030150754,164,100,100,0.0005320017957434
"y=0, z=0",0.8291457286432161,165,100,100,0.0005285295427965
"y=0, z=0",0.8341708542713567,166,100,100,0.0007274676439261
"y=0, z=0",0.8391959798994975,167,100,100,0.0005028155015534
"y=0, z=0",0.8442211055276382,168,100,100,0.0005219443806398
"y=0, z=0",0.8492462311557789,169,100,100,0.0004890277973795
"y=0, z=0",0.8542713567839196,170,100,100,0.0004668700603919
"y=0, z=0",0.8592964824120602,171,100,100,0.0004301495908956
"y=0, z=0",0.864321608040201,172,100,100,0.0005338149065249
"y=0, z=0",0.8693467336683417,173,100,100,0.0003848541037525
"y=0, z=0",0.8743718592964824,174,100,100,0.0004110082225932
"y=0, z=0",0.8793969849246231,175,100,100,0.0004429460750605
"y=0, z=0",0.8844221105527639,176,100,100,0.0003724804687577
"y=0, z=0",0.8894472361809045,177,100,100,0.0004143911832213
"y=0, z=0",0.8944723618090452,178,100,100,0.0005583525082253
"y=0, z=0",0.8994974874371859,179,100,100,0.0004491707504939
"y=0, z=0",0.9045226130653267,180,100,100,0.0004373296913528
"y=0, z=0",0.9095477386934674,181,100,100,0.0004285797968044
"y=0, z=0",0.914572864321608,182,100,100,0.0003714294510516
"y=0, z=0",0.9195979899497487,183,100,100,0.0004380494660578
"y=0, z=0",0.9246231155778895,184,100,100,0.0004239339478416
"y=0, z=0",0.9296482412060302,185,100,100,0.0003697582378359
"y=0, z=0",0.9346733668341709,186,100,100,0.0003221567340451
"y=0, z=0",0.9396984924623115,187,100,100,0.0003221036269994
"y=0, z=0",0.9447236180904522,188,100,100,0.0003238764823615
"y=0, z=0",0.949748743718593,189,100,100,0.0003580863964204
"y=0, z=0",0.9547738693467337,190,100,100,0.0003775780482027
"y=0, z=0",0.9597989949748744,191,100,100,0.0003343217601039
"y=0, z=0",0.964824120603015,192,100,100,0.0003045806993997
"y=0, z=0",0.9698492462311558,193,100,100,0.0002721645211108
"y=0, z=0",0.9748743718592965,194,100,100,0.0002537846604518
"y=0, z=0",0.9798994974874372,195,100,100,0.000193209398111
"y=0, z=0",0.9849246231155779,196,100,100,0.0001634266323462
"y=0, z=0",0.9899497487437185,197,100,100,0.0001710359102148
"y=0, z=0",0.9949748743718593,198,100,100,0.0001117822745527
"y=0, z=0",1.0,199,100,100,8.93889430017121e-05
