section,coordinate_um,X,Y,Z,Edep
"x=0, y=0",-0.41,0,100,18,4.208515926066833e-32
"x=0, y=0",-0.405,0,100,19,2.2514279014403463e-32
"x=0, y=0",-0.4,0,100,20,1.5321745096604011e-32
"x=0, y=0",-0.395,0,100,21,5.026181761223735e-31
"x=0, y=0",-0.39,0,100,22,2.888547971403797e-32
"x=0, y=0",-0.385,0,100,23,3.0124407153284354e-32
"x=0, y=0",-0.38,0,100,24,5.274421725510087e-32
"x=0, y=0",-0.375,0,100,25,4.5830544113260416e-32
"x=0, y=0",-0.37,0,100,26,4.133177797106483e-32
"x=0, y=0",-0.365,0,100,27,1.245487901748274e-31
"x=0, y=0",-0.36,0,100,28,4.377735045641949e-32
"x=0, y=0",-0.355,0,100,29,4.0582425011175027e-32
"x=0, y=0",-0.35,0,100,30,3.917982751138129e-32
"x=0, y=0",-0.345,0,100,31,5.072188422796968e-32
"x=0, y=0",-0.34,0,100,32,2.2062576409898454e-32
"x=0, y=0",-0.335,0,100,33,3.723737807452408e-32
"x=0, y=0",-0.33,0,100,34,5.399230252348874e-32
"x=0, y=0",-0.325,0,100,35,9.277828762635652e-32
"x=0, y=0",-0.32,0,100,36,8.738520441000677e-32
"x=0, y=0",-0.315,0,100,37,6.388261860774863e-32
"x=0, y=0",-0.31,0,100,38,2.624389901956929e-32
"x=0, y=0",-0.305,0,100,39,2.752234311880986e-32
"x=0, y=0",-0.3,0,100,40,2.2487195814978866e-32
"x=0, y=0",-0.295,0,100,41,3.104083125486388e-32
"x=0, y=0",-0.29,0,100,42,3.414745404012132e-32
"x=0, y=0",-0.285,0,100,43,4.4414077450611575e-32
"x=0, y=0",-0.28,0,100,44,4.810857153578256e-32
"x=0, y=0",-0.275,0,100,45,3.445200412979082e-32
"x=0, y=0",-0.27,0,100,46,5.67811890602215e-32
"x=0, y=0",-0.265,0,100,47,8.709318535290685e-32
"x=0, y=0",-0.26,0,100,48,1.017188099850418e-31
"x=0, y=0",-0.255,0,100,49,9.485364406605135e-32
"x=0, y=0",-0.25,0,100,50,1.091080769325266e-31
"x=0, y=0",-0.245,0,100,51,8.320201399347906e-32
"x=0, y=0",-0.24,0,100,52,1.1760004686842068e-31
"x=0, y=0",-0.235,0,100,53,5.903440531703302e-32
"x=0, y=0",-0.23,0,100,54,8.781103649565843e-32
"x=0, y=0",-0.225,0,100,55,1.3396119860315755e-31
"x=0, y=0",-0.22,0,100,56,1.1319062880049766e-31
"x=0, y=0",-0.215,0,100,57,6.287205146504011e-32
