x_um,y_um,z_um,T_K
-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.871719991718831579e+02
-4.799999999999999822e-01,-1.399999999999999856e-01,0.000000000000000000e+00,3.004630027747161307e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,-5.999999999999995615e-02,3.006152197729076647e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,-3.999999999999998695e-02,3.009495473008261683e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,-1.999999999999991368e-02,3.011796860266917975e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,0.000000000000000000e+00,3.013218893792497965e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,2.000000000000002123e-02,3.011796860266917975e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,4.000000000000004247e-02,3.009495473008261683e+02
-4.799999999999999822e-01,-1.199999999999999678e-01,6.000000000000006023e-02,3.006152197729076647e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,-7.999999999999997391e-02,3.007411000585035481e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,-5.999999999999995615e-02,3.013705643746241662e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,-3.999999999999998695e-02,3.021243281006533152e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,-1.999999999999991368e-02,3.026779413996235348e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,0.000000000000000000e+00,3.028670029360006311e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,2.000000000000002123e-02,3.026779413996235348e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,4.000000000000004247e-02,3.021243281006533152e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,6.000000000000006023e-02,3.013705643746241662e+02
-4.799999999999999822e-01,-9.999999999999999167e-02,8.000000000000008493e-02,3.007411000585034913e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,-9.999999999999999167e-02,3.007411000585035481e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,-7.999999999999997391e-02,3.015040440922963967e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,-5.999999999999995615e-02,3.025597045627634998e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,-3.999999999999998695e-02,3.040178285076988232e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,-1.999999999999991368e-02,3.055608269356873734e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,0.000000000000000000e+00,3.063038546137971139e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,2.000000000000002123e-02,3.055608269356873734e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,4.000000000000004247e-02,3.040178285076988232e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,6.000000000000006023e-02,3.025597045627634998e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,8.000000000000008493e-02,3.015040440922963967e+02
-4.799999999999999822e-01,-7.999999999999997391e-02,9.999999999999999167e-02,3.007411000585034913e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-1.199999999999999678e-01,3.006152197729076647e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-9.999999999999999167e-02,3.013705643746241662e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-7.999999999999997391e-02,3.025597045627634998e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-5.999999999999995615e-02,3.046484264319190061e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-3.999999999999998695e-02,3.078590565401589743e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,-1.999999999999991368e-02,3.120959861089355627e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,0.000000000000000000e+00,3.145434000526961995e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,2.000000000000002123e-02,3.120959861089355627e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,4.000000000000004247e-02,3.078590565401589743e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,6.000000000000006023e-02,3.046484264319190061e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,8.000000000000008493e-02,3.025597045627634429e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,9.999999999999999167e-02,3.013705643746240526e+02
-4.799999999999999822e-01,-5.999999999999995615e-02,1.200000000000000094e-01,3.006152197729074373e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-1.199999999999999678e-01,3.009495473008261683e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-9.999999999999999167e-02,3.021243281006533152e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-7.999999999999997391e-02,3.040178285076988232e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-5.999999999999995615e-02,3.078590565401589743e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-3.999999999999998695e-02,3.148685181693795698e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,-1.999999999999991368e-02,3.249705490510529557e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,0.000000000000000000e+00,3.341843905984835033e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,2.000000000000002123e-02,3.249705490510529557e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,4.000000000000004247e-02,3.148685181693795130e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,6.000000000000006023e-02,3.078590565401588606e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,8.000000000000008493e-02,3.040178285076983684e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,9.999999999999999167e-02,3.021243281006522921e+02
-4.799999999999999822e-01,-3.999999999999998695e-02,1.200000000000000094e-01,3.009495473008245199e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-1.199999999999999678e-01,3.011796860266917975e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-9.999999999999999167e-02,3.026779413996235348e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-7.999999999999997391e-02,3.055608269356873734e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-5.999999999999995615e-02,3.120959861089355627e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-3.999999999999998695e-02,3.249705490510529557e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,-1.999999999999991368e-02,3.514760993220348269e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,0.000000000000000000e+00,3.920738505200254735e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,2.000000000000002123e-02,3.514760993220347700e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,4.000000000000004247e-02,3.249705490510526715e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,6.000000000000006023e-02,3.120959861089346532e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,8.000000000000008493e-02,3.055608269356847018e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,9.999999999999999167e-02,3.026779413996170547e+02
-4.799999999999999822e-01,-1.999999999999991368e-02,1.200000000000000094e-01,3.011796860266811109e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-1.399999999999999856e-01,3.004630027747161307e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-1.199999999999999678e-01,3.013218893792497965e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-9.999999999999999167e-02,3.028670029360006311e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-7.999999999999997391e-02,3.063038546137971139e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-5.999999999999995615e-02,3.145434000526961995e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-3.999999999999998695e-02,3.341843905984835033e+02
-4.799999999999999822e-01,0.000000000000000000e+00,-1.999999999999991368e-02,3.920738505200254167e+02
-4.799999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.929209591582180110e+02
-4.799999999999999822e-01,0.000000000000000000e+00,2.000000000000002123e-02,3.920738505200249620e+02
-4.799999999999999822e-01,0.000000000000000000e+00,4.000000000000004247e-02,3.341843905984818548e+02
-4.799999999999999822e-01,0.000000000000000000e+00,6.000000000000006023e-02,3.145434000526906289e+02
-4.799999999999999822e-01,0.000000000000000000e+00,8.000000000000008493e-02,3.063038546137810840e+02
-4.799999999999999822e-01,0.000000000000000000e+00,9.999999999999999167e-02,3.028670029359635123e+02
-4.799999999999999822e-01,0.000000000000000000e+00,1.200000000000000094e-01,3.013218893791871551e+02
-4.799999999999999822e-01,0.000000000000000000e+00,1.400000000000000411e-01,3.004630027746662790e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-1.199999999999999678e-01,3.011796860266917975e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-9.999999999999999167e-02,3.026779413996235348e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-7.999999999999997391e-02,3.055608269356873734e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-5.999999999999995615e-02,3.120959861089355627e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-3.999999999999998695e-02,3.249705490510528989e+02
-4.799999999999999822e-01,2.000000000000002123e-02,-1.999999999999991368e-02,3.514760993220346563e+02
-4.799999999999999822e-01,2.000000000000002123e-02,0.000000000000000000e+00,3.920738505200248483e+02
-4.799999999999999822e-01,2.000000000000002123e-02,2.000000000000002123e-02,3.514760993220323826e+02
-4.799999999999999822e-01,2.000000000000002123e-02,4.000000000000004247e-02,3.249705490510438040e+02
-4.799999999999999822e-01,2.000000000000002123e-02,6.000000000000006023e-02,3.120959861089053788e+02
-4.799999999999999822e-01,2.000000000000002123e-02,8.000000000000008493e-02,3.055608269356038704e+02
-4.799999999999999822e-01,2.000000000000002123e-02,9.999999999999999167e-02,3.026779413994381684e+02
-4.799999999999999822e-01,2.000000000000002123e-02,1.200000000000000094e-01,3.011796860264067277e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-1.199999999999999678e-01,3.009495473008261683e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-9.999999999999999167e-02,3.021243281006533152e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-7.999999999999997391e-02,3.040178285076988232e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-5.999999999999995615e-02,3.078590565401589743e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-3.999999999999998695e-02,3.148685181693795130e+02
-4.799999999999999822e-01,4.000000000000004247e-02,-1.999999999999991368e-02,3.249705490510523873e+02
-4.799999999999999822e-01,4.000000000000004247e-02,0.000000000000000000e+00,3.341843905984807179e+02
-4.799999999999999822e-01,4.000000000000004247e-02,2.000000000000002123e-02,3.249705490510409049e+02
-4.799999999999999822e-01,4.000000000000004247e-02,4.000000000000004247e-02,3.148685181693345498e+02
-4.799999999999999822e-01,4.000000000000004247e-02,6.000000000000006023e-02,3.078590565400153309e+02
-4.799999999999999822e-01,4.000000000000004247e-02,8.000000000000008493e-02,3.040178285073176880e+02
-4.799999999999999822e-01,4.000000000000004247e-02,9.999999999999999167e-02,3.021243280998488672e+02
-4.799999999999999822e-01,4.000000000000004247e-02,1.200000000000000094e-01,3.009495472996529770e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-1.199999999999999678e-01,3.006152197729076647e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-9.999999999999999167e-02,3.013705643746241662e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-7.999999999999997391e-02,3.025597045627634998e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-5.999999999999995615e-02,3.046484264319188924e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-3.999999999999998695e-02,3.078590565401585195e+02
-4.799999999999999822e-01,6.000000000000006023e-02,-1.999999999999991368e-02,3.120959861089328911e+02
-4.799999999999999822e-01,6.000000000000006023e-02,0.000000000000000000e+00,3.145434000526834666e+02
-4.799999999999999822e-01,6.000000000000006023e-02,2.000000000000002123e-02,3.120959861088821299e+02
-4.799999999999999822e-01,6.000000000000006023e-02,4.000000000000004247e-02,3.078590565399653087e+02
-4.799999999999999822e-01,6.000000000000006023e-02,6.000000000000006023e-02,3.046484264313264134e+02
-4.799999999999999822e-01,6.000000000000006023e-02,8.000000000000008493e-02,3.025597045612860825e+02
-4.799999999999999822e-01,6.000000000000006023e-02,9.999999999999999167e-02,3.013705643717964335e+02
-4.799999999999999822e-01,6.000000000000006023e-02,1.200000000000000094e-01,3.006152197694603956e+02
-4.799999999999999822e-01,8.000000000000008493e-02,-9.999999999999999167e-02,3.007411000585034913e+02
-4.799999999999999822e-01,8.000000000000008493e-02,-7.999999999999997391e-02,3.015040440922963398e+02
-4.799999999999999822e-01,8.000000000000008493e-02,-5.999999999999995615e-02,3.025597045627631587e+02
-4.799999999999999822e-01,8.000000000000008493e-02,-3.999999999999998695e-02,3.040178285076967768e+02
-4.799999999999999822e-01,8.000000000000008493e-02,-1.999999999999991368e-02,3.055608269356766868e+02
-4.799999999999999822e-01,8.000000000000008493e-02,0.000000000000000000e+00,3.063038546137469211e+02
-4.799999999999999822e-01,8.000000000000008493e-02,2.000000000000002123e-02,3.055608269354841013e+02
-4.799999999999999822e-01,8.000000000000008493e-02,4.000000000000004247e-02,3.040178285069872572e+02
-4.799999999999999822e-01,8.000000000000008493e-02,6.000000000000006023e-02,3.025597045607031532e+02
-4.799999999999999822e-01,8.000000000000008493e-02,8.000000000000008493e-02,3.015040440877000947e+02
-4.799999999999999822e-01,8.000000000000008493e-02,9.999999999999999167e-02,3.007411000518173410e+02
-4.799999999999999822e-01,9.999999999999999167e-02,-7.999999999999997391e-02,3.007411000585033776e+02
-4.799999999999999822e-01,9.999999999999999167e-02,-5.999999999999995615e-02,3.013705643746229725e+02
-4.799999999999999822e-01,9.999999999999999167e-02,-3.999999999999998695e-02,3.021243281006464940e+02
-4.799999999999999822e-01,9.999999999999999167e-02,-1.999999999999991368e-02,3.026779413995880645e+02
-4.799999999999999822e-01,9.999999999999999167e-02,0.000000000000000000e+00,3.028670029358373199e+02
-4.799999999999999822e-01,9.999999999999999167e-02,2.000000000000002123e-02,3.026779413989934824e+02
-4.799999999999999822e-01,9.999999999999999167e-02,4.000000000000004247e-02,3.021243280985255524e+02
-4.799999999999999822e-01,9.999999999999999167e-02,6.000000000000006023e-02,3.013705643689252156e+02
-4.799999999999999822e-01,9.999999999999999167e-02,8.000000000000008493e-02,3.007411000488164632e+02
-4.799999999999999822e-01,1.200000000000000094e-01,-5.999999999999995615e-02,3.006152197729049931e+02
-4.799999999999999822e-01,1.200000000000000094e-01,-3.999999999999998695e-02,3.009495473008105932e+02
-4.799999999999999822e-01,1.200000000000000094e-01,-1.999999999999991368e-02,3.011796860266096019e+02
-4.799999999999999822e-01,1.200000000000000094e-01,0.000000000000000000e+00,3.013218893788484252e+02
-4.799999999999999822e-01,1.200000000000000094e-01,2.000000000000002123e-02,3.011796860253355703e+02
-4.799999999999999822e-01,1.200000000000000094e-01,4.000000000000004247e-02,3.009495472963940301e+02
-4.799999999999999822e-01,1.200000000000000094e-01,6.000000000000006023e-02,3.006152197624307973e+02
-4.799999999999999822e-01,1.400000000000000411e-01,0.000000000000000000e+00,3.004630027741628169e+02
-4.599999999999999645e-01,-1.799999999999999656e-01,-5.999999999999995615e-02,3.003135066636544934e+02
-4.599999999999999645e-01,-1.799999999999999656e-01,-3.999999999999998695e-02,3.004201137752435216e+02
-4.599999999999999645e-01,-1.799999999999999656e-01,-1.999999999999991368e-02,3.004708159288486513e+02
-4.599999999999999645e-01,-1.799999999999999656e-01,0.000000000000000000e+00,3.004893533759433808e+02
-4.599999999999999645e-01,-1.799999999999999656e-01,2.000000000000002123e-02,3.004708159288484239e+02
