t_ns,T_centre_K,T_max_K
1.135849056603773555e+00,1.291866253225060518e+03,1.313701449444278069e+03
1.137316561844863738e+00,1.291884956539990071e+03,1.313719402684840361e+03
1.138784067085953922e+00,1.291903525563652465e+03,1.313737226927148413e+03
1.140251572327043883e+00,1.291921961260271246e+03,1.313754923098775862e+03
1.141719077568134288e+00,1.291940264587145293e+03,1.313772492120616562e+03
1.143186582809224472e+00,1.291958436494701573e+03,1.313789934906933240e+03
1.144654088050314433e+00,1.291976477926541975e+03,1.313807252365404565e+03
1.146121593291404617e+00,1.291994389819493108e+03,1.313824445397172212e+03
1.147589098532494800e+00,1.292012173103655414e+03,1.313841514896889976e+03
1.149056603773584762e+00,1.292029828702451368e+03,1.313858461752768790e+03
1.150524109014674945e+00,1.292047357532672322e+03,1.313875286846624249e+03
1.151991614255765350e+00,1.292064760504528067e+03,1.313891991053922766e+03
1.153459119496855312e+00,1.292082038521692084e+03,1.313908575243826363e+03
1.154926624737945495e+00,1.292099192481349746e+03,1.313925040279240193e+03
1.156394129979035679e+00,1.292116223274244476e+03,1.313941387016855288e+03
1.157861635220125640e+00,1.292133131784724128e+03,1.313957616307195622e+03
1.159329140461215824e+00,1.292149918890787148e+03,1.313973728994661087e+03
1.160796645702306229e+00,1.292166585464126911e+03,1.313989725917572741e+03
1.162264150943396190e+00,1.292183132370179010e+03,1.314005607908216007e+03
1.163731656184486374e+00,1.292199560468164464e+03,1.314021375792885010e+03
1.165199161425576557e+00,1.292215870611135415e+03,1.314037030391924418e+03
1.166666666666666519e+00,1.292232063646018560e+03,1.314052572519773776e+03
1.168134171907756702e+00,1.292248140413660167e+03,1.314068002985010025e+03
1.169601677148846886e+00,1.292264101748868370e+03,1.314083322590388889e+03
1.171069182389937291e+00,1.292279948480457961e+03,1.314098532132887613e+03
1.172536687631027252e+00,1.292295681431292678e+03,1.314113632403746806e+03
1.174004192872117436e+00,1.292311301418327275e+03,1.314128624188510912e+03
1.175471698113207619e+00,1.292326809252652083e+03,1.314143508267070501e+03
1.176939203354297581e+00,1.292342205739532346e+03,1.314158285413702515e+03
1.178406708595387764e+00,1.292357491678452106e+03,1.314172956397110511e+03
1.179874213836478170e+00,1.292372667863154675e+03,1.314187521980465590e+03
1.181341719077568131e+00,1.292387735081684923e+03,1.314201982921445051e+03
1.182809224318658314e+00,1.292402694116428847e+03,1.314216339972273772e+03
1.184276729559748498e+00,1.292417545744154722e+03,1.314230593879761955e+03
1.185744234800838459e+00,1.292432290736054028e+03,1.314244745385345368e+03
1.187211740041928643e+00,1.292446929857781015e+03,1.314258795225123777e+03
1.188679245283019048e+00,1.292461463869491809e+03,1.314272744129898228e+03
1.190146750524109009e+00,1.292475893525885340e+03,1.314286592825211756e+03
1.191614255765199193e+00,1.292490219576241088e+03,1.314300342031385071e+03
1.193081761006289376e+00,1.292504442764459100e+03,1.314313992463555223e+03
1.194549266247379338e+00,1.292518563829097729e+03,1.314327544831713112e+03
1.196016771488469521e+00,1.292532583503413207e+03,1.314340999840739869e+03
1.197484276729559705e+00,1.292546502515396014e+03,1.314354358190444600e+03
1.198951781970649888e+00,1.292560321587809540e+03,1.314367620575600085e+03
1.200419287211740071e+00,1.292574041438228733e+03,1.314380787685980067e+03
1.201886792452830255e+00,1.292587662779075117e+03,1.314393860206394947e+03
1.203354297693920216e+00,1.292601186317655902e+03,1.314406838816726577e+03
1.204821802935010400e+00,1.292614612756198994e+03,1.314419724191965315e+03
1.206289308176100583e+00,1.292627942791890518e+03,1.314432517002245049e+03
1.207756813417190767e+00,1.292641177116910740e+03,1.314445217912876615e+03
1.209224318658280950e+00,1.292654316418470444e+03,1.314457827584384859e+03
1.210691823899371133e+00,1.292667361378845499e+03,1.314470346672541837e+03
1.212159329140461317e+00,1.292680312675413234e+03,1.314482775828400918e+03
1.213626834381551278e+00,1.292693170980687455e+03,1.314495115698332029e+03
1.215094339622641462e+00,1.292705936962353235e+03,1.314507366924053485e+03
1.216561844863731645e+00,1.292718611283301016e+03,1.314519530142667463e+03
1.218029350104821829e+00,1.292731194601662992e+03,1.314531605986692284e+03
1.219496855345912012e+00,1.292743687570844259e+03,1.314543595084095841e+03
1.220964360587002195e+00,1.292756090839559874e+03,1.314555498058327885e+03
1.222431865828092157e+00,1.292768405051865784e+03,1.314567315528352992e+03
1.223899371069182340e+00,1.292780630847194516e+03,1.314579048108682855e+03
1.225366876310272524e+00,1.292792768860387241e+03,1.314590696409408338e+03
1.226834381551362707e+00,1.292804819721726290e+03,1.314602261036231766e+03
1.228301886792452891e+00,1.292816784056969027e+03,1.314613742590497623e+03
1.229769392033543074e+00,1.292828662487380143e+03,1.314625141669224604e+03
1.231236897274633035e+00,1.292840455629762573e+03,1.314636458865136547e+03
1.232704402515723219e+00,1.292852164096491833e+03,1.314647694766694485e+03
1.234171907756813402e+00,1.292863788495545577e+03,1.314658849958125074e+03
1.235639412997903586e+00,1.292875329430536340e+03,1.314669925019453331e+03
1.237106918238993769e+00,1.292886787500742685e+03,1.314680920526531281e+03
1.238574423480083952e+00,1.292898163301140585e+03,1.314691837051070024e+03
1.240041928721173914e+00,1.292909457422433661e+03,1.314702675160667013e+03
1.241509433962264097e+00,1.292920670451084334e+03,1.314713435418837889e+03
1.242976939203354281e+00,1.292931802969344517e+03,1.314724118385044676e+03
1.244444444444444242e+00,1.292942855555284723e+03,1.314734724614725337e+03
1.245911949685534648e+00,1.292953828782825667e+03,1.314745254659322882e+03
1.247379454926624831e+00,1.292964723221766917e+03,1.314755709066314012e+03
1.248846960167714792e+00,1.292975539437816678e+03,1.314766088379237999e+03
1.250314465408804976e+00,1.292986277992621808e+03,1.314776393137724199e+03
1.251781970649895159e+00,1.292996939443795782e+03,1.314786623877521379e+03
1.253249475890985343e+00,1.293007524344949161e+03,1.314796781130524778e+03
1.254716981132075526e+00,1.293018033245716879e+03,1.314806865424804073e+03
1.256184486373165710e+00,1.293028466691787571e+03,1.314816877284632028e+03
1.257651991614255893e+00,1.293038825224932225e+03,1.314826817230509505e+03
1.259119496855345854e+00,1.293049109383031237e+03,1.314836685779195250e+03
1.260587002096436038e+00,1.293059319700103515e+03,1.314846483443730904e+03
1.262054507337526221e+00,1.293069456706333540e+03,1.314856210733468515e+03
1.263522012578616405e+00,1.293079520928098418e+03,1.314865868154097370e+03
1.264989517819706588e+00,1.293089512887996989e+03,1.314875456207670368e+03
1.266457023060796772e+00,1.293099433104874379e+03,1.314884975392629258e+03
1.267924528301886733e+00,1.293109282093851789e+03,1.314894426203832154e+03
1.269392033542976916e+00,1.293119060366350823e+03,1.314903809132577635e+03
1.270859538784067100e+00,1.293128768430120999e+03,1.314913124666632029e+03
1.272327044025157061e+00,1.293138406789267037e+03,1.314922373290253972e+03
1.273794549266247467e+00,1.293147975944273185e+03,1.314931555484219643e+03
1.275262054507337650e+00,1.293157476392030730e+03,1.314940671725848233e+03
1.276729559748427612e+00,1.293166908625863016e+03,1.314949722489026499e+03
1.278197064989517795e+00,1.293176273135551355e+03,1.314958708244233321e+03
1.279664570230607978e+00,1.293185570407360501e+03,1.314967629458565170e+03
1.281132075471697940e+00,1.293194800924063657e+03,1.314976486595759525e+03
1.282599580712788345e+00,1.293203965164967485e+03,1.314985280116219201e+03
1.284067085953878529e+00,1.293213063605937577e+03,1.314994010477036682e+03
1.285534591194968490e+00,1.293222096719422325e+03,1.315002678132018218e+03
1.287002096436058673e+00,1.293231064974478386e+03,1.315011283531706340e+03
1.288469601677148857e+00,1.293239968836794333e+03,1.315019827123404411e+03
1.289937106918238818e+00,1.293248808768714753e+03,1.315028309351200051e+03
1.291404612159329002e+00,1.293257585229265032e+03,1.315036730655987412e+03
1.292872117400419407e+00,1.293266298674174550e+03,1.315045091475490835e+03
1.294339622641509591e+00,1.293274949555900321e+03,1.315053392244287124e+03
1.295807127882599552e+00,1.293283538323651101e+03,1.315061633393829425e+03
1.297274633123689735e+00,1.293292065423409667e+03,1.315069815352467913e+03
1.298742138364779919e+00,1.293300531297957605e+03,1.315077938545473444e+03
1.300209643605869880e+00,1.293308936386895766e+03,1.315086003395059606e+03
1.301677148846960286e+00,1.293317281126670423e+03,1.315094010320404323e+03
1.303144654088050469e+00,1.293325565950592363e+03,1.315101959737671677e+03
1.304612159329140431e+00,1.293333791288862813e+03,1.315109852060033745e+03
1.306079664570230614e+00,1.293341957568592989e+03,1.315117687697692645e+03
1.307547169811320797e+00,1.293350065213827520e+03,1.315125467057901233e+03
1.309014675052410759e+00,1.293358114645566957e+03,1.315133190544984473e+03
1.310482180293500942e+00,1.293366106281788461e+03,1.315140858560360584e+03
1.311949685534591348e+00,1.293374040537468545e+03,1.315148471502561961e+03
1.313417190775681309e+00,1.293381917824603534e+03,1.315156029767256541e+03
1.314884696016771493e+00,1.293389738552232302e+03,1.315163533747266911e+03
1.316352201257861676e+00,1.293397503126456286e+03,1.315170983832592356e+03
1.317819706498951637e+00,1.293405211950461307e+03,1.315178380410428417e+03
1.319287211740041821e+00,1.293412865424538040e+03,1.315185723865187583e+03
1.320754716981132226e+00,1.293420463946103609e+03,1.315193014578517932e+03
1.322222222222222188e+00,1.293428007909720691e+03,1.315200252929324961e+03
1.323689727463312371e+00,1.293435497707119794e+03,1.315207439293790003e+03
1.325157232704402555e+00,1.293442933727218588e+03,1.315214574045390464e+03
1.326624737945492516e+00,1.293450316356142139e+03,1.315221657554919148e+03
1.328092243186582699e+00,1.293457645977243374e+03,1.315228690190502903e+03
1.329559748427673105e+00,1.293464922971122178e+03,1.315235672317622857e+03
1.331027253668763066e+00,1.293472147715646315e+03,1.315242604299133291e+03
1.332494758909853250e+00,1.293479320585969617e+03,1.315249486495279371e+03
1.333962264150943433e+00,1.293486441954553584e+03,1.315256319263717842e+03
1.335429769392033617e+00,1.293493512191183981e+03,1.315263102959533398e+03
1.336897274633123578e+00,1.293500531662992444e+03,1.315269837935259829e+03
1.338364779874213761e+00,1.293507500734473979e+03,1.315276524540895480e+03
1.339832285115304167e+00,1.293514419767507434e+03,1.315283163123924396e+03
1.341299790356394128e+00,1.293521289121371865e+03,1.315289754029331561e+03
1.342767295597484312e+00,1.293528109152767911e+03,1.315296297599623813e+03
1.344234800838574495e+00,1.293534880215834846e+03,1.315302794174844621e+03
1.345702306079664456e+00,1.293541602662168316e+03,1.315309244092594781e+03
1.347169811320754640e+00,1.293548276840841027e+03,1.315315647688047648e+03
1.348637316561845045e+00,1.293554903098417753e+03,1.315322005293967777e+03
1.350104821802935007e+00,1.293561481778975804e+03,1.315328317240727984e+03
1.351572327044025190e+00,1.293568013224121842e+03,1.315334583856326844e+03
1.353039832285115374e+00,1.293574497773009625e+03,1.315340805466405300e+03
1.354507337526205335e+00,1.293580935762358195e+03,1.315346982394263478e+03
1.355974842767295518e+00,1.293587327526468471e+03,1.315353114960878429e+03
1.357442348008385702e+00,1.293593673397240536e+03,1.315359203484920045e+03
1.358909853249475885e+00,1.293599973704192507e+03,1.315365248282767880e+03
1.360377358490566069e+00,1.293606228774476222e+03,1.315371249668527980e+03
1.361844863731656252e+00,1.293612438932894065e+03,1.315377207954048117e+03
1.363312368972746214e+00,1.293618604501916934e+03,1.315383123448935976e+03
1.364779874213836397e+00,1.293624725801699697e+03,1.315388996460573026e+03
1.366247379454926580e+00,1.293630803150098927e+03,1.315394827294132483e+03
1.367714884696016764e+00,1.293636836862689279e+03,1.315400616252593863e+03
1.369182389937106947e+00,1.293642827252778716e+03,1.315406363636759124e+03
1.370649895178197131e+00,1.293648774631426477e+03,1.315412069745268809e+03
1.372117400419287092e+00,1.293654679307457400e+03,1.315417734874617281e+03
1.373584905660377276e+00,1.293660541587480111e+03,1.315423359319168185e+03
1.375052410901467459e+00,1.293666361775900441e+03,1.315428943371168998e+03
1.376519916142557642e+00,1.293672140174939841e+03,1.315434487320767403e+03
1.377987421383647826e+00,1.293677877084649026e+03,1.315439991456026519e+03
1.379454926624738009e+00,1.293683572802924346e+03,1.315445456062938547e+03
1.380922431865828193e+00,1.293689227625523699e+03,1.315450881425440684e+03
1.382389937106918154e+00,1.293694841846081090e+03,1.315456267825429677e+03
1.383857442348008338e+00,1.293700415756122084e+03,1.315461615542776826e+03
1.385324947589098521e+00,1.293705949645079272e+03,1.315466924855341631e+03
1.386792452830188704e+00,1.293711443800306824e+03,1.315472196038987022e+03
1.388259958071278888e+00,1.293716898507096403e+03,1.315477429367593913e+03
1.389727463312369071e+00,1.293722314048690350e+03,1.315482625113074846e+03
1.391194968553459033e+00,1.293727690706297835e+03,1.315487783545388083e+03
1.392662473794549216e+00,1.293733028759108947e+03,1.315492904932552392e+03
1.394129979035639399e+00,1.293738328484308795e+03,1.315497989540660683e+03
1.395597484276729583e+00,1.293743590157092513e+03,1.315503037633893200e+03
1.397064989517819766e+00,1.293748814050679357e+03,1.315508049474532299e+03
1.398532494758909950e+00,1.293754000436327033e+03,1.315513025322975409e+03
1.399999999999999911e+00,1.293759149583344879e+03,1.315517965437749126e+03
1.401467505241090095e+00,1.293764261759109331e+03,1.315522870075521723e+03
1.402935010482180278e+00,1.293769337229077109e+03,1.315527739491117700e+03
1.404402515723270461e+00,1.293774376256797950e+03,1.315532573937530287e+03
1.405870020964360645e+00,1.293779379103930069e+03,1.315537373665934638e+03
1.407337526205450828e+00,1.293784346030252891e+03,1.315542138925701238e+03
1.408805031446540790e+00,1.293789277293680698e+03,1.315546869964408870e+03
1.410272536687630973e+00,1.293794173150275583e+03,1.315551567027857345e+03
1.411740041928721157e+00,1.293799033854261324e+03,1.315556230360080008e+03
1.413207547169811118e+00,1.293803859658035890e+03,1.315560860203356697e+03
1.414675052410901523e+00,1.293808650812185988e+03,1.315565456798226705e+03
1.416142557651991707e+00,1.293813407565498210e+03,1.315570020383500832e+03
1.417610062893081890e+00,1.293818130164973127e+03,1.315574551196273887e+03
1.419077568134171852e+00,1.293822818855837795e+03,1.315579049471937424e+03
1.420545073375262035e+00,1.293827473881558944e+03,1.315583515444191107e+03
1.422012578616352219e+00,1.293832095483854346e+03,1.315587949345055677e+03
1.423480083857442402e+00,1.293836683902706909e+03,1.315592351404885221e+03
1.424947589098532585e+00,1.293841239376376279e+03,1.315596721852377641e+03
1.426415094339622769e+00,1.293845762141411114e+03,1.315601060914589198e+03
1.427882599580712730e+00,1.293850252432662046e+03,1.315605368816943383e+03
1.429350104821802914e+00,1.293854710483293275e+03,1.315609645783244332e+03
1.430817610062893097e+00,1.293859136524794621e+03,1.315613892035688878e+03
1.432285115303983059e+00,1.293863530786994261e+03,1.315618107794876323e+03
1.433752620545073464e+00,1.293867893498070089e+03,1.315622293279821861e+03
1.435220125786163647e+00,1.293872224884560865e+03,1.315626448707966574e+03
1.436687631027253609e+00,1.293876525171380081e+03,1.315630574295189945e+03
1.438155136268343792e+00,1.293880794581825512e+03,1.315634670255819401e+03
1.439622641509433976e+00,1.293885033337591722e+03,1.315638736802643280e+03
1.441090146750523937e+00,1.293889241658781884e+03,1.315642774146920829e+03
1.442557651991614343e+00,1.293893419763918018e+03,1.315646782498393577e+03
1.444025157232704526e+00,1.293897567869954173e+03,1.315650762065296021e+03
1.445492662473794487e+00,1.293901686192285524e+03,1.315654713054366539e+03
1.446960167714884671e+00,1.293905774944761788e+03,1.315658635670858303e+03
1.448427672955974854e+00,1.293909834339696545e+03,1.315662530118549967e+03
1.449895178197064816e+00,1.293913864587879516e+03,1.315666396599755672e+03
1.451362683438154999e+00,1.293917865898585660e+03,1.315670235315336640e+03
1.452830188679245405e+00,1.293921838479588814e+03,1.315674046464710727e+03
1.454297693920335366e+00,1.293925782537170335e+03,1.315677830245863106e+03
1.455765199161425549e+00,1.293929698276130466e+03,1.315681586855356727e+03
1.457232704402515733e+00,1.293933585899799027e+03,1.315685316488341641e+03
1.458700209643605916e+00,1.293937445610045643e+03,1.315689019338567277e+03
1.460167714884695878e+00,1.293941277607291113e+03,1.315692695598389491e+03
1.461635220125786283e+00,1.293945082090516735e+03,1.315696345458783526e+03
1.463102725366876466e+00,1.293948859257274989e+03,1.315699969109351969e+03
1.464570230607966428e+00,1.293952609303700456e+03,1.315703566738335212e+03
1.466037735849056611e+00,1.293956332424518905e+03,1.315707138532621912e+03
1.467505241090146795e+00,1.293960028813058216e+03,1.315710684677757399e+03
1.468972746331236756e+00,1.293963698661258377e+03,1.315714205357954370e+03
1.470440251572327162e+00,1.293967342159680584e+03,1.315717700756102204e+03
1.471907756813417345e+00,1.293970959497518606e+03,1.315721171053776288e+03
1.473375262054507306e+00,1.293974550862606975e+03,1.315724616431247568e+03
1.474842767295597490e+00,1.293978116441432348e+03,1.315728037067491869e+03
1.476310272536687673e+00,1.293981656419141700e+03,1.315731433140199442e+03
1.477777777777777635e+00,1.293985170979553004e+03,1.315734804825783840e+03
1.479245283018867818e+00,1.293988660305164331e+03,1.315738152299391231e+03
1.480712788259958224e+00,1.293992124577163850e+03,1.315741475734910182e+03
1.482180293501048185e+00,1.293995563975437562e+03,1.315744775304979157e+03
1.483647798742138368e+00,1.293998978678581125e+03,1.315748051180996754e+03
1.485115303983228552e+00,1.294002368863907350e+03,1.315751303533131022e+03
1.486582809224318513e+00,1.294005734707455986e+03,1.315754532530326742e+03
1.488050314465408697e+00,1.294009076384002583e+03,1.315757738340314745e+03
1.489517819706499102e+00,1.294012394067068271e+03,1.315760921129622147e+03
1.490985324947589064e+00,1.294015687928927946e+03,1.315764081063578487e+03
1.492452830188679247e+00,1.294018958140619588e+03,1.315767218306326868e+03
1.493920335429769430e+00,1.294022204871952908e+03,1.315770333020830094e+03
1.495387840670859392e+00,1.294025428291519120e+03,1.315773425368881135e+03
1.496855345911949575e+00,1.294028628566698217e+03,1.315776495511110397e+03
1.498322851153039759e+00,1.294031805863668524e+03,1.315779543606994366e+03
1.499790356394130164e+00,1.294034960347414881e+03,1.315782569814864246e+03
1.501257861635220126e+00,1.294038092181738875e+03,1.315785574291913463e+03
1.502725366876310309e+00,1.294041201529264299e+03,1.315788557194206305e+03
1.504192872117400492e+00,1.294044288551448062e+03,1.315791518676686565e+03
1.505660377358490454e+00,1.294047353408587924e+03,1.315794458893184128e+03
1.507127882599580637e+00,1.294050396259830677e+03,1.315797377996424302e+03
1.508595387840671043e+00,1.294053417263180108e+03,1.315800276138035542e+03
1.510062893081761004e+00,1.294056416575505864e+03,1.315803153468556729e+03
1.511530398322851187e+00,1.294059394352550726e+03,1.315806010137445810e+03
1.512997903563941371e+00,1.294062350748939934e+03,1.315808846293086390e+03
1.514465408805031332e+00,1.294065285918188010e+03,1.315811662082797284e+03
1.515932914046121516e+00,1.294068200012707393e+03,1.315814457652837746e+03
1.517400419287211699e+00,1.294071093183816402e+03,1.315817233148417472e+03
1.518867924528301883e+00,1.294073965581746279e+03,1.315819988713703196e+03
1.520335429769392066e+00,1.294076817355650292e+03,1.315822724491825056e+03
1.521802935010482249e+00,1.294079648653610320e+03,1.315825440624885914e+03
1.523270440251572211e+00,1.294082459622645274e+03,1.315828137253967725e+03
1.524737945492662394e+00,1.294085250408717911e+03,1.315830814519138812e+03
1.526205450733752578e+00,1.294088021156744162e+03,1.315833472559461597e+03
1.527672955974842761e+00,1.294090772010597902e+03,1.315836111512999651e+03
1.529140461215932945e+00,1.294093503113121187e+03,1.315838731516824510e+03
1.530607966457023128e+00,1.294096214606129934e+03,1.315841332707023639e+03
1.532075471698113089e+00,1.294098906630421652e+03,1.315843915218706343e+03
1.533542976939203273e+00,1.294101579325783632e+03,1.315846479186012175e+03
1.535010482180293456e+00,1.294104232830998626e+03,1.315849024742116626e+03
1.536477987421383640e+00,1.294106867283853489e+03,1.315851552019238852e+03
1.537945492662473823e+00,1.294109482821145320e+03,1.315854061148647816e+03
1.539412997903564007e+00,1.294112079578689418e+03,1.315856552260670696e+03
1.540880503144654190e+00,1.294114657691326101e+03,1.315859025484697440e+03
1.542348008385744151e+00,1.294117217292926625e+03,1.315861480949188945e+03
1.543815513626834335e+00,1.294119758516401816e+03,1.315863918781683878e+03
1.545283018867924518e+00,1.294122281493707760e+03,1.315866339108804141e+03
1.546750524109014702e+00,1.294124786355853757e+03,1.315868742056262590e+03
1.548218029350104885e+00,1.294127273232907555e+03,1.315871127748868730e+03
1.549685534591195069e+00,1.294129742254003531e+03,1.315873496310535984e+03
1.551153039832285030e+00,1.294132193547349061e+03,1.315875847864287607e+03
1.552620545073375213e+00,1.294134627240230202e+03,1.315878182532263281e+03
1.554088050314465397e+00,1.294137043459019651e+03,1.315880500435725025e+03
1.555555555555555580e+00,1.294139442329183112e+03,1.315882801695064472e+03
1.557023060796645764e+00,1.294141823975284751e+03,1.315885086429808098e+03
1.558490566037735947e+00,1.294144188520994476e+03,1.315887354758624042e+03
1.559958071278825908e+00,1.294146536089094525e+03,1.315889606799328021e+03
1.561425576519916092e+00,1.294148866801485156e+03,1.315891842668889467e+03
1.562893081761006275e+00,1.294151180779191691e+03,1.315894062483438120e+03
1.564360587002096459e+00,1.294153478142370432e+03,1.315896266358268804e+03
1.565828092243186642e+00,1.294155759010315023e+03,1.315898454407849158e+03
1.567295597484276826e+00,1.294158023501462367e+03,1.315900626745823956e+03
1.568763102725366787e+00,1.294160271733398758e+03,1.315902783485022155e+03
1.570230607966456970e+00,1.294162503822867166e+03,1.315904924737461670e+03
1.571698113207547154e+00,1.294164719885770864e+03,1.315907050614356876e+03
1.573165618448637115e+00,1.294166920037182535e+03,1.315909161226122706e+03
1.574633123689727521e+00,1.294169104391347673e+03,1.315911256682380781e+03
1.576100628930817704e+00,1.294171273061691181e+03,1.315913337091966241e+03
1.577568134171907666e+00,1.294173426160824647e+03,1.315915402562931831e+03
1.579035639412997849e+00,1.294175563800549980e+03,1.315917453202554270e+03
1.580503144654088032e+00,1.294177686091867145e+03,1.315919489117340163e+03
1.581970649895178216e+00,1.294179793144978930e+03,1.315921510413031001e+03
1.583438155136268399e+00,1.294181885069296641e+03,1.315923517194608621e+03
1.584905660377358583e+00,1.294183961973446230e+03,1.315925509566301116e+03
1.586373165618448766e+00,1.294186023965273307e+03,1.315927487631587610e+03
1.587840670859538728e+00,1.294188071151849726e+03,1.315929451493204397e+03
1.589308176100628911e+00,1.294190103639477911e+03,1.315931401253149716e+03
1.590775681341719094e+00,1.294192121533697900e+03,1.315933337012689208e+03
1.592243186582809278e+00,1.294194124939291214e+03,1.315935258872361601e+03
1.593710691823899461e+00,1.294196113960287221e+03,1.315937166931982574e+03
1.595178197064989645e+00,1.294198088699968139e+03,1.315939061290652262e+03
1.596645702306079606e+00,1.294200049260875176e+03,1.315940942046757527e+03
1.598113207547169790e+00,1.294201995744812848e+03,1.315942809297980375e+03
1.599580712788259973e+00,1.294203928252855121e+03,1.315944663141299316e+03
1.601048218029349934e+00,1.294205846885349274e+03,1.315946503672998006e+03
1.602515723270440340e+00,1.294207751741923175e+03,1.315948330988667294e+03
1.603983228511530523e+00,1.294209642921489149e+03,1.315950145183212499e+03
1.605450733752620485e+00,1.294211520522248748e+03,1.315951946350857042e+03
1.606918238993710668e+00,1.294213384641698894e+03,1.315953734585147231e+03
1.608385744234800852e+00,1.294215235376636429e+03,1.315955509978957480e+03
1.609853249475890813e+00,1.294217072823163107e+03,1.315957272624496227e+03
1.611320754716981218e+00,1.294218897076690837e+03,1.315959022613308434e+03
1.612788259958071402e+00,1.294220708231945764e+03,1.315960760036281954e+03
1.614255765199161363e+00,1.294222506382975098e+03,1.315962484983652530e+03
1.615723270440251547e+00,1.294224291623149611e+03,1.315964197545006982e+03
1.617190775681341730e+00,1.294226064045170688e+03,1.315965897809289118e+03
1.618658280922431691e+00,1.294227823741073280e+03,1.315967585864803596e+03
1.620125786163521875e+00,1.294229570802232047e+03,1.315969261799221613e+03
1.621593291404612280e+00,1.294231305319364765e+03,1.315970925699584086e+03
1.623060796645702464e+00,1.294233027382539376e+03,1.315972577652307109e+03
1.624528301886792425e+00,1.294234737081175581e+03,1.315974217743186045e+03
1.625995807127882609e+00,1.294236434504051886e+03,1.315975846057400076e+03
1.627463312368972792e+00,1.294238119739309013e+03,1.315977462679516748e+03
1.628930817610062753e+00,1.294239792874455134e+03,1.315979067693496063e+03
1.630398322851153159e+00,1.294241453996369728e+03,1.315980661182695258e+03
1.631865828092243342e+00,1.294243103191309046e+03,1.315982243229872438e+03
1.633333333333333304e+00,1.294244740544908836e+03,1.315983813917192265e+03
1.634800838574423487e+00,1.294246366142191846e+03,1.315985373326228455e+03
1.636268343815513671e+00,1.294247980067568506e+03,1.315986921537969238e+03
1.637735849056603632e+00,1.294249582404844205e+03,1.315988458632820993e+03
1.639203354297693815e+00,1.294251173237222474e+03,1.315989984690613028e+03
1.640670859538784221e+00,1.294252752647309080e+03,1.315991499790601210e+03
1.642138364779874182e+00,1.294254320717117025e+03,1.315993004011472067e+03
1.643605870020964366e+00,1.294255877528070187e+03,1.315994497431346872e+03
1.645073375262054549e+00,1.294257423161008319e+03,1.315995980127786424e+03
1.646540880503144511e+00,1.294258957696189782e+03,1.315997452177793548e+03
1.648008385744234694e+00,1.294260481213297908e+03,1.315998913657819230e+03
1.649475890985325099e+00,1.294261993791443047e+03,1.316000364643764669e+03
1.650943396226415061e+00,1.294263495509167797e+03,1.316001805210986277e+03
1.652410901467505244e+00,1.294264986444450642e+03,1.316003235434298858e+03
1.653878406708595428e+00,1.294266466674710273e+03,1.316004655387980392e+03
1.655345911949685389e+00,1.294267936276809678e+03,1.316006065145775210e+03
1.656813417190775573e+00,1.294269395327059556e+03,1.316007464780897863e+03
1.658280922431865978e+00,1.294270843901223316e+03,1.316008854366037895e+03
1.659748427672955939e+00,1.294272282074519808e+03,1.316010233973361665e+03
1.661215932914046123e+00,1.294273709921627869e+03,1.316011603674518028e+03
1.662683438155136306e+00,1.294275127516690873e+03,1.316012963540641294e+03
1.664150943396226490e+00,1.294276534933318544e+03,1.316014313642354637e+03
1.665618448637316451e+00,1.294277932244593103e+03,1.316015654049774184e+03
1.667085953878406634e+00,1.294279319523071763e+03,1.316016984832512208e+03
1.668553459119497040e+00,1.294280696840790597e+03,1.316018306059681663e+03
1.670020964360587001e+00,1.294282064269268858e+03,1.316019617799898697e+03
1.671488469601677185e+00,1.294283421879511707e+03,1.316020920121286736e+03
1.672955974842767368e+00,1.294284769742014760e+03,1.316022213091480353e+03
1.674423480083857330e+00,1.294286107926767727e+03,1.316023496777627997e+03
1.675890985324947513e+00,1.294287436503257368e+03,1.316024771246396085e+03
1.677358490566037919e+00,1.294288755540471811e+03,1.316026036563972184e+03
1.678825995807127880e+00,1.294290065106903739e+03,1.316027292796068650e+03
1.680293501048218063e+00,1.294291365270554024e+03,1.316028540007925585e+03
1.681761006289308247e+00,1.294292656098935595e+03,1.316029778264315155e+03
1.683228511530398208e+00,1.294293937659075937e+03,1.316031007629543865e+03
1.684696016771488392e+00,1.294295210017521867e+03,1.316032228167456651e+03
1.686163522012578575e+00,1.294296473240342266e+03,1.316033439941440065e+03
1.687631027253668758e+00,1.294297727393131254e+03,1.316034643014425228e+03
1.689098532494758942e+00,1.294298972541012972e+03,1.316035837448891016e+03
1.690566037735849125e+00,1.294300208748642945e+03,1.316037023306868605e+03
1.692033542976939087e+00,1.294301436080212852e+03,1.316038200649942837e+03
1.693501048218029270e+00,1.294302654599453035e+03,1.316039369539256541e+03
1.694968553459119454e+00,1.294303864369637040e+03,1.316040530035513484e+03
1.696436058700209637e+00,1.294305065453584120e+03,1.316041682198981562e+03
1.697903563941299820e+00,1.294306257913661511e+03,1.316042826089495975e+03
1.699371069182390004e+00,1.294307441811789658e+03,1.316043961766461507e+03
1.700838574423479965e+00,1.294308617209443582e+03,1.316045089288857525e+03
1.702306079664570149e+00,1.294309784167657426e+03,1.316046208715238890e+03
1.703773584905660332e+00,1.294310942747026957e+03,1.316047320103740276e+03
