t_ns,T_centre_K,T_max_K
5.664570230607967050e-01,1.251806859720721150e+03,1.275015150633641042e+03
5.679245283018867774e-01,1.252113237376624056e+03,1.275312877817299750e+03
5.693920335429769608e-01,1.252417413970440066e+03,1.275608436955357092e+03
5.708595387840671442e-01,1.252719405340962794e+03,1.275901844083140986e+03
5.723270440251572166e-01,1.253019227212274245e+03,1.276193115113333988e+03
5.737945492662474001e-01,1.253316895194597464e+03,1.276482265836983061e+03
5.752620545073374725e-01,1.253612424785139638e+03,1.276769311924497288e+03
5.767295597484276559e-01,1.253905831368931331e+03,1.277054268926635814e+03
5.781970649895178394e-01,1.254197130219657311e+03,1.277337152275488961e+03
5.796645702306079118e-01,1.254486336500480093e+03,1.277617977285447523e+03
5.811320754716980952e-01,1.254773465264858942e+03,1.277896759154163874e+03
5.825995807127882786e-01,1.255058531457359322e+03,1.278173512963504891e+03
5.840670859538783510e-01,1.255341549914460074e+03,1.278448253680494645e+03
5.855345911949686455e-01,1.255622535365348767e+03,1.278720996158249136e+03
5.870020964360587179e-01,1.255901502432716597e+03,1.278991755136901702e+03
5.884696016771487903e-01,1.256178465633541691e+03,1.279260545244520699e+03
5.899371069182390848e-01,1.256453439379869451e+03,1.279527380998018089e+03
5.914046121593291572e-01,1.256726437979586080e+03,1.279792276804049607e+03
5.928721174004192296e-01,1.256997475637185062e+03,1.280055246959906526e+03
5.943396226415095240e-01,1.257266566454528174e+03,1.280316305654400594e+03
5.958071278825995964e-01,1.257533724431601513e+03,1.280575466968737601e+03
5.972746331236896689e-01,1.257798963467263320e+03,1.280832744877387995e+03
5.987421383647798523e-01,1.258062297359987724e+03,1.281088153248944309e+03
6.002096436058700357e-01,1.258323739808603023e+03,1.281341705846973127e+03
6.016771488469601081e-01,1.258583304413021551e+03,1.281593416330861373e+03
6.031446540880502916e-01,1.258841004674967735e+03,1.281843298256650314e+03
6.046121593291404750e-01,1.259096853998696361e+03,1.282091365077866612e+03
6.060796645702306584e-01,1.259350865691708805e+03,1.282337630146342235e+03
6.075471698113207308e-01,1.259603052965461302e+03,1.282582106713029361e+03
6.090146750524109143e-01,1.259853428936068440e+03,1.282824807928807331e+03
6.104821802935010977e-01,1.260102006625002559e+03,1.283065746845280501e+03
6.119496855345911701e-01,1.260348798959784972e+03,1.283304936415573593e+03
6.134171907756813535e-01,1.260593818774674446e+03,1.283542389495113866e+03
6.148846960167715370e-01,1.260837078811348647e+03,1.283778118842411686e+03
6.163522012578616094e-01,1.261078591719581937e+03,1.284012137119829731e+03
6.178197064989517928e-01,1.261318370057915672e+03,1.284244456894349469e+03
6.192872117400419762e-01,1.261556426294326457e+03,1.284475090638328084e+03
6.207547169811320487e-01,1.261792772806885978e+03,1.284704050730248809e+03
6.222222222222221211e-01,1.262027421884418345e+03,1.284931349455466489e+03
6.236897274633124155e-01,1.262260385727150606e+03,1.285156999006943806e+03
6.251572327044024879e-01,1.262491676447360078e+03,1.285381011485984800e+03
6.266247379454926714e-01,1.262721306070014634e+03,1.285603398902957451e+03
6.280922431865828548e-01,1.262949286533410714e+03,1.285824173178013552e+03
6.295597484276729272e-01,1.263175629689803372e+03,1.286043346141800612e+03
6.310272536687631106e-01,1.263400347306034064e+03,1.286260929536167396e+03
6.324947589098532941e-01,1.263623451064153187e+03,1.286476935014864921e+03
6.339622641509433665e-01,1.263844952562036269e+03,1.286691374144239035e+03
6.354297693920335499e-01,1.264064863313997648e+03,1.286904258403918675e+03
6.368972746331237333e-01,1.264283194751398923e+03,1.287115599187497537e+03
6.383647798742138058e-01,1.264499958223250587e+03,1.287325407803210055e+03
6.398322851153039892e-01,1.264715164996813655e+03,1.287533695474601018e+03
6.412997903563941726e-01,1.264928826258191293e+03,1.287740473341190636e+03
6.427672955974842450e-01,1.265140953112921352e+03,1.287945752459131654e+03
6.442348008385744285e-01,1.265351556586560037e+03,1.288149543801863501e+03
6.457023060796645009e-01,1.265560647625263755e+03,1.288351858260759400e+03
6.471698113207547953e-01,1.265768237096365965e+03,1.288552706645766875e+03
6.486373165618448677e-01,1.265974335788948565e+03,1.288752099686045540e+03
6.501048218029349401e-01,1.266178954414412601e+03,1.288950048030596236e+03
6.515723270440252346e-01,1.266382103607038289e+03,1.289146562248887676e+03
6.530398322851153070e-01,1.266583793924548218e+03,1.289341652831476267e+03
6.545073375262053794e-01,1.266784035848660551e+03,1.289535330190619788e+03
6.559748427672956739e-01,1.266982839785641318e+03,1.289727604660888574e+03
6.574423480083857463e-01,1.267180216066851472e+03,1.289918486499768278e+03
6.589098532494758187e-01,1.267376174949290089e+03,1.290107985888260828e+03
6.603773584905661131e-01,1.267570726616132788e+03,1.290296112931476728e+03
6.618448637316561856e-01,1.267763881177267194e+03,1.290482877659225551e+03
6.633123689727462580e-01,1.267955648669824541e+03,1.290668290026599834e+03
6.647798742138365524e-01,1.268146039058705810e+03,1.290852359914553972e+03
6.662473794549266248e-01,1.268335062237105603e+03,1.291035097130478789e+03
6.677148846960168083e-01,1.268522728027031235e+03,1.291216511408771566e+03
6.691823899371068807e-01,1.268709046179817960e+03,1.291396612411400383e+03
6.706498951781970641e-01,1.268894026376640795e+03,1.291575409728463910e+03
6.721174004192872475e-01,1.269077678229023149e+03,1.291752912878747338e+03
6.735849056603773199e-01,1.269260011279339096e+03,1.291929131310273306e+03
6.750524109014675034e-01,1.269441035001315186e+03,1.292104074400846457e+03
6.765199161425576868e-01,1.269620758800526801e+03,1.292277751458598004e+03
6.779874213836477592e-01,1.269799192014890195e+03,1.292450171722519599e+03
6.794549266247379427e-01,1.269976343915153620e+03,1.292621344362997888e+03
6.809224318658281261e-01,1.270152223705381630e+03,1.292791278482342705e+03
6.823899371069181985e-01,1.270326840523437113e+03,1.292959983115309797e+03
6.838574423480083819e-01,1.270500203441461281e+03,1.293127467229621061e+03
6.853249475890985654e-01,1.270672321466346602e+03,1.293293739726480453e+03
6.867924528301886378e-01,1.270843203540210425e+03,1.293458809441082622e+03
6.882599580712788212e-01,1.271012858540861771e+03,1.293622685143122453e+03
6.897274633123690046e-01,1.271181295282266774e+03,1.293785375537295977e+03
6.911949685534590770e-01,1.271348522515008653e+03,1.293946889263798766e+03
6.926624737945492605e-01,1.271514548926747239e+03,1.294107234898821389e+03
6.941299790356394439e-01,1.271679383142671441e+03,1.294266420955037802e+03
6.955974842767295163e-01,1.271843033725952637e+03,1.294424455882094207e+03
6.970649895178196997e-01,1.272005509178190323e+03,1.294581348067088129e+03
6.985324947589098832e-01,1.272166817939858447e+03,1.294737105835049761e+03
6.999999999999999556e-01,1.272326968390744923e+03,1.294891737449414904e+03
7.014675052410901390e-01,1.272485968850391373e+03,1.295045251112494725e+03
7.029350104821803225e-01,1.272643827578526498e+03,1.295197654965944594e+03
7.044025157232703949e-01,1.272800552775498318e+03,1.295348957091224747e+03
7.058700209643605783e-01,1.272956152582703680e+03,1.295499165510061630e+03
7.073375262054507617e-01,1.273110635083011175e+03,1.295648288184900821e+03
7.088050314465409452e-01,1.273264008301185413e+03,1.295796333019361327e+03
7.102725366876310176e-01,1.273416280204305622e+03,1.295943307858681464e+03
7.117400419287212010e-01,1.273567458702181057e+03,1.296089220490164280e+03
7.132075471698113844e-01,1.273717551647765276e+03,1.296234078643619114e+03
7.146750524109014568e-01,1.273866566837564505e+03,1.296377889991796565e+03
7.161425576519915293e-01,1.274014512012046680e+03,1.296520662150825274e+03
7.176100628930818237e-01,1.274161394856043444e+03,1.296662402680639161e+03
7.190775681341718961e-01,1.274307222999152600e+03,1.296803119085406252e+03
7.205450733752619685e-01,1.274452004016135788e+03,1.296942818813951362e+03
7.220125786163522630e-01,1.274595745427314341e+03,1.297081509260175608e+03
7.234800838574423354e-01,1.274738454698959913e+03,1.297219197763473630e+03
7.249475890985324078e-01,1.274880139243686699e+03,1.297355891609145829e+03
7.264150943396227023e-01,1.275020806420835697e+03,1.297491598028810131e+03
7.278825995807127747e-01,1.275160463536860107e+03,1.297626324200805811e+03
7.293501048218029581e-01,1.275299117845705496e+03,1.297760077250599124e+03
7.308176100628931415e-01,1.275436776549188835e+03,1.297892864251182800e+03
7.322851153039832139e-01,1.275573446797373208e+03,1.298024692223472130e+03
7.337526205450733974e-01,1.275709135688941842e+03,1.298155568136699912e+03
7.352201257861635808e-01,1.275843850271566680e+03,1.298285498908806403e+03
7.366876310272536532e-01,1.275977597542277181e+03,1.298414491406826983e+03
7.381551362683438366e-01,1.276110384447824345e+03,1.298542552447275966e+03
7.396226415094339091e-01,1.276242217885042919e+03,1.298669688796529272e+03
7.410901467505240925e-01,1.276373104701210650e+03,1.298795907171201407e+03
7.425576519916142759e-01,1.276503051694405940e+03,1.298921214238521316e+03
7.440251572327043483e-01,1.276632065613860959e+03,1.299045616616704820e+03
7.454926624737945318e-01,1.276760153160314303e+03,1.299169120875324325e+03
7.469601677148847152e-01,1.276887320986359782e+03,1.299291733535673529e+03
7.484276729559747876e-01,1.277013575696792714e+03,1.299413461071133270e+03
7.498951781970650821e-01,1.277138923848954619e+03,1.299534309907530996e+03
7.513626834381551545e-01,1.277263371953074511e+03,1.299654286423499116e+03
7.528301886792452269e-01,1.277386926472607456e+03,1.299773396950828783e+03
7.542976939203355213e-01,1.277509593824572448e+03,1.299891647774823468e+03
7.557651991614255937e-01,1.277631380379885513e+03,1.300009045134647522e+03
7.572327044025156662e-01,1.277752292463692356e+03,1.300125595223673599e+03
7.587002096436058496e-01,1.277872336355696689e+03,1.300241304189825996e+03
7.601677148846960330e-01,1.277991518290489012e+03,1.300356178135921709e+03
7.616352201257861054e-01,1.278109844457868803e+03,1.300470223120009678e+03
7.631027253668762889e-01,1.278227321003168754e+03,1.300583445155705931e+03
7.645702306079664723e-01,1.278343954027574455e+03,1.300695850212527148e+03
7.660377358490565447e-01,1.278459749588441127e+03,1.300807444216221711e+03
7.675052410901467281e-01,1.278574713699609674e+03,1.300918233049097125e+03
7.689727463312369116e-01,1.278688852331719772e+03,1.301028222550345390e+03
7.704402515723270950e-01,1.278802171412520011e+03,1.301137418516367006e+03
7.719077568134171674e-01,1.278914676827177345e+03,1.301245826701089300e+03
7.733752620545073508e-01,1.279026374418582918e+03,1.301353452816286790e+03
7.748427672955975343e-01,1.279137269987655600e+03,1.301460302531894968e+03
7.763102725366876067e-01,1.279247369293645306e+03,1.301566381476323386e+03
7.777777777777777901e-01,1.279356678054431086e+03,1.301671695236766482e+03
7.792452830188679735e-01,1.279465201946820116e+03,1.301776249359512349e+03
7.807127882599580460e-01,1.279572946606842152e+03,1.301880049350246964e+03
7.821802935010482294e-01,1.279679917630042837e+03,1.301983100674357956e+03
7.836477987421384128e-01,1.279786120571775200e+03,1.302085408757236110e+03
7.851153039832284852e-01,1.279891560947489097e+03,1.302186978984574125e+03
7.865828092243185576e-01,1.279996244233017023e+03,1.302287816702661758e+03
7.880503144654088521e-01,1.280100175864859466e+03,1.302387927218680716e+03
7.895178197064989245e-01,1.280203361240468666e+03,1.302487315800995475e+03
7.909853249475891079e-01,1.280305805718527836e+03,1.302585987679444543e+03
7.924528301886792914e-01,1.280407514619231279e+03,1.302683948045625129e+03
7.939203354297693638e-01,1.280508493224559970e+03,1.302781202053180323e+03
7.953878406708595472e-01,1.280608746778557133e+03,1.302877754818080120e+03
7.968553459119497306e-01,1.280708280487600632e+03,1.302973611418903829e+03
7.983228511530398031e-01,1.280807099520673773e+03,1.303068776897116322e+03
7.997903563941299865e-01,1.280905209009634518e+03,1.303163256257346120e+03
8.012578616352201699e-01,1.281002614049481735e+03,1.303257054467658463e+03
8.027253668763102423e-01,1.281099319698620548e+03,1.303350176459827708e+03
8.041928721174004258e-01,1.281195330979125401e+03,1.303442627129607217e+03
8.056603773584906092e-01,1.281290652877001321e+03,1.303534411336997209e+03
8.071278825995806816e-01,1.281385290342442659e+03,1.303625533906509872e+03
8.085953878406708650e-01,1.281479248290091391e+03,1.303715999627434485e+03
8.100628930817609374e-01,1.281572531599292006e+03,1.303805813254097302e+03
8.115303983228512319e-01,1.281665145114345023e+03,1.303894979506122809e+03
8.129979035639413043e-01,1.281757093644759379e+03,1.303983503068690425e+03
8.144654088050313767e-01,1.281848381965502540e+03,1.304071388592790299e+03
8.159329140461216712e-01,1.281939014817248335e+03,1.304158640695477743e+03
8.174004192872117436e-01,1.282028996906623888e+03,1.304245263960124248e+03
8.188679245283018160e-01,1.282118332906453588e+03,1.304331262936667144e+03
8.203354297693921104e-01,1.282207027456003061e+03,1.304416642141858347e+03
8.218029350104821829e-01,1.282295085161219504e+03,1.304501406059510145e+03
8.232704402515722553e-01,1.282382510594971336e+03,1.304585559140739178e+03
8.247379454926625497e-01,1.282469308297286034e+03,1.304669105804208129e+03
8.262054507337526221e-01,1.282555482775586597e+03,1.304752050436367199e+03
8.276729559748426945e-01,1.282641038504924381e+03,1.304834397391692164e+03
8.291404612159329890e-01,1.282725979928213519e+03,1.304916150992921303e+03
8.306079664570230614e-01,1.282810311456460795e+03,1.304997315531289814e+03
8.320754716981132448e-01,1.282894037468994838e+03,1.305077895266763790e+03
8.335429769392033172e-01,1.282977162313694635e+03,1.305157894428270993e+03
8.350104821802935007e-01,1.283059690307214396e+03,1.305237317213930737e+03
8.364779874213836841e-01,1.283141625735208663e+03,1.305316167791281714e+03
8.379454926624737565e-01,1.283222972852555131e+03,1.305394450297507774e+03
8.394129979035639399e-01,1.283303735883575428e+03,1.305472168839662572e+03
8.408805031446541234e-01,1.283383919022254304e+03,1.305549327494893305e+03
8.423480083857441958e-01,1.283463526432458366e+03,1.305625930310658987e+03
8.438155136268343792e-01,1.283542562248152080e+03,1.305701981304952824e+03
8.452830188679245627e-01,1.283621030573613098e+03,1.305777484466517990e+03
8.467505241090146351e-01,1.283698935483644391e+03,1.305852443755063859e+03
8.482180293501048185e-01,1.283776281023787760e+03,1.305926863101480876e+03
8.496855345911950019e-01,1.283853071210531880e+03,1.306000746408053374e+03
8.511530398322850743e-01,1.283929310031523300e+03,1.306074097548669897e+03
8.526205450733752578e-01,1.284005001445771541e+03,1.306146920369032614e+03
8.540880503144654412e-01,1.284080149383856906e+03,1.306219218686866498e+03
8.555555555555555136e-01,1.284154757748132852e+03,1.306290996292124873e+03
8.570230607966456970e-01,1.284228830412930165e+03,1.306362256947193600e+03
8.584905660377358805e-01,1.284302371224757508e+03,1.306433004387095480e+03
8.599580712788259529e-01,1.284375384002501050e+03,1.306503242319691026e+03
8.614255765199161363e-01,1.284447872537623880e+03,1.306572974425879238e+03
8.628930817610063198e-01,1.284519840594362677e+03,1.306642204359795414e+03
8.643605870020963922e-01,1.284591291909922347e+03,1.306710935749009195e+03
8.658280922431865756e-01,1.284662230194671565e+03,1.306779172194719877e+03
8.672955974842767590e-01,1.284732659132334675e+03,1.306846917271950588e+03
8.687631027253668314e-01,1.284802582380183367e+03,1.306914174529740421e+03
8.702306079664570149e-01,1.284872003569226536e+03,1.306980947491337020e+03
8.716981132075471983e-01,1.284940926304399682e+03,1.307047239654384612e+03
8.731656184486373817e-01,1.285009354164750903e+03,1.307113054491113871e+03
8.746331236897274541e-01,1.285077290703627568e+03,1.307178395448528590e+03
8.761006289308176376e-01,1.285144739448861628e+03,1.307243265948590306e+03
8.775681341719078210e-01,1.285211703902951740e+03,1.307307669388403156e+03
8.790356394129978934e-01,1.285278187543245394e+03,1.307371609140397140e+03
8.805031446540879658e-01,1.285344193822120360e+03,1.307435088552508660e+03
8.819706498951782603e-01,1.285409726167162944e+03,1.307498110948360136e+03
8.834381551362683327e-01,1.285474787981347390e+03,1.307560679627440095e+03
8.849056603773584051e-01,1.285539382643211184e+03,1.307622797865279381e+03
8.863731656184486996e-01,1.285603513507031948e+03,1.307684468913627597e+03
8.878406708595387720e-01,1.285667183903000705e+03,1.307745696000627277e+03
8.893081761006288444e-01,1.285730397137395130e+03,1.307806482330988047e+03
8.907756813417191388e-01,1.285793156492751450e+03,1.307866831086157617e+03
8.922431865828092112e-01,1.285855465228035882e+03,1.307926745424493447e+03
8.937106918238993947e-01,1.285917326578811299e+03,1.307986228481432136e+03
8.951781970649895781e-01,1.285978743757408438e+03,1.308045283369656772e+03
8.966457023060796505e-01,1.286039719953090525e+03,1.308103913179264737e+03
8.981132075471698339e-01,1.286100258332219710e+03,1.308162120977932773e+03
8.995807127882600174e-01,1.286160362038422363e+03,1.308219909811082289e+03
9.010482180293500898e-01,1.286220034192750745e+03,1.308277282702041703e+03
9.025157232704402732e-01,1.286279277893846711e+03,1.308334242652208104e+03
9.039832285115303456e-01,1.286338096218100873e+03,1.308390792641210055e+03
9.054507337526205291e-01,1.286396492219814945e+03,1.308446935627064704e+03
9.069182389937107125e-01,1.286454468931357724e+03,1.308502674546337175e+03
9.083857442348007849e-01,1.286512029363324245e+03,1.308558012314298367e+03
9.098532494758909683e-01,1.286569176504691995e+03,1.308612951825080245e+03
9.113207547169811518e-01,1.286625913322975293e+03,1.308667495951830006e+03
9.127882599580712242e-01,1.286682242764380362e+03,1.308721647546865825e+03
9.142557651991615186e-01,1.286738167753958123e+03,1.308775409441827378e+03
9.157232704402515910e-01,1.286793691195756082e+03,1.308828784447828184e+03
9.171907756813416635e-01,1.286848815972969078e+03,1.308881775355605441e+03
9.186582809224319579e-01,1.286903544948088665e+03,1.308934384935670096e+03
9.201257861635220303e-01,1.286957880963052958e+03,1.308986615938453497e+03
9.215932914046121027e-01,1.287011826839393052e+03,1.309038471094455417e+03
9.230607966457022862e-01,1.287065385378380142e+03,1.309089953114389346e+03
9.245283018867924696e-01,1.287118559361170583e+03,1.309141064689327322e+03
9.259958071278825420e-01,1.287171351548951634e+03,1.309191808490844096e+03
9.274633123689727254e-01,1.287223764683082891e+03,1.309242187171158776e+03
9.289308176100629089e-01,1.287275801485240436e+03,1.309292203363277167e+03
9.303983228511529813e-01,1.287327464657556902e+03,1.309341859681131609e+03
9.318658280922431647e-01,1.287378756882762900e+03,1.309391158719721034e+03
9.333333333333334592e-01,1.287429680824325033e+03,1.309440103055249210e+03
9.348008385744234205e-01,1.287480239126586412e+03,1.309488695245261624e+03
9.362683438155136040e-01,1.287530434414901265e+03,1.309536937828782357e+03
9.377358490566038984e-01,1.287580269295773405e+03,1.309584833326448916e+03
9.392033542976938598e-01,1.287629746356990609e+03,1.309632384240647752e+03
9.406708595387840433e-01,1.287678868167759447e+03,1.309679593055645228e+03
9.421383647798743377e-01,1.287727637278838074e+03,1.309726462237722671e+03
9.436058700209642991e-01,1.287776056222669922e+03,1.309772994235306214e+03
9.450733752620544825e-01,1.287824127513513986e+03,1.309819191479096617e+03
9.465408805031446660e-01,1.287871853647575790e+03,1.309865056382200009e+03
9.480083857442347384e-01,1.287919237103137903e+03,1.309910591340256360e+03
9.494758909853249218e-01,1.287966280340686808e+03,1.309955798731565210e+03
9.509433962264151052e-01,1.288012985803042739e+03,1.310000680917213913e+03
9.524109014675051776e-01,1.288059355915484730e+03,1.310045240241203146e+03
9.538784067085953611e-01,1.288105393085878632e+03,1.310089479030570146e+03
9.553459119496855445e-01,1.288151099704799663e+03,1.310133399595514675e+03
9.568134171907756169e-01,1.288196478145658830e+03,1.310177004229519525e+03
9.582809224318658003e-01,1.288241530764824802e+03,1.310220295209473989e+03
9.597484276729559838e-01,1.288286259901746462e+03,1.310263274795794587e+03
9.612159329140460562e-01,1.288330667879075463e+03,1.310305945232544673e+03
9.626834381551362396e-01,1.288374757002785373e+03,1.310348308747554256e+03
9.641509433962264231e-01,1.288418529562292406e+03,1.310390367552537782e+03
9.656184486373167175e-01,1.288461987830573889e+03,1.310432123843212139e+03
9.670859538784066789e-01,1.288505134064286722e+03,1.310473579799413073e+03
9.685534591194968623e-01,1.288547970503884017e+03,1.310514737585210923e+03
9.700209643605870458e-01,1.288590499373731745e+03,1.310555599349024760e+03
9.714884696016771182e-01,1.288632722882224698e+03,1.310596167223738348e+03
9.729559748427673016e-01,1.288674643221900396e+03,1.310636443326811332e+03
9.744234800838574850e-01,1.288716262569552782e+03,1.310676429760391784e+03
9.758909853249475574e-01,1.288757583086346585e+03,1.310716128611429895e+03
9.773584905660377409e-01,1.288798606917928964e+03,1.310755541951785517e+03
9.788259958071279243e-01,1.288839336194539783e+03,1.310794671838340037e+03
9.802935010482179967e-01,1.288879773031123932e+03,1.310833520313105510e+03
9.817610062893081802e-01,1.288919919527439788e+03,1.310872089403331756e+03
9.832285115303983636e-01,1.288959777768169488e+03,1.310910381121615046e+03
9.846960167714884360e-01,1.288999349823026250e+03,1.310948397466003371e+03
9.861635220125786194e-01,1.289038637746862605e+03,1.310986140420104221e+03
9.876310272536688029e-01,1.289077643579776122e+03,1.311023611953187356e+03
9.890985324947588753e-01,1.289116369347216278e+03,1.311060814020291446e+03
9.905660377358490587e-01,1.289154817060089272e+03,1.311097748562325933e+03
9.920335429769392421e-01,1.289192988714862622e+03,1.311134417506174941e+03
9.935010482180293145e-01,1.289230886293668391e+03,1.311170822764798004e+03
9.949685534591194980e-01,1.289268511764406867e+03,1.311206966237332608e+03
9.964360587002096814e-01,1.289305867080848202e+03,1.311242849809194695e+03
9.979035639412997538e-01,1.289342954182733592e+03,1.311278475352177566e+03
9.993710691823899372e-01,1.289379774995876687e+03,1.311313844724551018e+03
1.000838574423480232e+00,1.289416331432263860e+03,1.311348959771160708e+03
1.002306079664570193e+00,1.289452625390152207e+03,1.311383822323524782e+03
1.003773584905660377e+00,1.289488658754169592e+03,1.311418434199930971e+03
1.005241090146750560e+00,1.289524433395411279e+03,1.311452797205533216e+03
1.006708595387840743e+00,1.289559951171537477e+03,1.311486913132446489e+03
1.008176100628930705e+00,1.289595213926871111e+03,1.311520783759841834e+03
1.009643605870020888e+00,1.289630223492491268e+03,1.311554410854040270e+03
1.011111111111111294e+00,1.289664981686330066e+03,1.311587796168606928e+03
1.012578616352201255e+00,1.289699490313266324e+03,1.311620941444442678e+03
1.014046121593291439e+00,1.289733751165219473e+03,1.311653848409876446e+03
1.015513626834381622e+00,1.289767766021242778e+03,1.311686518780757069e+03
1.016981132075471583e+00,1.289801536647615194e+03,1.311718954260543342e+03
1.018448637316561767e+00,1.289835064797933910e+03,1.311751156540394277e+03
1.019916142557652172e+00,1.289868352213204162e+03,1.311783127299258240e+03
1.021383647798742134e+00,1.289901400621931316e+03,1.311814868203962078e+03
1.022851153039832317e+00,1.289934211740208866e+03,1.311846380909298659e+03
1.024318658280922500e+00,1.289966787271809608e+03,1.311877667058113957e+03
1.025786163522012462e+00,1.289999128908271587e+03,1.311908728281395270e+03
1.027253668763102645e+00,1.290031238328988138e+03,1.311939566198355124e+03
1.028721174004192829e+00,1.290063117201294062e+03,1.311970182416518583e+03
1.030188679245283012e+00,1.290094767180551798e+03,1.312000578531807150e+03
1.031656184486373196e+00,1.290126189910239191e+03,1.312030756128623580e+03
1.033123689727463379e+00,1.290157387022032253e+03,1.312060716779934410e+03
1.034591194968553340e+00,1.290188360135892481e+03,1.312090462047354549e+03
1.036058700209643524e+00,1.290219110860148703e+03,1.312119993481227539e+03
1.037526205450733707e+00,1.290249640791582806e+03,1.312149312620709679e+03
1.038993710691823891e+00,1.290279951515509993e+03,1.312178420993849613e+03
1.040461215932914074e+00,1.290310044605864277e+03,1.312207320117669042e+03
1.041928721174004258e+00,1.290339921625277384e+03,1.312236011498243670e+03
1.043396226415094219e+00,1.290369584125161737e+03,1.312264496630781196e+03
1.044863731656184402e+00,1.290399033645789359e+03,1.312292776999701118e+03
1.046331236897274586e+00,1.290428271716374411e+03,1.312320854078713182e+03
1.047798742138364769e+00,1.290457299855149813e+03,1.312348729330893775e+03
1.049266247379454953e+00,1.290486119569447737e+03,1.312376404208764143e+03
1.050733752620545136e+00,1.290514732355777824e+03,1.312403880154367243e+03
1.052201257861635320e+00,1.290543139699903804e+03,1.312431158599341870e+03
1.053668763102725281e+00,1.290571343076921494e+03,1.312458240965000186e+03
1.055136268343815464e+00,1.290599343951335868e+03,1.312485128662401394e+03
1.056603773584905648e+00,1.290627143777136325e+03,1.312511823092426312e+03
1.058071278825995831e+00,1.290654743997872174e+03,1.312538325645851501e+03
1.059538784067086015e+00,1.290682146046727894e+03,1.312564637703421113e+03
1.061006289308176198e+00,1.290709351346597032e+03,1.312590760635921697e+03
1.062473794549266159e+00,1.290736361310157918e+03,1.312616695804252913e+03
1.063941299790356343e+00,1.290763177339943923e+03,1.312642444559499609e+03
1.065408805031446526e+00,1.290789800828418947e+03,1.312668008243002305e+03
1.066876310272536710e+00,1.290816233158049045e+03,1.312693388186429502e+03
1.068343815513626893e+00,1.290842475701373132e+03,1.312718585711845662e+03
1.069811320754717077e+00,1.290868529821075981e+03,1.312743602131781927e+03
1.071278825995807038e+00,1.290894396870057108e+03,1.312768438749305005e+03
1.072746331236897221e+00,1.290920078191503308e+03,1.312793096858085619e+03
1.074213836477987405e+00,1.290945575118955730e+03,1.312817577742466483e+03
1.075681341719077588e+00,1.290970888976381048e+03,1.312841882677530521e+03
1.077148846960167772e+00,1.290996021078240119e+03,1.312866012929166800e+03
1.078616352201257955e+00,1.291020972729555524e+03,1.312889969754137837e+03
1.080083857442347917e+00,1.291045745225979090e+03,1.312913754400145308e+03
1.081551362683438100e+00,1.291070339853860105e+03,1.312937368105896212e+03
1.083018867924528283e+00,1.291094757890311939e+03,1.312960812101168131e+03
1.084486373165618245e+00,1.291119000603277982e+03,1.312984087606871753e+03
1.085953878406708650e+00,1.291143069251597126e+03,1.313007195835117955e+03
1.087421383647798834e+00,1.291166965085070160e+03,1.313030137989280547e+03
1.088888888888889017e+00,1.291190689344523889e+03,1.313052915264057901e+03
1.090356394129978979e+00,1.291214243261875936e+03,1.313075528845537974e+03
1.091823899371069162e+00,1.291237628060198631e+03,1.313097979911259245e+03
1.093291404612159345e+00,1.291260844953782453e+03,1.313120269630273242e+03
1.094758909853249529e+00,1.291283895148199008e+03,1.313142399163205710e+03
1.096226415094339712e+00,1.291306779840363788e+03,1.313164369662317540e+03
1.097693920335429896e+00,1.291329500218598241e+03,1.313186182271564803e+03
1.099161425576519857e+00,1.291352057462691619e+03,1.313207838126660363e+03
1.100628930817610041e+00,1.291374452743962138e+03,1.313229338355131631e+03
1.102096436058700224e+00,1.291396687225317692e+03,1.313250684076381503e+03
1.103563941299790185e+00,1.291418762061316784e+03,1.313271876401745430e+03
1.105031446540880591e+00,1.291440678398227192e+03,1.313292916434550989e+03
1.106498951781970774e+00,1.291462437374086903e+03,1.313313805270175862e+03
1.107966457023060736e+00,1.291484040118763005e+03,1.313334543996104003e+03
1.109433962264150919e+00,1.291505487754008982e+03,1.313355133691984520e+03
1.110901467505241103e+00,1.291526781393524971e+03,1.313375575429686933e+03
1.112368972746331064e+00,1.291547922143014148e+03,1.313395870273358014e+03
1.113836477987421469e+00,1.291568911100240939e+03,1.313416019279477723e+03
1.115303983228511653e+00,1.291589749355086724e+03,1.313436023496914459e+03
1.116771488469601614e+00,1.291610437989609181e+03,1.313455883966979854e+03
1.118238993710691798e+00,1.291630978078094586e+03,1.313475601723484260e+03
1.119706498951781981e+00,1.291651370687117378e+03,1.313495177792789491e+03
1.121174004192871942e+00,1.291671616875593145e+03,1.313514613193864307e+03
1.122641509433962348e+00,1.291691717694834324e+03,1.313533908938336936e+03
1.124109014675052531e+00,1.291711674188605002e+03,1.313553066030548052e+03
1.125576519916142493e+00,1.291731487393174575e+03,1.313572085467603529e+03
1.127044025157232676e+00,1.291751158337372544e+03,1.313590968239427866e+03
1.128511530398322860e+00,1.291770688042641041e+03,1.313609715328814218e+03
1.129979035639413043e+00,1.291790077523087575e+03,1.313628327711477368e+03
1.131446540880503004e+00,1.291809327785538699e+03,1.313646806356103525e+03
1.132914046121593410e+00,1.291828439829592071e+03,1.313665152224403073e+03
1.134381551362683593e+00,1.291847414647668074e+03,1.313683366271159002e+03
